tchextid,studentuuid,stdextid,groupid
tch_20200710-174302_11,2694036f-c2a8-11ea-89f8-0242ac110002,std_1594383805093_11,0f8c38fc-786b-43c4-bf67-07f1a47e9c28
tch_20200710-174302_10,eb235715-c2a7-11ea-96b3-0242ac110002,std_1594383705384_10,441791a0-06ef-4855-8540-fb61f22c24ee
tch_20200710-174302_2,19055cbf-c2a7-11ea-96b3-0242ac110002,std_1594383352849_2,808cc001-b4b1-4d24-9af3-385de168d8ab
tch_20200710-174302_5,4be3ab79-c2a7-11ea-96b3-0242ac110002,std_1594383438199_5,a3d775fa-dcc7-45fa-83b4-c631b8adffd5
tch_20200710-174302_7,91115335-c2a7-11ea-96b3-0242ac110002,std_1594383554270_7,1b09d274-36e8-4b69-8705-c86dca4b6d27
tch_20200710-174302_12,196d0250-c2a8-11ea-af23-0242ac110002,std_1594383783054_12,f89d826e-40fd-4faa-af86-673799881fef
tch_20200710-174302_4,19f169c4-c2a7-11ea-96b3-0242ac110002,std_1594383354384_4,5c761af4-d4fd-49b2-bbc5-b20a6fae5bc3
tch_20200710-174302_6,8f10c84a-c2a7-11ea-acee-0242ac110002,std_1594383550890_6,bc444454-8e45-46bc-9b4b-cb6357731354
tch_20200710-174302_8,adef4ee2-c2a7-11ea-96b3-0242ac110002,std_1594383602666_8,d1aee94f-77dd-43ac-b62d-ec8e82162f9b
tch_20200710-174302_3,052fb1de-c2a7-11ea-acee-0242ac110002,std_1594383319582_3,e275ed5c-38aa-4212-bfa4-db0218cac9e1
tch_20200710-174302_9,daeaa8e5-c2a7-11ea-af23-0242ac110002,std_1594383678182_9,0bca599f-bee2-457e-a4c2-476e28a62257
tch_20200710-174302_11,175a4f52-c2a8-11ea-89f8-0242ac110002,std_1594383779586_11,0f8c38fc-786b-43c4-bf67-07f1a47e9c28
tch_20200710-174302_12,0db08db9-c2a8-11ea-96b3-0242ac110002,std_1594383763371_12,f89d826e-40fd-4faa-af86-673799881fef
tch_20200710-174302_2,0b6979be-c2a7-11ea-89f8-0242ac110002,std_1594383330013_2,808cc001-b4b1-4d24-9af3-385de168d8ab
tch_20200710-174302_13,2d1d23d3-c2a8-11ea-96b3-0242ac110002,std_1594383816097_13,8ea4dd1d-e5c4-4a86-940f-3a091df9f57f
tch_20200710-174302_10,dd752485-c2a7-11ea-89f8-0242ac110002,std_1594383682439_10,441791a0-06ef-4855-8540-fb61f22c24ee
tch_20200710-174302_7,84083a59-c2a7-11ea-acee-0242ac110002,std_1594383532409_7,1b09d274-36e8-4b69-8705-c86dca4b6d27
tch_20200710-174302_4,0b3570db-c2a7-11ea-96b3-0242ac110002,std_1594383329682_4,5c761af4-d4fd-49b2-bbc5-b20a6fae5bc3
tch_20200710-174302_6,80bb7fe0-c2a7-11ea-acee-0242ac110002,std_1594383526820_6,bc444454-8e45-46bc-9b4b-cb6357731354
tch_20200710-174302_9,cef793d4-c2a7-11ea-acee-0242ac110002,std_1594383658145_9,0bca599f-bee2-457e-a4c2-476e28a62257
tch_20200710-174302_3,f67fc69f-c2a6-11ea-89f8-0242ac110002,std_1594383294556_3,e275ed5c-38aa-4212-bfa4-db0218cac9e1
tch_20200710-174302_13,1fb82fa9-c2a8-11ea-acee-0242ac110002,std_1594383793589_13,8ea4dd1d-e5c4-4a86-940f-3a091df9f57f
tch_20200710-174302_11,0a65333f-c2a8-11ea-acee-0242ac110002,std_1594383757803_11,0f8c38fc-786b-43c4-bf67-07f1a47e9c28
tch_20200710-174302_10,d1409980-c2a7-11ea-89f8-0242ac110002,std_1594383661954_10,441791a0-06ef-4855-8540-fb61f22c24ee
tch_20200710-174302_2,fe0b3bdb-c2a6-11ea-acee-0242ac110002,std_1594383307587_2,808cc001-b4b1-4d24-9af3-385de168d8ab
tch_20200710-174302_7,76724b06-c2a7-11ea-96b3-0242ac110002,std_1594383509605_7,1b09d274-36e8-4b69-8705-c86dca4b6d27
tch_20200710-174302_6,71c2a53a-c2a7-11ea-af23-0242ac110002,std_1594383501738_6,bc444454-8e45-46bc-9b4b-cb6357731354
tch_20200710-174302_4,fe522fa2-c2a6-11ea-af23-0242ac110002,std_1594383307724_4,5c761af4-d4fd-49b2-bbc5-b20a6fae5bc3
tch_20200710-174302_13,12ad8f6b-c2a8-11ea-89f8-0242ac110002,std_1594383771641_13,8ea4dd1d-e5c4-4a86-940f-3a091df9f57f
tch_20200710-174302_9,c195d357-c2a7-11ea-89f8-0242ac110002,std_1594383635665_9,0bca599f-bee2-457e-a4c2-476e28a62257
tch_20200710-174302_10,c3e34635-c2a7-11ea-96b3-0242ac110002,std_1594383639535_10,441791a0-06ef-4855-8540-fb61f22c24ee
tch_20200710-174302_7,6a9b7028-c2a7-11ea-96b3-0242ac110002,std_1594383489718_7,1b09d274-36e8-4b69-8705-c86dca4b6d27
tch_20200710-174302_5,3f3b9e54-c2a7-11ea-acee-0242ac110002,std_1594383416932_5,66d1c873-8397-4ee2-888d-d589349e4e0b
tch_20200710-174302_2,f0cf2bf4-c2a6-11ea-89f8-0242ac110002,std_1594383284991_2,808cc001-b4b1-4d24-9af3-385de168d8ab
tch_20200710-174302_14,561655a2-c2a8-11ea-89f8-0242ac110002,std_1594383884806_14,00f9ed76-d08b-4a21-bad0-8e16d103d60d
tch_20200710-174302_6,652ff502-c2a7-11ea-af23-0242ac110002,std_1594383480634_6,bc444454-8e45-46bc-9b4b-cb6357731354
tch_20200710-174302_9,b245630c-c2a7-11ea-89f8-0242ac110002,std_1594383609960_9,0bca599f-bee2-457e-a4c2-476e28a62257
tch_20200710-174302_10,b5dc9375-c2a7-11ea-89f8-0242ac110002,std_1594383616007_10,441791a0-06ef-4855-8540-fb61f22c24ee
tch_20200710-174302_8,9ee92d92-c2a7-11ea-89f8-0242ac110002,std_1594383577504_8,f3b63abd-5947-477f-b0f0-34852d8851d7
tch_20200710-174302_5,31512629-c2a7-11ea-96b3-0242ac110002,std_1594383393605_5,66d1c873-8397-4ee2-888d-d589349e4e0b
tch_20200710-174302_7,5e59c5c4-c2a7-11ea-af23-0242ac110002,std_1594383469165_7,1b09d274-36e8-4b69-8705-c86dca4b6d27
tch_20200710-174302_12,ff8848ca-c2a7-11ea-af23-0242ac110002,std_1594383739595_12,1ceaf033-af76-46a9-8a0b-d1ce9975d8a0
tch_20200710-174302_14,496ce97a-c2a8-11ea-89f8-0242ac110002,std_1594383863589_14,00f9ed76-d08b-4a21-bad0-8e16d103d60d
tch_20200710-174302_6,55a5fdae-c2a7-11ea-96b3-0242ac110002,std_1594383454591_6,bc444454-8e45-46bc-9b4b-cb6357731354
tch_20200710-174302_11,fb66da0e-c2a7-11ea-acee-0242ac110002,std_1594383732649_11,063cd4b4-13e9-46b1-94fb-1bc795cd3c96
tch_20200710-174302_12,f2da21e7-c2a7-11ea-89f8-0242ac110002,std_1594383718327_12,1ceaf033-af76-46a9-8a0b-d1ce9975d8a0
tch_20200710-174302_5,248934da-c2a7-11ea-af23-0242ac110002,std_1594383372170_5,66d1c873-8397-4ee2-888d-d589349e4e0b
tch_20200710-174302_8,90965669-c2a7-11ea-96b3-0242ac110002,std_1594383553453_8,f3b63abd-5947-477f-b0f0-34852d8851d7
tch_20200710-174302_14,3e6c23d7-c2a8-11ea-af23-0242ac110002,std_1594383845133_14,00f9ed76-d08b-4a21-bad0-8e16d103d60d
tch_20200710-174302_11,eb327229-c2a7-11ea-af23-0242ac110002,std_1594383705504_11,063cd4b4-13e9-46b1-94fb-1bc795cd3c96
tch_20200710-174302_13,05634ee2-c2a8-11ea-89f8-0242ac110002,std_1594383749433_13,ce486c6a-ebf8-4554-829d-dfbe4c858cb6
tch_20200710-174302_12,e6742625-c2a7-11ea-af23-0242ac110002,std_1594383697509_12,1ceaf033-af76-46a9-8a0b-d1ce9975d8a0
tch_20200710-174302_15,61803d8d-c2a8-11ea-af23-0242ac110002,std_1594383903976_15,435c0faa-e75b-43a4-b79f-4ca239589d89
tch_20200710-174302_5,1626310d-c2a7-11ea-96b3-0242ac110002,std_1594383348035_5,66d1c873-8397-4ee2-888d-d589349e4e0b
tch_20200710-174302_8,83c8c01a-c2a7-11ea-89f8-0242ac110002,std_1594383531978_8,f3b63abd-5947-477f-b0f0-34852d8851d7
tch_20200710-174302_9,a45b1175-c2a7-11ea-89f8-0242ac110002,std_1594383586651_9,18c8c52d-d57a-40ca-81cb-0691513bf2e0
tch_20200710-174302_14,2f55609c-c2a8-11ea-96b3-0242ac110002,std_1594383819813_14,00f9ed76-d08b-4a21-bad0-8e16d103d60d
tch_20200710-174302_10,a5a1c2e2-c2a7-11ea-96b3-0242ac110002,std_1594383588746_10,cb159259-7596-4506-a415-dec6a16dfb4c
tch_20200710-174302_11,dc4c34b0-c2a7-11ea-89f8-0242ac110002,std_1594383680474_11,063cd4b4-13e9-46b1-94fb-1bc795cd3c96
tch_20200710-174302_16,65469507-c2a8-11ea-af23-0242ac110002,std_1594383910309_16,877700df-91d1-4b9d-b296-3b5ffcf8494b
tch_20200710-174302_12,d964cc84-c2a7-11ea-acee-0242ac110002,std_1594383675608_12,1ceaf033-af76-46a9-8a0b-d1ce9975d8a0
tch_20200710-174302_13,f975b8c7-c2a7-11ea-96b3-0242ac110002,std_1594383729425_13,ce486c6a-ebf8-4554-829d-dfbe4c858cb6
tch_20200710-174302_15,548afb4d-c2a8-11ea-acee-0242ac110002,std_1594383882246_15,435c0faa-e75b-43a4-b79f-4ca239589d89
tch_20200710-174302_5,08cb0087-c2a7-11ea-af23-0242ac110002,std_1594383325324_5,66d1c873-8397-4ee2-888d-d589349e4e0b
tch_20200710-174302_7,4e73cc47-c2a7-11ea-96b3-0242ac110002,std_1594383442507_7,6f6b75b2-833e-4f65-8f1f-8e883750d829
tch_20200710-174302_14,2153b71b-c2a8-11ea-96b3-0242ac110002,std_1594383796200_14,00f9ed76-d08b-4a21-bad0-8e16d103d60d
tch_20200710-174302_8,758c57ca-c2a7-11ea-96b3-0242ac110002,std_1594383508103_8,f3b63abd-5947-477f-b0f0-34852d8851d7
tch_20200710-174302_9,957745a4-c2a7-11ea-af23-0242ac110002,std_1594383561651_9,18c8c52d-d57a-40ca-81cb-0691513bf2e0
tch_20200710-174302_6,4793d99a-c2a7-11ea-acee-0242ac110002,std_1594383430948_6,242556be-e50b-47d1-9ab3-fac462deecd9
tch_20200710-174302_10,9859a4f0-c2a7-11ea-89f8-0242ac110002,std_1594383566483_10,cb159259-7596-4506-a415-dec6a16dfb4c
tch_20200710-174302_11,cec7d105-c2a7-11ea-af23-0242ac110002,std_1594383657808_11,063cd4b4-13e9-46b1-94fb-1bc795cd3c96
tch_20200710-174302_16,598dc986-c2a8-11ea-96b3-0242ac110002,std_1594383890612_16,877700df-91d1-4b9d-b296-3b5ffcf8494b
tch_20200710-174302_12,c92c1de2-c2a7-11ea-af23-0242ac110002,std_1594383648413_12,1ceaf033-af76-46a9-8a0b-d1ce9975d8a0
tch_20200710-174302_15,472dce89-c2a8-11ea-af23-0242ac110002,std_1594383859833_15,435c0faa-e75b-43a4-b79f-4ca239589d89
tch_20200710-174302_13,ee01e5a1-c2a7-11ea-af23-0242ac110002,std_1594383710198_13,ce486c6a-ebf8-4554-829d-dfbe4c858cb6
tch_20200710-174302_7,41dbc49e-c2a7-11ea-89f8-0242ac110002,std_1594383421346_7,6f6b75b2-833e-4f65-8f1f-8e883750d829
tch_20200710-174302_8,66afde34-c2a7-11ea-af23-0242ac110002,std_1594383483180_8,f3b63abd-5947-477f-b0f0-34852d8851d7
tch_20200710-174302_6,3969bfae-c2a7-11ea-acee-0242ac110002,std_1594383407190_6,242556be-e50b-47d1-9ab3-fac462deecd9
tch_20200710-174302_9,87d4d239-c2a7-11ea-acee-0242ac110002,std_1594383538764_9,18c8c52d-d57a-40ca-81cb-0691513bf2e0
tch_20200710-174302_10,8c175e3e-c2a7-11ea-af23-0242ac110002,std_1594383545928_10,cb159259-7596-4506-a415-dec6a16dfb4c
tch_20200710-174302_11,c2781d8e-c2a7-11ea-96b3-0242ac110002,std_1594383637166_11,063cd4b4-13e9-46b1-94fb-1bc795cd3c96
tch_20200710-174302_16,4af5d33b-c2a8-11ea-acee-0242ac110002,std_1594383866152_16,877700df-91d1-4b9d-b296-3b5ffcf8494b
tch_20200710-174302_13,de995922-c2a7-11ea-af23-0242ac110002,std_1594383684321_13,ce486c6a-ebf8-4554-829d-dfbe4c858cb6
tch_20200710-174302_15,37c0ae67-c2a8-11ea-af23-0242ac110002,std_1594383833919_15,435c0faa-e75b-43a4-b79f-4ca239589d89
tch_20200710-174302_7,3580022e-c2a7-11ea-acee-0242ac110002,std_1594383400622_7,6f6b75b2-833e-4f65-8f1f-8e883750d829
tch_20200710-174302_6,2a0fb1c1-c2a7-11ea-96b3-0242ac110002,std_1594383381430_6,242556be-e50b-47d1-9ab3-fac462deecd9
tch_20200710-174302_9,7aa45bb6-c2a7-11ea-af23-0242ac110002,std_1594383516642_9,18c8c52d-d57a-40ca-81cb-0691513bf2e0
tch_20200710-174302_10,811d0157-c2a7-11ea-acee-0242ac110002,std_1594383527510_10,cb159259-7596-4506-a415-dec6a16dfb4c
tch_20200710-174302_16,3d79d44c-c2a8-11ea-acee-0242ac110002,std_1594383843530_16,877700df-91d1-4b9d-b296-3b5ffcf8494b
tch_20200710-174302_14,13e8a810-c2a8-11ea-96b3-0242ac110002,std_1594383773787_14,74f72e61-a6fb-40d7-abfa-35628c67e4a1
tch_20200710-174302_15,2c717a0c-c2a8-11ea-89f8-0242ac110002,std_1594383814954_15,435c0faa-e75b-43a4-b79f-4ca239589d89
tch_20200710-174302_13,d301d0fd-c2a7-11ea-96b3-0242ac110002,std_1594383664890_13,ce486c6a-ebf8-4554-829d-dfbe4c858cb6
tch_20200710-174302_7,29d84ee9-c2a7-11ea-af23-0242ac110002,std_1594383381084_7,6f6b75b2-833e-4f65-8f1f-8e883750d829
tch_20200710-174302_6,1c30d31a-c2a7-11ea-89f8-0242ac110002,std_1594383358162_6,242556be-e50b-47d1-9ab3-fac462deecd9
tch_20200710-174302_9,6db50c87-c2a7-11ea-96b3-0242ac110002,std_1594383494945_9,18c8c52d-d57a-40ca-81cb-0691513bf2e0
tch_20200710-174302_10,76312372-c2a7-11ea-acee-0242ac110002,std_1594383509185_10,cb159259-7596-4506-a415-dec6a16dfb4c
tch_20200710-174302_16,2dcc4ffd-c2a8-11ea-89f8-0242ac110002,std_1594383817242_16,877700df-91d1-4b9d-b296-3b5ffcf8494b
tch_20200710-174302_14,0802b23e-c2a8-11ea-af23-0242ac110002,std_1594383753811_14,74f72e61-a6fb-40d7-abfa-35628c67e4a1
tch_20200710-174302_17,7278925f-c2a8-11ea-acee-0242ac110002,std_1594383932450_17,06ea030c-4deb-4472-a3f5-fb4f7ef8240e
tch_20200710-174302_7,1c1274e7-c2a7-11ea-af23-0242ac110002,std_1594383357696_7,6f6b75b2-833e-4f65-8f1f-8e883750d829
tch_20200710-174302_12,bae94c41-c2a7-11ea-96b3-0242ac110002,std_1594383624464_12,2edd8556-0ae2-4f1a-b750-0c681961bddf
tch_20200710-174302_6,0e290e0a-c2a7-11ea-89f8-0242ac110002,std_1594383334342_6,242556be-e50b-47d1-9ab3-fac462deecd9
tch_20200710-174302_11,b562f688-c2a7-11ea-89f8-0242ac110002,std_1594383615213_11,fcff3dcc-5573-4e7f-a8c3-e3a97938ffc6
tch_20200710-174302_8,56702b0f-c2a7-11ea-96b3-0242ac110002,std_1594383455886_8,afdcd22f-7c2a-4c72-9e6d-a83ef72e6d96
tch_20200710-174302_14,fd2a356f-c2a7-11ea-96b3-0242ac110002,std_1594383735638_14,74f72e61-a6fb-40d7-abfa-35628c67e4a1
tch_20200710-174302_17,65ca436d-c2a8-11ea-96b3-0242ac110002,std_1594383911167_17,06ea030c-4deb-4472-a3f5-fb4f7ef8240e
tch_20200710-174302_12,ad29b4b5-c2a7-11ea-89f8-0242ac110002,std_1594383601360_12,2edd8556-0ae2-4f1a-b750-0c681961bddf
tch_20200710-174302_11,a7f9bc50-c2a7-11ea-89f8-0242ac110002,std_1594383592700_11,fcff3dcc-5573-4e7f-a8c3-e3a97938ffc6
tch_20200710-174302_8,47925287-c2a7-11ea-89f8-0242ac110002,std_1594383430948_8,afdcd22f-7c2a-4c72-9e6d-a83ef72e6d96
tch_20200710-174302_13,c6a79615-c2a7-11ea-96b3-0242ac110002,std_1594383644181_13,26b29e64-40f3-4c97-8e6b-120926c32275
tch_20200710-174302_15,202ebf4f-c2a8-11ea-89f8-0242ac110002,std_1594383794388_15,c056ed31-a0b2-4d83-8008-5eef280958c9
tch_20200710-174302_14,ef97c84a-c2a7-11ea-89f8-0242ac110002,std_1594383712839_14,74f72e61-a6fb-40d7-abfa-35628c67e4a1
tch_20200710-174302_12,9dc2aee8-c2a7-11ea-acee-0242ac110002,std_1594383575588_12,2edd8556-0ae2-4f1a-b750-0c681961bddf
tch_20200710-174302_18,7baa8b89-c2a8-11ea-af23-0242ac110002,std_1594383947889_18,3343b215-cccc-4e76-ab1c-2c29efe29bb6
tch_20200710-174302_17,5aa5f065-c2a8-11ea-96b3-0242ac110002,std_1594383892468_17,06ea030c-4deb-4472-a3f5-fb4f7ef8240e
tch_20200710-174302_11,9a729984-c2a7-11ea-af23-0242ac110002,std_1594383570018_11,fcff3dcc-5573-4e7f-a8c3-e3a97938ffc6
tch_20200710-174302_10,69b1109b-c2a7-11ea-af23-0242ac110002,std_1594383488224_10,6192c9e4-765b-4123-8b33-f36555bc36f8
tch_20200710-174302_9,5f828e3f-c2a7-11ea-96b3-0242ac110002,std_1594383471125_9,5a0d0590-2ea4-4bbf-9027-0e7e82c880cd
tch_20200710-174302_8,39ffbdeb-c2a7-11ea-acee-0242ac110002,std_1594383408200_8,afdcd22f-7c2a-4c72-9e6d-a83ef72e6d96
tch_20200710-174302_13,b89264e1-c2a7-11ea-96b3-0242ac110002,std_1594383620545_13,26b29e64-40f3-4c97-8e6b-120926c32275
tch_20200710-174302_12,91c512c9-c2a7-11ea-89f8-0242ac110002,std_1594383555436_12,2edd8556-0ae2-4f1a-b750-0c681961bddf
tch_20200710-174302_14,e19f6cec-c2a7-11ea-96b3-0242ac110002,std_1594383689437_14,74f72e61-a6fb-40d7-abfa-35628c67e4a1
tch_20200710-174302_15,11aee46f-c2a8-11ea-89f8-0242ac110002,std_1594383770074_15,c056ed31-a0b2-4d83-8008-5eef280958c9
tch_20200710-174302_18,6eaedfdb-c2a8-11ea-acee-0242ac110002,std_1594383926057_18,3343b215-cccc-4e76-ab1c-2c29efe29bb6
tch_20200710-174302_16,213a1468-c2a8-11ea-96b3-0242ac110002,std_1594383796169_16,9a692af9-9b99-4cf7-a368-f6f31e4428ad
tch_20200710-174302_17,4d7ea168-c2a8-11ea-89f8-0242ac110002,std_1594383870408_17,06ea030c-4deb-4472-a3f5-fb4f7ef8240e
tch_20200710-174302_11,8cdca9b7-c2a7-11ea-af23-0242ac110002,std_1594383547173_11,fcff3dcc-5573-4e7f-a8c3-e3a97938ffc6
tch_20200710-174302_10,5bece531-c2a7-11ea-96b3-0242ac110002,std_1594383465124_10,6192c9e4-765b-4123-8b33-f36555bc36f8
tch_20200710-174302_9,519cd19e-c2a7-11ea-acee-0242ac110002,std_1594383447800_9,5a0d0590-2ea4-4bbf-9027-0e7e82c880cd
tch_20200710-174302_8,2d7c9e83-c2a7-11ea-af23-0242ac110002,std_1594383387193_8,afdcd22f-7c2a-4c72-9e6d-a83ef72e6d96
tch_20200710-174302_13,aa210915-c2a7-11ea-89f8-0242ac110002,std_1594383596312_13,26b29e64-40f3-4c97-8e6b-120926c32275
tch_20200710-174302_12,84b0d63f-c2a7-11ea-acee-0242ac110002,std_1594383533499_12,2edd8556-0ae2-4f1a-b750-0c681961bddf
tch_20200710-174302_15,030eb0d1-c2a8-11ea-89f8-0242ac110002,std_1594383745505_15,c056ed31-a0b2-4d83-8008-5eef280958c9
tch_20200710-174302_16,12b64287-c2a8-11ea-acee-0242ac110002,std_1594383771779_16,9a692af9-9b99-4cf7-a368-f6f31e4428ad
tch_20200710-174302_18,60c4dcdf-c2a8-11ea-acee-0242ac110002,std_1594383902733_18,3343b215-cccc-4e76-ab1c-2c29efe29bb6
tch_20200710-174302_17,4000f432-c2a8-11ea-89f8-0242ac110002,std_1594383847741_17,06ea030c-4deb-4472-a3f5-fb4f7ef8240e
tch_20200710-174302_10,4d91d05c-c2a7-11ea-96b3-0242ac110002,std_1594383441027_10,6192c9e4-765b-4123-8b33-f36555bc36f8
tch_20200710-174302_11,7fe14c95-c2a7-11ea-acee-0242ac110002,std_1594383525449_11,fcff3dcc-5573-4e7f-a8c3-e3a97938ffc6
tch_20200710-174302_19,86fbe1e7-c2a8-11ea-af23-0242ac110002,std_1594383966843_19,80248786-6118-4bcd-8143-c579bb6acf17
tch_20200710-174302_9,43d48798-c2a7-11ea-96b3-0242ac110002,std_1594383424698_9,5a0d0590-2ea4-4bbf-9027-0e7e82c880cd
tch_20200710-174302_8,20b8f26d-c2a7-11ea-89f8-0242ac110002,std_1594383365486_8,afdcd22f-7c2a-4c72-9e6d-a83ef72e6d96
tch_20200710-174302_13,9d0e0561-c2a7-11ea-af23-0242ac110002,std_1594383574391_13,26b29e64-40f3-4c97-8e6b-120926c32275
tch_20200710-174302_15,f5803b6a-c2a7-11ea-af23-0242ac110002,std_1594383722784_15,c056ed31-a0b2-4d83-8008-5eef280958c9
tch_20200710-174302_16,04fec102-c2a8-11ea-af23-0242ac110002,std_1594383748787_16,9a692af9-9b99-4cf7-a368-f6f31e4428ad
tch_20200710-174302_18,52adfdb9-c2a8-11ea-96b3-0242ac110002,std_1594383879117_18,3343b215-cccc-4e76-ab1c-2c29efe29bb6
tch_20200710-174302_10,419c239a-c2a7-11ea-acee-0242ac110002,std_1594383420909_10,6192c9e4-765b-4123-8b33-f36555bc36f8
tch_20200710-174302_19,776a70ca-c2a8-11ea-acee-0242ac110002,std_1594383940718_19,80248786-6118-4bcd-8143-c579bb6acf17
tch_20200710-174302_9,389f43fc-c2a7-11ea-96b3-0242ac110002,std_1594383405883_9,5a0d0590-2ea4-4bbf-9027-0e7e82c880cd
tch_20200710-174302_14,d2d1247b-c2a7-11ea-96b3-0242ac110002,std_1594383664596_14,fd408e0e-7cbd-49db-8799-6b4a1474c976
tch_20200710-174302_13,91891b8b-c2a7-11ea-89f8-0242ac110002,std_1594383555026_13,26b29e64-40f3-4c97-8e6b-120926c32275
tch_20200710-174302_16,f7c967f0-c2a7-11ea-96b3-0242ac110002,std_1594383726622_16,9a692af9-9b99-4cf7-a368-f6f31e4428ad
tch_20200710-174302_15,e81839ae-c2a7-11ea-acee-0242ac110002,std_1594383700258_15,c056ed31-a0b2-4d83-8008-5eef280958c9
tch_20200710-174302_18,429e34b2-c2a8-11ea-89f8-0242ac110002,std_1594383852124_18,3343b215-cccc-4e76-ab1c-2c29efe29bb6
tch_20200710-174302_10,3435f632-c2a7-11ea-89f8-0242ac110002,std_1594383398184_10,6192c9e4-765b-4123-8b33-f36555bc36f8
tch_20200710-174302_19,6a30d277-c2a8-11ea-af23-0242ac110002,std_1594383918578_19,80248786-6118-4bcd-8143-c579bb6acf17
tch_20200710-174302_9,2c8852f5-c2a7-11ea-af23-0242ac110002,std_1594383385307_9,5a0d0590-2ea4-4bbf-9027-0e7e82c880cd
tch_20200710-174302_14,c4726649-c2a7-11ea-af23-0242ac110002,std_1594383640466_14,fd408e0e-7cbd-49db-8799-6b4a1474c976
tch_20200710-174302_11,71115641-c2a7-11ea-af23-0242ac110002,std_1594383500605_11,8db80bca-af62-4ba1-95de-4f96f9396c36
tch_20200710-174302_16,eab7753d-c2a7-11ea-acee-0242ac110002,std_1594383704677_16,9a692af9-9b99-4cf7-a368-f6f31e4428ad
tch_20200710-174302_12,7709a89c-c2a7-11ea-89f8-0242ac110002,std_1594383510606_12,c4302ead-ba90-4698-a36a-41a2af3feebd
tch_20200710-174302_17,31818f4b-c2a8-11ea-af23-0242ac110002,std_1594383823454_17,f4b6dc14-6db0-4e37-94bd-359f1f63047e
tch_20200710-174302_19,5c1c3c4c-c2a8-11ea-89f8-0242ac110002,std_1594383894933_19,80248786-6118-4bcd-8143-c579bb6acf17
tch_20200710-174302_14,b888c7c5-c2a7-11ea-96b3-0242ac110002,std_1594383620495_14,fd408e0e-7cbd-49db-8799-6b4a1474c976
tch_20200710-174302_12,6b04b999-c2a7-11ea-af23-0242ac110002,std_1594383490421_12,c4302ead-ba90-4698-a36a-41a2af3feebd
tch_20200710-174302_11,63a4e83f-c2a7-11ea-96b3-0242ac110002,std_1594383478049_11,8db80bca-af62-4ba1-95de-4f96f9396c36
tch_20200710-174302_17,24605a9e-c2a8-11ea-96b3-0242ac110002,std_1594383801418_17,f4b6dc14-6db0-4e37-94bd-359f1f63047e
tch_20200710-174302_19,4ebd6306-c2a8-11ea-96b3-0242ac110002,std_1594383872487_19,80248786-6118-4bcd-8143-c579bb6acf17
tch_20200710-174302_13,8451ed7d-c2a7-11ea-af23-0242ac110002,std_1594383532883_13,ae50c850-c531-4cf0-b56a-10a479b38357
tch_20200710-174302_14,ac471d9c-c2a7-11ea-96b3-0242ac110002,std_1594383599919_14,fd408e0e-7cbd-49db-8799-6b4a1474c976
tch_20200710-174302_12,5daf2e6f-c2a7-11ea-96b3-0242ac110002,std_1594383468064_12,c4302ead-ba90-4698-a36a-41a2af3feebd
tch_20200710-174302_21,96f934af-c2a8-11ea-af23-0242ac110002,std_1594383993673_21,b9484329-dcc1-49d4-b2e5-50fece3d18b4
tch_20200710-174302_15,daf7050a-c2a7-11ea-89f8-0242ac110002,std_1594383678269_15,7b4eb523-3530-465f-90dd-a88ae6be1e04
tch_20200710-174302_11,56cec68c-c2a7-11ea-af23-0242ac110002,std_1594383456528_11,8db80bca-af62-4ba1-95de-4f96f9396c36
tch_20200710-174302_18,32e9f96f-c2a8-11ea-af23-0242ac110002,std_1594383825808_18,58b9b990-bd74-4c49-91bd-d2017c6eed28
tch_20200710-174302_17,15ab3f3e-c2a8-11ea-af23-0242ac110002,std_1594383776743_17,f4b6dc14-6db0-4e37-94bd-359f1f63047e
tch_20200710-174302_13,7897c24b-c2a7-11ea-96b3-0242ac110002,std_1594383513215_13,ae50c850-c531-4cf0-b56a-10a479b38357
tch_20200710-174302_14,9c8cc781-c2a7-11ea-96b3-0242ac110002,std_1594383573504_14,fd408e0e-7cbd-49db-8799-6b4a1474c976
tch_20200710-174302_16,ddfd1937-c2a7-11ea-af23-0242ac110002,std_1594383683335_16,31a556c0-e822-4cd6-bd3f-4075e67afd85
tch_20200710-174302_11,4998d0b3-c2a7-11ea-acee-0242ac110002,std_1594383434359_11,8db80bca-af62-4ba1-95de-4f96f9396c36
tch_20200710-174302_15,cddd22ca-c2a7-11ea-af23-0242ac110002,std_1594383656252_15,7b4eb523-3530-465f-90dd-a88ae6be1e04
tch_20200710-174302_12,51121dd4-c2a7-11ea-89f8-0242ac110002,std_1594383446888_12,c4302ead-ba90-4698-a36a-41a2af3feebd
tch_20200710-174302_21,8929becd-c2a8-11ea-89f8-0242ac110002,std_1594383970507_21,b9484329-dcc1-49d4-b2e5-50fece3d18b4
tch_20200710-174302_18,25e85a1b-c2a8-11ea-96b3-0242ac110002,std_1594383803975_18,58b9b990-bd74-4c49-91bd-d2017c6eed28
tch_20200710-174302_17,07690a64-c2a8-11ea-acee-0242ac110002,std_1594383752830_17,f4b6dc14-6db0-4e37-94bd-359f1f63047e
tch_20200710-174302_13,6cea41e9-c2a7-11ea-96b3-0242ac110002,std_1594383493616_13,ae50c850-c531-4cf0-b56a-10a479b38357
tch_20200710-174302_22,9c7fb1d2-c2a8-11ea-96b3-0242ac110002,std_1594384002943_22,e75413b7-bb97-42fa-8a63-fa8fd81e62dc
