extuserid,studentuserid1,stdextid,classcode
tch_20201214-123839_80,55750a7a-3f71-11eb-a47c-0242ac110003,std_1608104158475_380,jZYc-M4CV
tch_20201214-123839_88,58ebe149-3f71-11eb-a47c-0242ac110003,std_1608104163946_388,u3MD-tpo7
tch_20201214-123839_67,5847b1c2-3f71-11eb-90a7-0242ac110003,std_1608104163208_367,7yHs-Rx4r
tch_20201214-123839_89,5b4f2638-3f71-11eb-a47c-0242ac110003,std_1608104167959_389,w3LN-KUbv
tch_20201214-123839_77,5b6015a0-3f71-11eb-a47c-0242ac110003,std_1608104168382_377,976M-T7Aw
tch_20201214-123839_70,5d0931cb-3f71-11eb-a47c-0242ac110003,std_1608104171153_370,Xrus-ypYN
tch_20201214-123839_90,5db4db19-3f71-11eb-90a7-0242ac110003,std_1608104171971_390,e2nQ-fuku
tch_20201214-123839_69,5c155bad-3f71-11eb-90a7-0242ac110003,std_1608104169588_369,Exj8-o82n
tch_20201214-123839_75,5b2f1a97-3f71-11eb-a47c-0242ac110003,std_1608104168080_375,Fqsw-7v4W
tch_20201214-123839_85,5eea270e-3f71-11eb-a47c-0242ac110003,std_1608104174354_385,XvdQ-328z
tch_20201214-123839_83,5cc0b73e-3f71-11eb-a47c-0242ac110003,std_1608104170731_383,7Rz3-YFq9
tch_20201214-123839_91,601ade66-3f71-11eb-a47c-0242ac110003,std_1608104175983_391,rh3X-fDMN
tch_20201214-123839_76,5f4b3280-3f71-11eb-90a7-0242ac110003,std_1608104174955_376,386T-E92t
tch_20201214-123839_78,61b295ee-3f71-11eb-a47c-0242ac110003,std_1608104179014_378,F7pL-FvqV
tch_20201214-123839_72,60eea913-3f71-11eb-a47c-0242ac110003,std_1608104177721_372,7Kfd-mRdN
tch_20201214-123839_84,5fd8a58e-3f71-11eb-90a7-0242ac110003,std_1608104175872_384,24t4-YKri
tch_20201214-123839_73,60de0748-3f71-11eb-90a7-0242ac110003,std_1608104177626_373,72T7-B2nq
tch_20201214-123839_92,627a2bbb-3f71-11eb-90a7-0242ac110003,std_1608104179994_392,46qi-x8uC
tch_20201214-123839_86,6470cbc9-3f71-11eb-90a7-0242ac110003,std_1608104183603_386,vfd9-3dZf
tch_20201214-123839_71,62bf4ab4-3f71-11eb-90a7-0242ac110003,std_1608104180792_371,uLqe-3HNQ
tch_20201214-123839_87,65f918bc-3f71-11eb-90a7-0242ac110003,std_1608104186203_387,Tz3N-9eir
tch_20201214-123839_94,67412918-3f71-11eb-90a7-0242ac110003,std_1608104188019_394,A2Jk-9E6y
tch_20201214-123839_80,67a1bfde-3f71-11eb-a47c-0242ac110003,std_1608104188994_380,jZYc-M4CV
tch_20201214-123839_74,6579132d-3f71-11eb-a47c-0242ac110003,std_1608104185353_374,26Dk-bN3o
tch_20201214-123839_88,689bfeac-3f71-11eb-90a7-0242ac110003,std_1608104190619_388,u3MD-tpo7
tch_20201214-123839_93,64db9afe-3f71-11eb-a47c-0242ac110003,std_1608104184006_393,RkXv-Cuq4
tch_20201214-123839_79,655fe63a-3f71-11eb-a47c-0242ac110003,std_1608104185169_379,7qnw-49cq
tch_20201214-123839_81,66bfc408-3f71-11eb-a47c-0242ac110003,std_1608104187475_381,DPM2-QHNx
tch_20201214-123839_89,6b190cd8-3f71-11eb-90a7-0242ac110003,std_1608104194801_389,w3LN-KUbv
tch_20201214-123839_82,6707f0f4-3f71-11eb-90a7-0242ac110003,std_1608104187977_382,yzPk-jkYn
tch_20201214-123839_95,69a61bd3-3f71-11eb-90a7-0242ac110003,std_1608104192035_395,UrfX-PMN4
tch_20201214-123839_96,6c112810-3f71-11eb-a47c-0242ac110003,std_1608104196058_396,qA6p-V2fj
tch_20201214-123839_75,6be0a1ed-3f71-11eb-90a7-0242ac110003,std_1608104196079_375,Fqsw-7v4W
tch_20201214-123839_77,6b32127e-3f71-11eb-90a7-0242ac110003,std_1608104194958_377,976M-T7Aw
tch_20201214-123839_83,6cb864fa-3f71-11eb-90a7-0242ac110003,std_1608104197497_383,7Rz3-YFq9
tch_20201214-123839_90,6b94cbf8-3f71-11eb-a47c-0242ac110003,std_1608104195602_390,e2nQ-fuku
tch_20201214-123839_78,6fdcfd31-3f71-11eb-90a7-0242ac110003,std_1608104202780_378,F7pL-FvqV
tch_20201214-123839_76,6e51f074-3f71-11eb-a47c-0242ac110003,std_1608104200197_376,386T-E92t
tch_20201214-123839_85,6cb30d4c-3f71-11eb-a47c-0242ac110003,std_1608104197470_385,XvdQ-328z
tch_20201214-123839_97,6e792796-3f71-11eb-90a7-0242ac110003,std_1608104200070_397,faX9-czEy
tch_20201214-123839_91,6e37158d-3f71-11eb-90a7-0242ac110003,std_1608104200021_391,rh3X-fDMN
tch_20201214-123839_86,726f6759-3f71-11eb-90a7-0242ac110003,std_1608104207100_386,vfd9-3dZf
tch_20201214-123839_99,73399548-3f71-11eb-90a7-0242ac110003,std_1608104208097_399,FAEm-vdWE
tch_20201214-123839_84,714e67a2-3f71-11eb-90a7-0242ac110003,std_1608104205207_384,24t4-YKri
tch_20201214-123839_94,756fd6aa-3f71-11eb-a47c-0242ac110003,std_1608104212148_394,A2Jk-9E6y
tch_20201214-123839_80,763e71a4-3f71-11eb-a47c-0242ac110003,std_1608104213441_380,jZYc-M4CV
tch_20201214-123839_100,759b7a38-3f71-11eb-90a7-0242ac110003,std_1608104212107_400,emCx-7HYM
tch_20201214-123839_87,74b4c3f2-3f71-11eb-a47c-0242ac110003,std_1608104210918_387,Tz3N-9eir
tch_20201214-123839_93,7831b576-3f71-11eb-a47c-0242ac110003,std_1608104216696_393,RkXv-Cuq4
tch_20201214-123839_88,78292a4c-3f71-11eb-90a7-0242ac110003,std_1608104216689_388,u3MD-tpo7
tch_20201214-123839_81,782d704b-3f71-11eb-90a7-0242ac110003,std_1608104216749_381,DPM2-QHNx
tch_20201214-123839_89,78cf552f-3f71-11eb-a47c-0242ac110003,std_1608104217792_389,w3LN-KUbv
tch_20201214-123839_95,79650534-3f71-11eb-90a7-0242ac110003,std_1608104218783_395,UrfX-PMN4
tch_20201214-133320_1,78006c8c-3f71-11eb-a47c-0242ac110003,std_1608104216120_401,xJFU-HZJN
tch_20201214-133320_2,7a65ac37-3f71-11eb-a47c-0242ac110003,std_1608104220132_402,bsnM-8a86
tch_20201214-123839_79,7827a387-3f71-11eb-90a7-0242ac110003,std_1608104216701_379,7qnw-49cq
tch_20201214-123839_82,7964906b-3f71-11eb-a47c-0242ac110003,std_1608104218782_382,yzPk-jkYn
tch_20201214-123839_96,7b9923f6-3f71-11eb-90a7-0242ac110003,std_1608104222383_396,qA6p-V2fj
tch_20201214-123839_90,7ca3dca1-3f71-11eb-a47c-0242ac110003,std_1608104224199_390,e2nQ-fuku
tch_20201214-123839_85,7d7efa70-3f71-11eb-a47c-0242ac110003,std_1608104225655_385,XvdQ-328z
tch_20201214-123839_83,7c8ad6a6-3f71-11eb-90a7-0242ac110003,std_1608104224061_383,7Rz3-YFq9
tch_20201214-133320_4,7f36bcfd-3f71-11eb-90a7-0242ac110003,std_1608104228163_404,3ksf-MxAf
tch_20201214-133320_3,7cc9b47f-3f71-11eb-90a7-0242ac110003,std_1608104224148_403,FA9a-7g4k
tch_20201214-123839_91,7fd4aab3-3f71-11eb-a47c-0242ac110003,std_1608104229566_391,rh3X-fDMN
tch_20201214-123839_97,7df00b76-3f71-11eb-90a7-0242ac110003,std_1608104226409_397,faX9-czEy
tch_20201214-123839_98,81bb6b5c-3f71-11eb-90a7-0242ac110003,std_1608104232543_398,xXgK-G7aD
tch_20201214-123839_99,8282655a-3f71-11eb-90a7-0242ac110003,std_1608104234065_399,FAEm-vdWE
tch_20201214-123839_92,81b15a2b-3f71-11eb-90a7-0242ac110003,std_1608104232543_392,46qi-x8uC
tch_20201214-123839_86,81d9f082-3f71-11eb-90a7-0242ac110003,std_1608104232870_386,vfd9-3dZf
tch_20201214-133320_5,81934a71-3f71-11eb-90a7-0242ac110003,std_1608104232177_405,h4hV-tBuR
tch_20201214-123839_94,853c06e3-3f71-11eb-90a7-0242ac110003,std_1608104238633_394,A2Jk-9E6y
tch_20201214-133320_6,83fe08f3-3f71-11eb-a47c-0242ac110003,std_1608104236200_406,m64b-879A
tch_20201214-123839_84,82ff0f7b-3f71-11eb-a47c-0242ac110003,std_1608104234830_384,24t4-YKri
tch_20201214-123839_100,85939d4e-3f71-11eb-a47c-0242ac110003,std_1608104239184_400,emCx-7HYM
tch_20201214-133320_7,8663be8d-3f71-11eb-a47c-0242ac110003,std_1608104240226_407,z2dN-QN73
tch_20201214-123839_87,86ddd085-3f71-11eb-a47c-0242ac110003,std_1608104241364_387,Tz3N-9eir
tch_20201214-123839_89,89be81ce-3f71-11eb-a47c-0242ac110003,std_1608104246205_389,w3LN-KUbv
tch_20201214-123839_88,8841f48a-3f71-11eb-90a7-0242ac110003,std_1608104243717_388,u3MD-tpo7
tch_20201214-133320_8,88c7027d-3f71-11eb-a47c-0242ac110003,std_1608104244245_408,kPdq-esTG
tch_20201214-123839_93,8828c713-3f71-11eb-a47c-0242ac110003,std_1608104243511_393,RkXv-Cuq4
tch_20201214-133320_9,8b2823a0-3f71-11eb-90a7-0242ac110003,std_1608104248263_409,oUib-d3Aq
tch_20201214-133320_1,8a3511aa-3f71-11eb-a47c-0242ac110003,std_1608104246862_401,xJFU-HZJN
tch_20201214-123839_95,89fb8a8d-3f71-11eb-a47c-0242ac110003,std_1608104246600_395,UrfX-PMN4
tch_20201214-133320_2,8a46017a-3f71-11eb-90a7-0242ac110003,std_1608104247094_402,bsnM-8a86
tch_20201214-123839_96,8af9c0d4-3f71-11eb-90a7-0242ac110003,std_1608104248239_396,qA6p-V2fj
tch_20201214-123839_90,8bf49b8e-3f71-11eb-a47c-0242ac110003,std_1608104249897_390,e2nQ-fuku
tch_20201214-133320_10,8d8e4ec9-3f71-11eb-a47c-0242ac110003,std_1608104252287_410,xvyU-nm4R
tch_20201214-123839_97,8f2b3576-3f71-11eb-a47c-0242ac110003,std_1608104255313_397,faX9-czEy
tch_20201214-133320_3,8d57ae57-3f71-11eb-90a7-0242ac110003,std_1608104252227_403,FA9a-7g4k
tch_20201214-123839_99,8fa743c7-3f71-11eb-90a7-0242ac110003,std_1608104256081_399,FAEm-vdWE
tch_20201214-133320_11,8ff7d46f-3f71-11eb-90a7-0242ac110003,std_1608104256311_411,tChq-F7Wh
tch_20201214-123839_98,8f480ced-3f71-11eb-a47c-0242ac110003,std_1608104255508_398,xXgK-G7aD
tch_20201214-133320_4,8d38662e-3f71-11eb-a47c-0242ac110003,std_1608104252031_404,3ksf-MxAf
tch_20201214-123839_91,8f11937d-3f71-11eb-90a7-0242ac110003,std_1608104255152_391,rh3X-fDMN
tch_20201214-123839_92,91cf0575-3f71-11eb-90a7-0242ac110003,std_1608104259745_392,46qi-x8uC
tch_20201214-133320_5,93dc61ff-3f71-11eb-a47c-0242ac110003,std_1608104263152_405,h4hV-tBuR
tch_20201214-133320_6,94500b4a-3f71-11eb-90a7-0242ac110003,std_1608104263936_406,m64b-879A
tch_20201214-133320_12,925db098-3f71-11eb-90a7-0242ac110003,std_1608104260341_412,iBbH-M3ZR
tch_20201214-123839_94,941f0fa4-3f71-11eb-90a7-0242ac110003,std_1608104263630_394,A2Jk-9E6y
tch_20201214-133320_7,96aa0082-3f71-11eb-90a7-0242ac110003,std_1608104267866_407,z2dN-QN73
tch_20201214-123839_100,94e211cd-3f71-11eb-a47c-0242ac110003,std_1608104264898_400,emCx-7HYM
tch_20201214-133320_13,94c191f3-3f71-11eb-90a7-0242ac110003,std_1608104264356_413,fQeA-wkqc
tch_20201214-133320_14,97265cf2-3f71-11eb-a47c-0242ac110003,std_1608104268379_414,Kr9Q-LC6a
tch_20201214-133320_8,989a85c6-3f71-11eb-a47c-0242ac110003,std_1608104271122_408,kPdq-esTG
tch_20201214-123839_95,9a7c3e73-3f71-11eb-90a7-0242ac110003,std_1608104273698_395,UrfX-PMN4
tch_20201214-133320_1,9a14a284-3f71-11eb-90a7-0242ac110003,std_1608104273612_401,xJFU-HZJN
tch_20201214-123839_96,9aea9047-3f71-11eb-90a7-0242ac110003,std_1608104275023_396,qA6p-V2fj
tch_20201214-123839_93,9a0a1be3-3f71-11eb-a47c-0242ac110003,std_1608104273542_393,RkXv-Cuq4
tch_20201214-133320_9,9a11e451-3f71-11eb-a47c-0242ac110003,std_1608104273598_409,oUib-d3Aq
tch_20201214-133320_15,998ed18e-3f71-11eb-90a7-0242ac110003,std_1608104272396_415,97D9-QgVZ
tch_20201214-133320_2,9aab64a9-3f71-11eb-90a7-0242ac110003,std_1608104274595_402,bsnM-8a86
tch_20201214-133320_10,9d1d75fe-3f71-11eb-a47c-0242ac110003,std_1608104278720_410,xvyU-nm4R
tch_20201214-123839_97,9d9abcd3-3f71-11eb-90a7-0242ac110003,std_1608104279535_397,faX9-czEy
tch_20201214-123839_99,9ef606ea-3f71-11eb-a47c-0242ac110003,std_1608104281785_399,FAEm-vdWE
tch_20201214-133320_17,9e54bd2a-3f71-11eb-90a7-0242ac110003,std_1608104280442_417,o6q3-uZrW
tch_20201214-133320_16,9beff244-3f71-11eb-a47c-0242ac110003,std_1608104276416_416,6fDY-CgHc
tch_20201214-133320_11,9f1a0948-3f71-11eb-90a7-0242ac110003,std_1608104282028_411,tChq-F7Wh
tch_20201214-123839_98,9f80452d-3f71-11eb-a47c-0242ac110003,std_1608104282715_398,xXgK-G7aD
tch_20201214-133320_3,9ea3ef79-3f71-11eb-a47c-0242ac110003,std_1608104281284_403,FA9a-7g4k
tch_20201214-133320_18,a11da12b-3f71-11eb-90a7-0242ac110003,std_1608104285025_418,4VJK-LwCi
tch_20201214-133320_4,9f963e7f-3f71-11eb-90a7-0242ac110003,std_1608104282848_404,3ksf-MxAf
tch_20201214-133320_6,a3f5eeea-3f71-11eb-a47c-0242ac110003,std_1608104290201_406,m64b-879A
tch_20201214-133320_19,a38700b9-3f71-11eb-90a7-0242ac110003,std_1608104289048_419,hdJ2-7Mo4
tch_20201214-133320_5,a2de1678-3f71-11eb-90a7-0242ac110003,std_1608104288354_405,h4hV-tBuR
tch_20201214-133320_20,a5e64d02-3f71-11eb-a47c-0242ac110003,std_1608104293159_420,2BMa-uc8z
tch_20201214-133320_13,a6e82c67-3f71-11eb-a47c-0242ac110003,std_1608104295119_413,fQeA-wkqc
tch_20201214-123839_100,a6492d60-3f71-11eb-a47c-0242ac110003,std_1608104294118_400,emCx-7HYM
tch_20201214-133320_7,a592d5f3-3f71-11eb-a47c-0242ac110003,std_1608104292911_407,z2dN-QN73
tch_20201214-133320_8,a8122e3e-3f71-11eb-90a7-0242ac110003,std_1608104297042_408,kPdq-esTG
tch_20201214-133320_12,a494c6d5-3f71-11eb-90a7-0242ac110003,std_1608104291213_412,iBbH-M3ZR
tch_20201214-133320_21,a93cf22f-3f71-11eb-a47c-0242ac110003,std_1608104297183_421,32j4-oZEn
tch_20201214-133320_14,a739a884-3f71-11eb-a47c-0242ac110003,std_1608104295656_414,Kr9Q-LC6a
tch_20201214-133320_1,a97c1e14-3f71-11eb-a47c-0242ac110003,std_1608104299361_401,xJFU-HZJN
tch_20201214-133320_2,abe8b1bb-3f71-11eb-a47c-0242ac110003,std_1608104303542_402,bsnM-8a86
tch_20201214-133320_15,abaeb554-3f71-11eb-a47c-0242ac110003,std_1608104303080_415,97D9-QgVZ
tch_20201214-133320_10,ac3f5d00-3f71-11eb-a47c-0242ac110003,std_1608104304085_410,xvyU-nm4R
tch_20201214-133320_9,ab0073c3-3f71-11eb-90a7-0242ac110003,std_1608104302000_409,oUib-d3Aq
tch_20201214-133320_22,aac0abf7-3f71-11eb-90a7-0242ac110003,std_1608104301252_422,9t6B-24E4
tch_20201214-133320_17,ad330b70-3f71-11eb-90a7-0242ac110003,std_1608104305550_417,o6q3-uZrW
tch_20201214-133320_23,aefc0b69-3f71-11eb-90a7-0242ac110003,std_1608104305276_423,639s-tuo8
tch_20201214-133320_11,af8ba22a-3f71-11eb-a47c-0242ac110003,std_1608104309338_411,tChq-F7Wh
tch_20201214-133320_24,af8d4eee-3f71-11eb-a47c-0242ac110003,std_1608104309297_424,gDYQ-2qdV
tch_20201214-133320_16,af55eb72-3f71-11eb-90a7-0242ac110003,std_1608104309005_416,6fDY-CgHc
tch_20201214-133320_3,afa19a9f-3f71-11eb-a47c-0242ac110003,std_1608104309726_403,FA9a-7g4k
tch_20201214-133320_18,b22a1a97-3f71-11eb-90a7-0242ac110003,std_1608104314018_418,4VJK-LwCi
tch_20201214-133320_5,b4669cd5-3f71-11eb-90a7-0242ac110003,std_1608104317752_405,h4hV-tBuR
tch_20201214-133320_25,b1ef82cc-3f71-11eb-a47c-0242ac110003,std_1608104313321_425,zHN2-4dz9
tch_20201214-133320_4,b2d9944d-3f71-11eb-a47c-0242ac110003,std_1608104315131_404,3ksf-MxAf
tch_20201214-133320_6,b3a018e1-3f71-11eb-a47c-0242ac110003,std_1608104316458_406,m64b-879A
tch_20201214-133320_19,b4237987-3f71-11eb-a47c-0242ac110003,std_1608104317338_419,hdJ2-7Mo4
tch_20201214-133320_13,b66293f2-3f71-11eb-a47c-0242ac110003,std_1608104321124_413,fQeA-wkqc
tch_20201214-133320_26,b4f39a6c-3f71-11eb-90a7-0242ac110003,std_1608104317342_426,WE3w-oFbH
tch_20201214-133320_8,b7d1b40a-3f71-11eb-a47c-0242ac110003,std_1608104323525_408,kPdq-esTG
tch_20201214-133320_20,b5c987e3-3f71-11eb-90a7-0242ac110003,std_1608104320100_420,2BMa-uc8z
tch_20201214-133320_12,b7f4571b-3f71-11eb-90a7-0242ac110003,std_1608104323594_412,iBbH-M3ZR
tch_20201214-133320_7,b6df8bdf-3f71-11eb-90a7-0242ac110003,std_1608104321924_407,z2dN-QN73
tch_20201214-133320_27,b6c0e084-3f71-11eb-a47c-0242ac110003,std_1608104321386_427,K9JV-DftD
tch_20201214-133320_21,b7f5689c-3f71-11eb-90a7-0242ac110003,std_1608104323607_421,32j4-oZEn
tch_20201214-133320_15,b9eea149-3f71-11eb-90a7-0242ac110003,std_1608104327047_415,97D9-QgVZ
tch_20201214-133320_14,b7eb090b-3f71-11eb-a47c-0242ac110003,std_1608104323673_414,Kr9Q-LC6a
tch_20201214-133320_28,b9275939-3f71-11eb-a47c-0242ac110003,std_1608104325409_428,PQ9v-48hT
tch_20201214-133320_9,bb8c994a-3f71-11eb-a47c-0242ac110003,std_1608104329735_409,oUib-d3Aq
tch_20201214-133320_10,bad2e600-3f71-11eb-a47c-0242ac110003,std_1608104328547_410,xvyU-nm4R
tch_20201214-133320_17,bd2ab8d7-3f71-11eb-a47c-0242ac110003,std_1608104332459_417,o6q3-uZrW
tch_20201214-133320_22,bc97c7d8-3f71-11eb-a47c-0242ac110003,std_1608104331505_422,9t6B-24E4
tch_20201214-133320_29,bb91f105-3f71-11eb-90a7-0242ac110003,std_1608104329468_429,6kJ4-yVZD
tch_20201214-133320_11,c076afed-3f71-11eb-90a7-0242ac110003,std_1608104337709_411,tChq-F7Wh
tch_20201214-133320_23,c07cca15-3f71-11eb-a47c-0242ac110003,std_1608104336338_423,639s-tuo8
tch_20201214-133320_30,bdf47220-3f71-11eb-90a7-0242ac110003,std_1608104333440_430,2hwq-pEdb
tch_20201214-133320_18,c2c9a0d1-3f71-11eb-a47c-0242ac110003,std_1608104341902_418,4VJK-LwCi
tch_20201214-133320_31,c07ca300-3f71-11eb-a47c-0242ac110003,std_1608104337709_431,k6ab-M2Df
tch_20201214-133320_24,c079e3b1-3f71-11eb-a47c-0242ac110003,std_1608104337710_424,gDYQ-2qdV
tch_20201214-133320_16,c0ac8cdc-3f71-11eb-a47c-0242ac110003,std_1608104338372_416,6fDY-CgHc
tch_20201214-133320_32,c2b68dc3-3f71-11eb-a47c-0242ac110003,std_1608104341492_432,xtA7-kv8e
tch_20201214-133320_25,c39c32a8-3f71-11eb-a47c-0242ac110003,std_1608104343296_425,zHN2-4dz9
tch_20201214-133320_20,c54527e1-3f71-11eb-90a7-0242ac110003,std_1608104346089_420,2BMa-uc8z
tch_20201214-133320_19,c42ed5ee-3f71-11eb-90a7-0242ac110003,std_1608104344237_419,hdJ2-7Mo4
tch_20201214-133320_13,c48b9ba3-3f71-11eb-90a7-0242ac110003,std_1608104344841_413,fQeA-wkqc
tch_20201214-133320_33,c51eda96-3f71-11eb-90a7-0242ac110003,std_1608104345518_433,x8dD-a934
tch_20201214-133320_26,c4cb63bb-3f71-11eb-90a7-0242ac110003,std_1608104345273_426,WE3w-oFbH
tch_20201214-133320_12,c673e3fe-3f71-11eb-90a7-0242ac110003,std_1608104348033_412,iBbH-M3ZR
tch_20201214-133320_34,c7852cd7-3f71-11eb-a47c-0242ac110003,std_1608104349545_434,xEgP-uCRp
tch_20201214-133320_28,c9871766-3f71-11eb-a47c-0242ac110003,std_1608104353217_428,PQ9v-48hT
tch_20201214-133320_35,c9eba57f-3f71-11eb-a47c-0242ac110003,std_1608104353570_435,Xnwy-NpBp
tch_20201214-133320_27,c82fc48f-3f71-11eb-90a7-0242ac110003,std_1608104350972_427,K9JV-DftD
tch_20201214-133320_14,c94aaad4-3f71-11eb-a47c-0242ac110003,std_1608104352836_414,Kr9Q-LC6a
tch_20201214-133320_15,c8ba519d-3f71-11eb-a47c-0242ac110003,std_1608104351867_415,97D9-QgVZ
tch_20201214-133320_21,c886e50e-3f71-11eb-90a7-0242ac110003,std_1608104351528_421,32j4-oZEn
tch_20201214-133320_36,cc532f33-3f71-11eb-90a7-0242ac110003,std_1608104357593_436,74BA-yb68
tch_20201214-133320_22,cdfa2862-3f71-11eb-90a7-0242ac110003,std_1608104360694_422,9t6B-24E4
tch_20201214-133320_17,cd5ed2c2-3f71-11eb-90a7-0242ac110003,std_1608104359646_417,o6q3-uZrW
tch_20201214-133320_30,cfc80ad1-3f71-11eb-a47c-0242ac110003,std_1608104363722_430,2hwq-pEdb
tch_20201214-133320_37,cec36bb1-3f71-11eb-90a7-0242ac110003,std_1608104361614_437,Hbq9-DJEt
tch_20201214-133320_23,cf541342-3f71-11eb-a47c-0242ac110003,std_1608104362963_423,639s-tuo8
tch_20201214-133320_31,d196b08d-3f71-11eb-90a7-0242ac110003,std_1608104366755_431,k6ab-M2Df
tch_20201214-133320_29,ced19ca5-3f71-11eb-90a7-0242ac110003,std_1608104362102_429,6kJ4-yVZD
tch_20201214-133320_38,d11e2483-3f71-11eb-90a7-0242ac110003,std_1608104365635_438,6qa9-Jria
tch_20201214-133320_16,d1b0a083-3f71-11eb-a47c-0242ac110003,std_1608104366917_416,6fDY-CgHc
tch_20201214-133320_18,d16da4c4-3f71-11eb-a47c-0242ac110003,std_1608104366454_418,4VJK-LwCi
tch_20201214-133320_32,d28926cb-3f71-11eb-a47c-0242ac110003,std_1608104368332_432,xtA7-kv8e
tch_20201214-133320_25,d3681517-3f71-11eb-a47c-0242ac110003,std_1608104369793_425,zHN2-4dz9
tch_20201214-133320_39,d385fcc5-3f71-11eb-90a7-0242ac110003,std_1608104369659_439,WUwe-m6D9
tch_20201214-133320_24,d19fff52-3f71-11eb-a47c-0242ac110003,std_1608104366797_424,gDYQ-2qdV
tch_20201214-133320_20,d3b4fcfd-3f71-11eb-a47c-0242ac110003,std_1608104370284_420,2BMa-uc8z
tch_20201214-133320_26,d559362e-3f71-11eb-90a7-0242ac110003,std_1608104373065_426,WE3w-oFbH
tch_20201214-133320_33,d4cb9c87-3f71-11eb-90a7-0242ac110003,std_1608104372095_433,x8dD-a934
tch_20201214-133320_19,d467aace-3f71-11eb-90a7-0242ac110003,std_1608104371465_419,hdJ2-7Mo4
tch_20201214-133320_40,d5ed128f-3f71-11eb-90a7-0242ac110003,std_1608104373679_440,gieH-fB94
tch_20201214-133320_41,d84c10e5-3f71-11eb-90a7-0242ac110003,std_1608104377702_441,T4Uz-x6kP
tch_20201214-133320_35,d759e8cd-3f71-11eb-90a7-0242ac110003,std_1608104376424_435,Xnwy-NpBp
tch_20201214-133320_27,d76c8698-3f71-11eb-a47c-0242ac110003,std_1608104376506_427,K9JV-DftD
tch_20201214-133320_21,d9f57ad6-3f71-11eb-a47c-0242ac110003,std_1608104380792_421,32j4-oZEn
tch_20201214-133320_28,d734fbe5-3f71-11eb-a47c-0242ac110003,std_1608104376184_428,PQ9v-48hT
tch_20201214-133320_34,d6e70298-3f71-11eb-90a7-0242ac110003,std_1608104375675_434,xEgP-uCRp
tch_20201214-133320_42,dabcc258-3f71-11eb-90a7-0242ac110003,std_1608104381785_442,3FUc-KY4v
tch_20201214-133320_22,dd255e70-3f71-11eb-a47c-0242ac110003,std_1608104386115_422,9t6B-24E4
tch_20201214-133320_30,de3fceaa-3f71-11eb-90a7-0242ac110003,std_1608104387957_430,2hwq-pEdb
tch_20201214-133320_36,dbeda175-3f71-11eb-90a7-0242ac110003,std_1608104384077_436,74BA-yb68
tch_20201214-133320_43,dd255e72-3f71-11eb-a47c-0242ac110003,std_1608104385805_443,rFM7-mo8N
tch_20201214-133320_37,df1d5d3e-3f71-11eb-a47c-0242ac110003,std_1608104389409_437,Hbq9-DJEt
tch_20201214-133320_31,e02223bd-3f71-11eb-a47c-0242ac110003,std_1608104391119_431,k6ab-M2Df
tch_20201214-133320_23,dfad4196-3f71-11eb-a47c-0242ac110003,std_1608104390337_423,639s-tuo8
tch_20201214-133320_25,e26de883-3f71-11eb-90a7-0242ac110003,std_1608104395001_425,zHN2-4dz9
tch_20201214-133320_38,e06b12e3-3f71-11eb-a47c-0242ac110003,std_1608104391592_438,6qa9-Jria
tch_20201214-133320_44,df89b46a-3f71-11eb-a47c-0242ac110003,std_1608104389826_444,8x7r-QF8X
tch_20201214-133320_29,e041e058-3f71-11eb-a47c-0242ac110003,std_1608104391321_429,6kJ4-yVZD
tch_20201214-133320_32,e24a0c13-3f71-11eb-a47c-0242ac110003,std_1608104394774_432,xtA7-kv8e
tch_20201214-133320_24,e2cbe6ee-3f71-11eb-a47c-0242ac110003,std_1608104395617_424,gDYQ-2qdV
tch_20201214-133320_39,e2bd1998-3f71-11eb-a47c-0242ac110003,std_1608104395526_439,WUwe-m6D9
tch_20201214-133320_45,e1f2769a-3f71-11eb-90a7-0242ac110003,std_1608104393853_445,QxjC-zMLR
tch_20201214-133320_46,e455463b-3f71-11eb-90a7-0242ac110003,std_1608104397878_446,iWZT-JUFg
tch_20201214-133320_41,e645f1ea-3f71-11eb-90a7-0242ac110003,std_1608104401453_441,T4Uz-x6kP
tch_20201214-133320_26,e3fa061b-3f71-11eb-90a7-0242ac110003,std_1608104397575_426,WE3w-oFbH
tch_20201214-133320_33,e5273bdd-3f71-11eb-a47c-0242ac110003,std_1608104399529_433,x8dD-a934
tch_20201214-133320_35,e7d65623-3f71-11eb-a47c-0242ac110003,std_1608104404039_435,Xnwy-NpBp
tch_20201214-133320_47,e6bc0c9a-3f71-11eb-a47c-0242ac110003,std_1608104401896_447,Msra-83hm
tch_20201214-133320_40,e62b1773-3f71-11eb-a47c-0242ac110003,std_1608104401271_440,gieH-fB94
tch_20201214-133320_27,e7eb3dec-3f71-11eb-a47c-0242ac110003,std_1608104404171_427,K9JV-DftD
tch_20201214-133320_28,e888dd2c-3f71-11eb-90a7-0242ac110003,std_1608104405225_428,PQ9v-48hT
tch_20201214-133320_34,e9153eb2-3f71-11eb-90a7-0242ac110003,std_1608104406169_434,xEgP-uCRp
tch_20201214-133320_42,ead36934-3f71-11eb-a47c-0242ac110003,std_1608104409055_442,3FUc-KY4v
tch_20201214-133320_48,e92348bc-3f71-11eb-90a7-0242ac110003,std_1608104405921_448,g86R-xibK
tch_20201214-133320_49,eb84dfd0-3f71-11eb-a47c-0242ac110003,std_1608104409944_449,6nqm-Ytr6
