stdextid,grpid,tchextid
std_1601300262429_144,8e2becae-2bc8-452d-a65d-750c15b09cb2,tch_20200928-180823_144
std_1601300421160_146,8d6e4517-05c9-413d-8bc9-679556eda6af,tch_20200928-180823_146
std_1601300345935_145,ad79b42f-8842-4aa1-a100-0676e63b6d68,tch_20200928-180823_145
std_1601300442858_147,99166765-f648-4f9f-8436-9473a78a1592,tch_20200928-180823_147
std_1601300214679_144,e26b2c79-d32f-4ff4-b524-b771d3cdd6d7,tch_20200928-180823_144
std_1601300368182_146,bef06e0a-99f5-459c-868a-7d2ecb50c316,tch_20200928-180823_146
std_1601300291033_145,18132bbc-c1f1-4e8f-86d1-9ce71641d16b,tch_20200928-180823_145
std_1601300398280_147,5d1a41f0-564d-4036-ae84-2ee6d36844e3,tch_20200928-180823_147
std_1601300321023_146,5991b19a-e8ab-46ff-9546-f38f0ef00841,tch_20200928-180823_146
std_1601300243989_145,17909871-7f27-4040-aef3-ca1d1039868f,tch_20200928-180823_145
std_1601300484935_149,d8343443-821a-4948-ad3b-d9363d7d5491,tch_20200928-180823_149
std_1601300478894_148,39ee731b-e050-4e4f-a9b2-8357598369c1,tch_20200928-180823_148
std_1601300347099_147,dbf3af3d-d3eb-4704-b1c5-4d3e7fb5001f,tch_20200928-180823_147
std_1601300272815_146,6ffdb117-e58e-43f9-8bd0-2fda33f58126,tch_20200928-180823_146
std_1601300443324_149,c6d2a7e7-dad1-41a8-9744-2ab96f24cb80,tch_20200928-180823_149
std_1601300425734_148,670eec85-8f30-4c14-a311-64f96cac9957,tch_20200928-180823_148
std_1601300512149_150,7ab78270-1531-45c9-ae9b-82c9a177312d,tch_20200928-180823_150
std_1601300295555_147,370b0d7d-b68a-4cca-a942-c9df254e0050,tch_20200928-180823_147
std_1601300392856_149,8f8be8a7-3ea8-4c76-a136-e69c883d1f83,tch_20200928-180823_149
std_1601300373853_148,f1475643-1359-4efb-b365-bb155852cafc,tch_20200928-180823_148
std_1601300462873_150,f8df990b-e803-460b-96ee-dd87b8c12d25,tch_20200928-180823_150
std_1601300342227_149,11f5e040-998e-4666-a602-13109dd16e50,tch_20200928-180823_149
std_1601300323522_148,4995ac59-901e-4842-a2f1-f4ebfe2232f4,tch_20200928-180823_148
std_1601300415821_150,723e2d79-c2f4-4046-92b3-2a7ba1a150c1,tch_20200928-180823_150
std_1601300366558_150,1796826e-efd4-4c0a-9508-4b69c68b621b,tch_20200928-180823_150
