extuserid,groupid,tchextuserid
std_1692378725136_144,4e238c7c-9dc5-40d6-93e3-c7d522d5344c,tch_20230818-214917_144
std_1692378935877_140,1167ae78-6e3b-4ad3-ae9b-b1dea9f2d308,tch_20230818-214917_140
std_1692378950665_141,aa65046e-ba4c-421c-8f11-9a19a3a66348,tch_20230818-214917_141
std_1692378746187_145,a43ab453-627f-448f-91d0-5f8c0ebc55a5,tch_20230818-214917_145
std_1692378854370_143,6ee6084f-ffe0-4eaf-8d12-f606c0862b3a,tch_20230818-214917_143
std_1692378639960_146,5ff674d5-2ad4-4337-9e05-af4a9f48290c,tch_20230818-214917_146
std_1692378853199_144,4a5724fb-4718-43d2-9dc9-c591fb885166,tch_20230818-214917_144
std_1692378964261_142,ca090799-36b8-4335-8f2a-cd5f299673d3,tch_20230818-214917_142
std_1692378780050_146,4a7377a0-3177-48c0-9b99-7727a137771a,tch_20230818-214917_146
std_1692378878780_145,5f9617ea-acd2-4b04-b9b7-2517cb966f0d,tch_20230818-214917_145
std_1692378988772_143,5ab2c006-1a6a-4752-9de6-b0e20eead373,tch_20230818-214917_143
std_1692378664559_147,af85208f-c418-4353-ac63-d2641bed0ad2,tch_20230818-214917_147
std_1692378986199_144,887ae30e-a330-42d6-845e-2503903d8f8c,tch_20230818-214917_144
std_1692378669619_148,f46b9b8f-3525-42c2-94ff-88cfbd040b67,tch_20230818-214917_148
std_1692378910006_146,c9f9331f-89dd-48c6-b7aa-d07a63d88b53,tch_20230818-214917_146
std_1692378698634_149,ef36a55b-7766-4f4a-84d9-d8d50f9b56f6,tch_20230818-214917_149
std_1692379018769_145,7126c5f1-4526-4e35-b49c-b9c6e4426b08,tch_20230818-214917_145
std_1692378800680_147,6b5e162b-cfe9-4a47-b518-d5ce4d5afcb3,tch_20230818-214917_147
std_1692378813501_148,1db3582d-c634-4a53-82fa-331ddba25b77,tch_20230818-214917_148
std_1692379044956_146,1e343636-ca14-4e45-ada0-19c4ecd3d466,tch_20230818-214917_146
std_1692378724459_150,87a5fe5f-1c25-4610-b84e-ec3ce6227871,tch_20230818-214917_150
std_1692378832616_149,d8fa4cf1-e75d-44a7-82c1-b3e40f0309d2,tch_20230818-214917_149
std_1692378942104_147,42cb2dca-347b-4402-8dae-1a0c93c92b7f,tch_20230818-214917_147
std_1692378954969_148,3f32672c-fde5-4c47-bfb3-bdaff471f990,tch_20230818-214917_148
std_1692378734363_151,f966e499-2dd3-4c61-80b2-1af7fe96ea8c,tch_20230818-214917_151
std_1692378862989_150,1e2b5f9d-e156-49ed-9768-d0337843bc6c,tch_20230818-214917_150
std_1692378960372_149,237a9ac1-d9e7-470a-8793-402b5a62d0af,tch_20230818-214917_149
std_1692378749061_152,e0405fee-5f4a-46b5-88a9-ae055a00411e,tch_20230818-214917_152
std_1692379083685_148,0c787740-d23a-4af8-bc41-8f4b8c7f7f81,tch_20230818-214917_148
std_1692379072760_147,d24a6751-5e6b-422f-9645-20f4d85aaf4b,tch_20230818-214917_147
std_1692378867628_151,4f0a7de8-b4e0-4df5-82f4-d0b28d45ed68,tch_20230818-214917_151
std_1692378998842_150,783ff6bf-ec7c-4838-903c-47dc6a4b9a53,tch_20230818-214917_150
std_1692379098939_149,895870d9-f841-47b8-8256-9aa90eafe0a9,tch_20230818-214917_149
std_1692378881827_152,b421a2ba-2885-44c8-b733-bfcd9b6a415c,tch_20230818-214917_152
std_1692378779971_153,d05e6563-82cd-4eae-9371-4c66d93c0eee,tch_20230818-214917_153
std_1692378796833_154,a620767c-9f2f-4271-bb83-9cbb20e58116,tch_20230818-214917_154
std_1692379007814_151,2bcc74e8-2b4f-4355-b304-12d811f8b549,tch_20230818-214917_151
std_1692379127987_150,9d99ab1d-b103-452a-80c2-4e9f83e91cb4,tch_20230818-214917_150
std_1692379026515_152,8e85e52f-ff3a-4153-bcfd-271aa414fa0d,tch_20230818-214917_152
std_1692378920105_153,05f4e87f-9dc3-4845-8741-d4046a4dee82,tch_20230818-214917_153
std_1692378830027_156,fbc382cf-0053-4cc8-b8d1-39a87c551bc9,tch_20230818-214917_156
std_1692378825097_155,974cca5a-4d2b-46ab-94a0-27aea3df2684,tch_20230818-214917_155
std_1692378934533_154,e8bc781e-f137-4a45-9674-7a2b50e73d47,tch_20230818-214917_154
std_1692379150012_151,11123890-b4ed-4096-bd30-42a97fc5d9aa,tch_20230818-214917_151
std_1692379159570_152,d4a871f1-b04b-4a68-9910-9f50a6d4f989,tch_20230818-214917_152
std_1692379057077_153,dfb54253-3b72-4bbb-a9d2-af2bebb85377,tch_20230818-214917_153
std_1692378962994_155,27219aa9-06c7-4712-b725-0c113e4e8fc6,tch_20230818-214917_155
std_1692378963693_156,5da75679-9d73-49b3-b16a-ba037f3b0097,tch_20230818-214917_156
std_1692379067106_154,4dc58dbe-4b19-464b-b270-c5c904d45da7,tch_20230818-214917_154
std_1692378855688_157,9899ece4-4799-4f3e-b9b7-46421a5470d6,tch_20230818-214917_157
std_1692379198534_153,650cb733-8209-445a-9952-9f8263f02edc,tch_20230818-214917_153
std_1692379097515_156,44459c80-c5ad-4428-ac3d-5815f2a8249c,tch_20230818-214917_156
std_1692379097600_155,ab1600c8-7f42-4bdf-a308-21addde0ec32,tch_20230818-214917_155
std_1692379203144_154,a0d9e3f4-155e-4887-ade0-68e8d924ee8f,tch_20230818-214917_154
std_1692378893506_159,4ef0e31a-642a-4df1-a614-5ce6ab16d3a0,tch_20230818-214917_159
std_1692378879830_158,ed79dd86-eba3-4219-9869-3a293fe7060c,tch_20230818-214917_158
std_1692378994194_157,372afcd7-9d80-4149-b88e-b36cfa6d6792,tch_20230818-214917_157
std_1692378911941_160,196ee219-5798-4792-8f9f-a9f7efa56c8c,tch_20230818-214917_160
std_1692379230619_156,06c2c7da-2b95-4d11-b8b1-074575047081,tch_20230818-214917_156
std_1692379232657_155,acd75f68-ffa0-44f3-be0a-baa8c5435864,tch_20230818-214917_155
std_1692379017468_159,9ad0f643-ea91-44ac-b56a-73fc09575a27,tch_20230818-214917_159
std_1692379011723_158,a5a8a04e-1826-4af7-bfef-3124f0e983a6,tch_20230818-214917_158
std_1692379119687_157,888d6781-622f-478b-8c9a-f22f16d8e4a4,tch_20230818-214917_157
std_1692378938293_161,698e1501-a9f1-4d18-9db6-2f7c73b9e39f,tch_20230818-214917_161
std_1692379046869_160,afe78978-e65e-4476-9db1-c29f55ce1d2d,tch_20230818-214917_160
std_1692379152127_159,79de40e9-2dc2-47e0-8712-ba56aac111c4,tch_20230818-214917_159
std_1692379150260_158,87e9586b-0af4-4541-8fb9-e45d0ab533b9,tch_20230818-214917_158
std_1692379264055_157,12707026-db92-4e5a-b183-cc10bff19a31,tch_20230818-214917_157
std_1692378951861_162,e5835166-9b93-4068-913b-c1c7acdc71f9,tch_20230818-214917_162
std_1692379078936_161,422bbc24-9f59-428a-ac0b-bb2988fcf822,tch_20230818-214917_161
std_1692379178958_160,79c4544b-d54a-472b-b5da-09bff909b0c2,tch_20230818-214917_160
std_1692379293329_159,77d6ea3e-cf13-4cff-b652-b0bf67047bcb,tch_20230818-214917_159
std_1692379290254_158,cf003033-e06c-4ca4-81fe-e1830be06536,tch_20230818-214917_158
std_1692379084302_162,48d1d76b-b802-4411-8696-112ca70046cd,tch_20230818-214917_162
std_1692378974187_163,fd01e43f-4f2f-45da-90d7-c5d35f0f831a,tch_20230818-214917_163
std_1692379205915_161,05d7cd2f-f531-4bd2-8f80-b359d143c4b7,tch_20230818-214917_161
std_1692379310487_160,bfd09c78-65ad-43a4-b7e8-c9ab986be780,tch_20230818-214917_160
std_1692379003301_164,8bf254e4-2011-4efa-a404-b01320cb9643,tch_20230818-214917_164
std_1692379332397_161,4aed5caf-19fd-42ef-ab78-96ea26137f65,tch_20230818-214917_161
std_1692379217313_162,dae9bb51-abfa-4994-a499-0f79be45b6e6,tch_20230818-214917_162
std_1692379116550_163,a33d5e04-68c0-4145-b1f6-319708551f23,tch_20230818-214917_163
std_1692379011723_165,d2fd0a81-1f2b-4ed6-bfbd-17bc5b89d017,tch_20230818-214917_165
std_1692379138686_164,1b905d7d-335e-4f91-b87b-744bea3afbd6,tch_20230818-214917_164
std_1692379356397_162,a4265a99-84e7-4994-91f8-d34ded04904d,tch_20230818-214917_162
std_1692379252698_163,3f14bba8-abc7-4006-8583-b6ace8b9a390,tch_20230818-214917_163
std_1692379039109_166,6d623616-82b8-49db-9207-a94c59b5e49b,tch_20230818-214917_166
std_1692379145467_165,9fe7afe6-cf42-48c3-9944-494bf448c463,tch_20230818-214917_165
std_1692379279016_164,17eaa4e3-d47f-4f87-9af3-ede94eef5d19,tch_20230818-214917_164
std_1692379388137_163,4c9e1949-ae4b-41f3-90db-99ae4725ce55,tch_20230818-214917_163
std_1692379173967_166,45b6148f-bae9-4b7c-8a5b-22010f6a4aa0,tch_20230818-214917_166
std_1692379072119_168,f1a150f2-906e-414b-93b4-4e9889dc7184,tch_20230818-214917_168
std_1692379283799_165,b29b71ef-e543-43aa-b973-448860d3524d,tch_20230818-214917_165
std_1692379407994_164,e199d732-ab2b-4c88-8bb7-4af3bf80d7f9,tch_20230818-214917_164
std_1692379059830_167,207872dd-f963-4396-b493-f8a87d13c2c7,tch_20230818-214917_167
std_1692379315408_166,8cf434ae-e8ec-47d6-a5bc-eb0824162f9f,tch_20230818-214917_166
std_1692379428341_165,0ccae92a-d73b-4b38-9261-b942f53cb8c4,tch_20230818-214917_165
std_1692379213938_168,47d3cdde-8dfa-4e7c-b2c2-6098821604e0,tch_20230818-214917_168
std_1692379201124_167,2f6dd6c5-76a9-4b73-a43d-68a3686b975c,tch_20230818-214917_167
std_1692379097458_169,4b9c2fc6-b826-410f-a839-2eb4942206d1,tch_20230818-214917_169
std_1692379131920_171,02ece376-1048-4db7-b4c9-3639b8b8f4cb,tch_20230818-214917_171
std_1692379350827_168,908e86cb-e984-4ddd-9d4b-788f85d85b72,tch_20230818-214917_168
std_1692379119823_170,fea7786d-0f7c-47e5-8a6b-7f87d57f19d3,tch_20230818-214917_170
std_1692379450116_166,97486901-adf1-43a1-bc0d-5667dde51940,tch_20230818-214917_166
std_1692379343019_167,4c7a0a5b-28b8-4b7e-9b0c-fb91bec7bfdf,tch_20230818-214917_167
std_1692379240383_169,ffff7984-273d-42f8-b872-5db792add67f,tch_20230818-214917_169
std_1692379159053_172,272d0872-6dd3-432b-be0b-0f0aab803d6a,tch_20230818-214917_172
std_1692379260312_171,00fe536d-3411-4f86-83f9-d3f804b0b8c7,tch_20230818-214917_171
std_1692379255490_170,16709cb9-c21e-458e-86ca-54bc02042afe,tch_20230818-214917_170
std_1692379482164_168,5ac637bd-0da9-4a14-ae3b-ed206c4b2002,tch_20230818-214917_168
std_1692379373911_169,ab8dbf65-3d5f-4bfa-937d-9dbbd04eea9f,tch_20230818-214917_169
std_1692379491836_167,d8f71e4d-07a5-4208-81df-72f2fd610179,tch_20230818-214917_167
std_1692379281986_172,99952787-23fd-416e-8b57-698a506ffe8c,tch_20230818-214917_172
std_1692379182763_173,e2be259e-84d3-4d23-a14a-5c4987d983fb,tch_20230818-214917_173
std_1692379395199_171,0b3f6cc1-8764-4c62-a903-15b8c96f71ef,tch_20230818-214917_171
std_1692379396294_170,6bad4378-c831-42a2-a206-ed8e65cd1541,tch_20230818-214917_170
std_1692379201438_174,e884fc75-2b43-40be-9332-d8ec5fe3db1c,tch_20230818-214917_174
std_1692379517850_169,f9cf6811-c1bd-4649-b6c6-a3b5692c545c,tch_20230818-214917_169
std_1692379421913_172,1e808bc3-6903-49e8-820e-d73102fb06de,tch_20230818-214917_172
std_1692379321852_173,e2f76cb5-6415-442b-a68c-0c4b40d7e48d,tch_20230818-214917_173
std_1692379538827_170,7206979c-7725-4289-a12f-45c8d07fb43a,tch_20230818-214917_170
std_1692379532513_171,03f0a32d-e2e8-492c-b604-e70d72466a09,tch_20230818-214917_171
std_1692379339676_174,62d0c691-c196-410b-b21b-16ba37be546f,tch_20230818-214917_174
std_1692379220955_175,20c6bc95-ebc3-40f7-b0f7-52bf38ace50d,tch_20230818-214917_175
std_1692379555539_172,2a5ed9e1-4ae6-4801-9737-9bcdad40d31e,tch_20230818-214917_172
std_1692379457113_173,e682750a-fda4-48ab-bcae-7a73a5096679,tch_20230818-214917_173
std_1692379234165_176,504da03a-bfe0-485f-977e-4a192328fc38,tch_20230818-214917_176
std_1692379470746_174,6d35735d-c580-40fd-bae9-bf4124e9de84,tch_20230818-214917_174
std_1692379254366_177,6e52963a-8722-4d45-ae85-1046d2274b4d,tch_20230818-214917_177
std_1692379357972_175,2973d8cb-d777-4d12-ab78-7ee39c57eacb,tch_20230818-214917_175
std_1692379590506_173,5dba007a-7242-48f7-8459-c90d55cc96e2,tch_20230818-214917_173
std_1692379370832_176,5783ca9e-3cb9-48a7-a987-4a8b7bab02db,tch_20230818-214917_176
std_1692379606112_174,711cb454-673c-4e32-a381-7e602b472612,tch_20230818-214917_174
std_1692379394190_177,6896d1ac-7165-4567-a21a-a118a7574847,tch_20230818-214917_177
std_1692379282033_178,daae8ea5-130f-402c-a889-75df6aa3c310,tch_20230818-214917_178
std_1692379494179_175,60f1bf25-a1c5-4aa3-8656-d12007f5ee6f,tch_20230818-214917_175
std_1692379509670_176,1c18ab87-a465-4d51-9623-473b07b51976,tch_20230818-214917_176
std_1692379288622_179,5b0abcd5-ac2e-4561-84e5-8b0bf3515023,tch_20230818-214917_179
std_1692379527114_177,cb02280e-94d3-4d70-a249-3bc462f0ca46,tch_20230818-214917_177
std_1692379630293_175,7eceaa3c-b728-45a8-9532-af919b661bfd,tch_20230818-214917_175
std_1692379420563_178,c11fe6b9-c2ad-407e-bcd5-c34277f9353b,tch_20230818-214917_178
std_1692379318427_180,253bafd8-6ee5-4254-89c4-870cde8210d9,tch_20230818-214917_180
std_1692379424304_179,0ea0c747-8d0d-4b09-8ff2-c52cbedc089c,tch_20230818-214917_179
std_1692379648335_176,6f2ec30c-3a95-4ed2-9a60-ab6b3a2e22c6,tch_20230818-214917_176
std_1692379664104_177,cdcfecf1-d0ff-40a3-a4f1-6e03a27f6198,tch_20230818-214917_177
std_1692379554699_178,68eba345-c5a6-442e-8722-d1a9388d75fd,tch_20230818-214917_178
std_1692379330438_181,6e5ef6ec-bfec-46a8-ad49-9062f046aeef,tch_20230818-214917_181
std_1692379355970_182,4ba7d548-46f1-4af0-aba4-96c4dbe7d890,tch_20230818-214917_182
std_1692379565503_179,0b62fdba-3e88-4afe-b041-231acee231b9,tch_20230818-214917_179
std_1692379454348_180,bffd6481-fc07-4359-8717-9fb33df5582f,tch_20230818-214917_180
std_1692379688905_178,5c22d1cb-d1fe-44f4-af06-0573873d92db,tch_20230818-214917_178
std_1692379469728_181,e4f60afa-a684-4382-917e-fb08fcd57f97,tch_20230818-214917_181
std_1692379484891_182,adb756a9-a289-411f-a6c2-b2bfd72835c6,tch_20230818-214917_182
std_1692379702612_179,f83e66b3-ae6c-4ce2-aa3a-570283de237c,tch_20230818-214917_179
std_1692379591046_180,7e1878f8-abdd-47f1-8f33-1537039dc639,tch_20230818-214917_180
std_1692379613181_181,7bb3f892-136a-47a5-bea2-ff575de0c449,tch_20230818-214917_181
std_1692379382191_183,147d4cf3-fe82-4c4a-b31e-89325a6962d2,tch_20230818-214917_183
std_1692379615030_182,35f3cc50-e10c-44dc-a983-d246cd0675bc,tch_20230818-214917_182
std_1692379729105_180,84385a7e-9473-40b9-a7d7-ced1b5c423cb,tch_20230818-214917_180
std_1692379392790_184,4a8d732b-5383-4938-bfef-87ff9b76d2fc,tch_20230818-214917_184
std_1692379410864_185,3fddc3de-4d93-4d45-9dd5-05fb165b8177,tch_20230818-214917_185
std_1692379745005_181,7801e7e8-cdb3-431e-86a4-a39b951640d3,tch_20230818-214917_181
std_1692379522864_183,12b48b4b-24a3-4632-a22b-9fc49fa61041,tch_20230818-214917_183
std_1692379750590_182,e9768946-ee17-471c-b4c3-78ef27deafba,tch_20230818-214917_182
std_1692379530761_184,544876dd-2601-4830-971c-45fe2e07538d,tch_20230818-214917_184
std_1692379540414_185,c5a15d27-7a24-4801-b5d4-7fd68ef38503,tch_20230818-214917_185
std_1692379441411_186,bd04568a-715a-43bb-a839-072342a41c7d,tch_20230818-214917_186
std_1692379663055_183,542652fd-bdd4-4020-abd9-2777c8a25baa,tch_20230818-214917_183
std_1692379670995_184,032c0b91-5bb5-40fb-8796-a53b97e1605d,tch_20230818-214917_184
std_1692379670529_185,7c041a17-0d25-4ee8-9592-6ab6bbeb2463,tch_20230818-214917_185
std_1692379576668_186,3c16eadc-6c7f-488e-9ab9-86ac63144f6c,tch_20230818-214917_186
std_1692379463939_187,46280b47-9c24-4492-b63b-8d3915f9bb0c,tch_20230818-214917_187
std_1692379796392_183,33611442-9a24-4b3b-9717-855c17274a2f,tch_20230818-214917_183
std_1692379477758_188,41e6b11d-ffd1-4383-a4d9-1bff002b7ce2,tch_20230818-214917_188
std_1692379810107_184,bfefbd34-7c24-4b02-a108-3d6878066eef,tch_20230818-214917_184
std_1692379702390_186,b9151429-cf06-429c-b2ee-d735e0e76adc,tch_20230818-214917_186
std_1692379807502_185,4205a743-5bc4-4291-bfac-53e345554f01,tch_20230818-214917_185
std_1692379602985_187,1b296d76-05ca-4211-abfa-09f2372db1d2,tch_20230818-214917_187
std_1692379499322_189,c94af89e-6603-489c-92cf-42b4815e10bf,tch_20230818-214917_189
std_1692379613839_188,7bd1cd32-b5ef-423b-bf54-6a676832d8b6,tch_20230818-214917_188
std_1692379514942_190,48f61648-7d1a-4992-9ffa-a4aae14dbedd,tch_20230818-214917_190
std_1692379840272_186,28d6e4ff-015b-4bae-95e1-a1fa3638d9d7,tch_20230818-214917_186
std_1692379733645_187,a30c82e1-357a-4ad7-b1e5-39cb4a605694,tch_20230818-214917_187
std_1692379640223_189,21ac6373-fdcb-440b-a94e-6fae7eabb1c7,tch_20230818-214917_189
std_1692379749705_188,0305abe5-04f5-4e95-91c9-b736c32b56b2,tch_20230818-214917_188
std_1692379654009_190,8a3a09b4-aeeb-425b-ae4c-c2432d826f49,tch_20230818-214917_190
std_1692379531677_191,45c60c98-442c-4444-8ad6-3460dc1b8878,tch_20230818-214917_191
std_1692379870748_187,efa898f3-36e1-4d44-8ed5-db0b382e0d46,tch_20230818-214917_187
std_1692379778407_189,445bd954-b1ef-4519-9ffa-02720d2530aa,tch_20230818-214917_189
std_1692379891579_188,1cb23d8f-be0e-400f-9c38-ced88ac0fd4e,tch_20230818-214917_188
std_1692379786656_190,5f547d34-bd52-4a86-a02f-2657178044e1,tch_20230818-214917_190
std_1692379559035_192,3a8477c7-8a74-4f67-b680-3588bb83a75d,tch_20230818-214917_192
std_1692379582235_193,8c0af5f4-1a2e-42fc-8c9c-eccd1fcc9fdc,tch_20230818-214917_193
std_1692379666249_191,ce35f662-6213-4d5b-bed6-9f221098f38b,tch_20230818-214917_191
std_1692379598993_194,eace8127-ec83-4dab-b25c-70b4660c4799,tch_20230818-214917_194
std_1692379912983_189,d5483162-c429-4245-be80-4db4800b4b01,tch_20230818-214917_189
std_1692379916526_190,3ba50388-ca49-4b1a-bbff-e7ce9388d3b0,tch_20230818-214917_190
std_1692379716702_193,5ca209fe-cf79-4a5e-bef6-be1e70b1f333,tch_20230818-214917_193
std_1692379702089_192,12a3a29c-9bf9-4b19-a4d8-f7bea3fe7c98,tch_20230818-214917_192
std_1692379617084_195,a1125aed-e128-499e-89d8-802c1a1ebe1e,tch_20230818-214917_195
std_1692379807489_191,b0024ece-1433-4ce3-a01f-6f2928188a39,tch_20230818-214917_191
std_1692379723456_194,2310534a-35e0-4b60-89a0-975cf16f9940,tch_20230818-214917_194
std_1692379842059_193,068be00d-30fd-469b-b12e-127333a1848a,tch_20230818-214917_193
std_1692379836041_192,88001830-3ac2-4eaf-84e0-b5c43f2e17c8,tch_20230818-214917_192
std_1692379741892_195,4ad719ef-4811-4ca4-9168-366e63ecac18,tch_20230818-214917_195
std_1692379945999_191,1f894565-da33-4e6e-9f33-33b97beff2d2,tch_20230818-214917_191
std_1692379852006_194,fb6194f1-9809-4335-b9d8-eb29ee1269f0,tch_20230818-214917_194
std_1692379636866_196,245b3fbe-e6f2-474a-a4ec-9b877e66fc83,tch_20230818-214917_196
std_1692379975359_192,9693c9a8-061a-49f0-aaff-2c859b2f085e,tch_20230818-214917_192
std_1692379974959_193,a92cb211-b1cc-4391-81fc-e4efc0c5ce32,tch_20230818-214917_193
std_1692379872417_195,0df04107-9b30-4648-9422-608dfc2027f2,tch_20230818-214917_195
std_1692379988677_194,5e9cdcb4-c530-4d14-a0ba-fbc74c5df4e1,tch_20230818-214917_194
std_1692379653670_197,ed955eaf-717d-40dd-9db7-894df6564940,tch_20230818-214917_197
std_1692379783075_196,80ab1840-64ae-43ec-8b0e-1aa7d4bd9e35,tch_20230818-214917_196
std_1692380006726_195,99d658c7-a215-43b2-a0b2-41e1ebaae75b,tch_20230818-214917_195
std_1692379786792_197,7ccb2477-d83c-42e8-85ff-57cfc9e123e8,tch_20230818-214917_197
std_1692379678406_198,166ac0dc-39e0-4335-b5ea-6170d42307f7,tch_20230818-214917_198
std_1692379692702_199,7679a853-3a47-4a3d-bad5-c346a56a5f34,tch_20230818-214917_199
std_1692379922139_196,976ca65d-ec73-446c-b228-01ba07f6228a,tch_20230818-214917_196
std_1692379713329_200,4c36e4c5-0612-4247-9c0c-be793dabc98b,tch_20230818-214917_200
std_1692379810099_198,637721dd-44de-474e-ba4d-1697d2790fb9,tch_20230818-214917_198
std_1692379923959_197,7955be83-f74e-46f1-a43d-e28d580bf1d5,tch_20230818-214917_197
std_1692380047989_196,3eea337f-496a-4dbc-bb13-521161696561,tch_20230818-214917_196
std_1692379821593_199,96b3fd0b-8bb3-4e84-877d-1342ea5443f5,tch_20230818-214917_199
std_1692379850247_200,802b4957-3c33-4175-9447-63a6a878ce66,tch_20230818-214917_200
std_1692379944542_198,0313138e-7e28-4d35-8f0e-dd300123408f,tch_20230818-214917_198
std_1692379739484_201,ca780b27-6893-410c-8297-52b32c4aec82,tch_20230818-214917_201
std_1692380065947_197,b044e019-ac00-48e8-be64-8025ee699bb3,tch_20230818-214917_197
std_1692379948331_199,f75beb49-eb2d-492b-a2e3-f67309ccbb0b,tch_20230818-214917_199
std_1692380087894_198,e014776d-3c07-4a24-ac6d-7064d23c7005,tch_20230818-214917_198
std_1692379984169_200,af99c917-2d06-4c2a-9d8c-ac6b3a9b81f8,tch_20230818-214917_200
std_1692379754857_202,d88939db-9da7-4d54-99a9-a41a35703c5e,tch_20230818-214917_202
std_1692379773559_203,ea0ea7ed-3d17-407a-8368-270bf141570f,tch_20230818-214917_203
std_1692379872498_201,84a82d90-e16c-4e3f-9fb8-ef7203e787b4,tch_20230818-214917_201
std_1692380092289_199,e26faa3f-dfdf-4536-a25a-a49a3f632b04,tch_20230818-214917_199
std_1692380107769_200,39b94a6d-edc6-40a5-b40d-47e659660654,tch_20230818-214917_200
std_1692379894323_202,ff61fc6c-fd0f-4c7e-ae78-ad25bf38c10c,tch_20230818-214917_202
std_1692379915204_203,2b9874bd-6b7a-4392-b819-b2773014b176,tch_20230818-214917_203
std_1692380006780_201,66320eb9-6b42-4478-80e9-5e439befde1f,tch_20230818-214917_201
std_1692379799684_204,316d8212-2aa4-4435-ac58-8c7df5d90984,tch_20230818-214917_204
std_1692379816698_205,7536c3f8-b03d-4bc0-86c2-fa28365dc14a,tch_20230818-214917_205
std_1692380024281_202,3a5f9fd4-2811-4df4-87a4-53229d0e00b7,tch_20230818-214917_202
std_1692380043176_203,7aec6dd1-bae5-433e-832d-76cc083000c7,tch_20230818-214917_203
std_1692380145451_201,8875359e-48d8-4128-b839-4d5d1b969bda,tch_20230818-214917_201
std_1692379840371_206,6042f9a6-1ed0-43ff-b290-5763d597ae81,tch_20230818-214917_206
std_1692379940195_204,5b8513cc-21d6-4168-ba5a-a0f8c3b83b84,tch_20230818-214917_204
std_1692379947941_205,b914f624-6c30-4373-a162-a432e7ef2880,tch_20230818-214917_205
std_1692380166454_202,693b189a-0f39-41b9-9544-4885ce8391db,tch_20230818-214917_202
std_1692380168565_203,eef87687-62a1-493b-ab81-f16a33266935,tch_20230818-214917_203
std_1692379969674_206,3387bfc9-831a-4777-bb5f-64b0eaa9ebe3,tch_20230818-214917_206
std_1692380069811_204,41b2a54c-679a-4b9f-a2bd-8b295dfcbb13,tch_20230818-214917_204
std_1692379851899_207,a092048c-f222-49af-afab-c8e3fa4f854e,tch_20230818-214917_207
std_1692380080938_205,84d13555-497e-430a-bce8-9d1bfc048f47,tch_20230818-214917_205
std_1692379882554_208,8f4579f4-546a-460f-9ac5-b9d60e980000,tch_20230818-214917_208
std_1692380207397_204,7229ef65-c1d4-419c-a7ec-8109c02b171b,tch_20230818-214917_204
std_1692379889134_209,2e78bced-9c50-4c4c-81ce-3e0abe28c990,tch_20230818-214917_209
std_1692379991461_207,db03ea01-9aa9-4178-aaa7-364f99b10608,tch_20230818-214917_207
std_1692380101390_206,b48b1fa5-6b74-4ac8-bbc9-e1d09f6d423e,tch_20230818-214917_206
std_1692380211278_205,e4be3757-3443-4ef6-b7f0-5fa8b25d5ec5,tch_20230818-214917_205
std_1692380025145_209,2ccce82c-9faa-4c46-9559-5c690ea66c2c,tch_20230818-214917_209
std_1692380128094_207,782cc1aa-af58-412e-bcee-6a80781f44b2,tch_20230818-214917_207
std_1692380012818_208,eb235430-e71e-4f4e-b80a-af2bde7942be,tch_20230818-214917_208
std_1692380228694_206,0061166e-d263-4691-bcea-b59464d373fc,tch_20230818-214917_206
std_1692379918038_210,5b26df98-ef96-4ab9-823a-e29af800e841,tch_20230818-214917_210
std_1692380146862_209,9bde6f92-d9fb-4d30-97df-93a1cff96af1,tch_20230818-214917_209
std_1692380259842_207,25075029-6953-4b57-90a8-9a72abd38b83,tch_20230818-214917_207
std_1692380142445_208,2e7ad735-9554-4c90-9cf7-036ede85a40b,tch_20230818-214917_208
std_1692380049417_210,0dce8dca-6c21-402f-b853-dd3f54d511f4,tch_20230818-214917_210
std_1692379927793_211,c727bf77-6f01-4e5f-82b7-b7852527a267,tch_20230818-214917_211
std_1692379957729_212,3b6799e8-3a03-427f-9bd5-aa13de03d867,tch_20230818-214917_212
std_1692380287127_209,03f53bd6-cd3f-4956-9648-d317895e422b,tch_20230818-214917_209
std_1692380282086_208,c04e931e-5ca9-43f8-8cbe-baef98e5e8d7,tch_20230818-214917_208
std_1692380182616_210,2d5895ea-967f-4361-b39d-7f4c9daa38b6,tch_20230818-214917_210
std_1692380067299_211,df7e32cf-75cf-41f4-b1fb-427fd4896940,tch_20230818-214917_211
std_1692379976103_213,35b43d95-b012-474a-9f4c-b1b8b2916996,tch_20230818-214917_213
std_1692380087589_212,785af266-0a3c-42ea-bba0-ce634f2a45e9,tch_20230818-214917_212
std_1692379993756_214,affccd3f-8514-4d9c-8446-746a58ab012d,tch_20230818-214917_214
std_1692380314580_210,db41b73d-2f85-43f9-91ec-9db11f4ecafb,tch_20230818-214917_210
std_1692380208597_211,96b372da-c305-46a7-8020-f2b700a1779a,tch_20230818-214917_211
std_1692380114796_213,6b888f95-b18e-444b-957a-d0a1a7741064,tch_20230818-214917_213
std_1692380222994_212,637c42e3-5f68-46d2-b435-1a8c06afceae,tch_20230818-214917_212
std_1692380125245_214,11550014-1f58-4a4d-bf92-9e0c5e4ceefa,tch_20230818-214917_214
std_1692380015435_215,59676f0d-c8d2-479c-af0e-efe7d0fc1ec2,tch_20230818-214917_215
std_1692380349920_211,495bf390-7efa-4a30-bd5c-f33cc1bb8983,tch_20230818-214917_211
std_1692380248532_213,d1ea3d0d-1dfc-4d47-83e4-8ba7f1a33d5b,tch_20230818-214917_213
