tchextid,stduserid,stdextid,classcode
tch_20200707-190049_47,3bcfae2e-c11d-11ea-887e-0242ac110002,std_1594214188335_247,zP48-9XDw
tch_20200707-190049_51,3fdc35cf-c11d-11ea-887e-0242ac110002,std_1594214195158_251,e3PX-C7hs
tch_20200707-190049_52,4117e9cf-c11d-11ea-acee-0242ac110002,std_1594214197215_252,MQ9g-W4VP
tch_20200707-190049_48,417f108b-c11d-11ea-acee-0242ac110002,std_1594214197889_248,ykQG-nL4n
tch_20200707-190049_58,40134be3-c11d-11ea-af23-0242ac110002,std_1594214195172_258,3swu-giKb
tch_20200707-190049_55,439ff495-c11d-11ea-887e-0242ac110002,std_1594214201467_255,R7Ky-grir
tch_20200707-190049_56,44c64cb8-c11d-11ea-af23-0242ac110002,std_1594214203404_256,26Tx-6JW3
tch_20200707-190049_49,42a1be7f-c11d-11ea-acee-0242ac110002,std_1594214199744_249,Rjtv-3mA7
tch_20200707-190049_59,44e01566-c11d-11ea-acee-0242ac110002,std_1594214203188_259,v4iB-39wQ
tch_20200707-190049_57,48531cb6-c11d-11ea-887e-0242ac110002,std_1594214209288_257,vTK4-A3rY
tch_20200707-190049_53,4ba3cdda-c11d-11ea-887e-0242ac110002,std_1594214214914_253,8463-a8Ev
tch_20200707-190049_60,499c8cf0-c11d-11ea-af23-0242ac110002,std_1594214211200_260,4pz6-PD2p
tch_20200707-190049_50,4ba94c7e-c11d-11ea-af23-0242ac110002,std_1594214214959_250,UcC2-Uj4z
tch_20200707-190049_54,4aff02ff-c11d-11ea-af23-0242ac110002,std_1594214213836_254,eXAe-wuF4
tch_20200707-190049_61,4e678254-c11d-11ea-acee-0242ac110002,std_1594214219218_261,hTg6-9XfN
tch_20200707-190049_52,50eb1f3b-c11d-11ea-acee-0242ac110002,std_1594214223729_252,MQ9g-W4VP
tch_20200707-190049_51,4f57d55e-c11d-11ea-af23-0242ac110002,std_1594214221131_251,e3PX-C7hs
tch_20200707-190049_58,513ebdf4-c11d-11ea-af23-0242ac110002,std_1594214224340_258,3swu-giKb
tch_20200707-190049_59,5417f571-c11d-11ea-887e-0242ac110002,std_1594214229096_259,v4iB-39wQ
tch_20200707-190049_55,51cb1f3e-c11d-11ea-af23-0242ac110002,std_1594214225172_255,R7Ky-grir
tch_20200707-190049_56,535fc905-c11d-11ea-acee-0242ac110002,std_1594214227889_256,26Tx-6JW3
tch_20200707-190049_62,53349a31-c11d-11ea-af23-0242ac110002,std_1594214227232_262,PWzX-EPpK
tch_20200707-190049_63,57f29826-c11d-11ea-acee-0242ac110002,std_1594214235249_263,d2ua-Bad7
tch_20200707-190049_53,5a13f0fe-c11d-11ea-acee-0242ac110002,std_1594214239107_253,8463-a8Ev
tch_20200707-190049_54,5b3d2e5c-c11d-11ea-af23-0242ac110002,std_1594214241090_254,eXAe-wuF4
tch_20200707-190049_57,59e42edb-c11d-11ea-acee-0242ac110002,std_1594214238813_257,vTK4-A3rY
tch_20200707-190049_60,5a5b3342-c11d-11ea-887e-0242ac110002,std_1594214239599_260,4pz6-PD2p
tch_20200707-190049_61,5db7a4cb-c11d-11ea-887e-0242ac110002,std_1594214245248_261,hTg6-9XfN
tch_20200707-190049_64,5cbca2f2-c11d-11ea-af23-0242ac110002,std_1594214243263_264,8Y9P-62H6
tch_20200707-190049_59,620ad270-c11d-11ea-887e-0242ac110002,std_1594214252500_259,v4iB-39wQ
tch_20200707-190049_65,61832b8e-c11d-11ea-af23-0242ac110002,std_1594214251276_265,Czhz-CFnK
tch_20200707-190049_58,60adb322-c11d-11ea-887e-0242ac110002,std_1594214250203_258,3swu-giKb
tch_20200707-190049_55,621b4c9e-c11d-11ea-acee-0242ac110002,std_1594214252598_255,R7Ky-grir
tch_20200707-190049_62,62962213-c11d-11ea-887e-0242ac110002,std_1594214253426_262,PWzX-EPpK
tch_20200707-190049_56,6271a9e8-c11d-11ea-af23-0242ac110002,std_1594214253162_256,26Tx-6JW3
tch_20200707-190049_63,659aaf94-c11d-11ea-887e-0242ac110002,std_1594214258483_263,d2ua-Bad7
tch_20200707-190049_66,664d3720-c11d-11ea-acee-0242ac110002,std_1594214259292_266,V3KQ-7EFo
tch_20200707-190049_67,6b0e41ad-c11d-11ea-887e-0242ac110002,std_1594214267305_267,CWhs-9B2D
tch_20200707-190049_60,6b178fa9-c11d-11ea-887e-0242ac110002,std_1594214267666_260,4pz6-PD2p
tch_20200707-190049_57,69ee7919-c11d-11ea-887e-0242ac110002,std_1594214265727_257,vTK4-A3rY
tch_20200707-190049_64,6e4354d9-c11d-11ea-af23-0242ac110002,std_1594214272985_264,8Y9P-62H6
tch_20200707-190049_61,6e2e93fb-c11d-11ea-acee-0242ac110002,std_1594214272862_261,hTg6-9XfN
tch_20200707-190049_65,72600938-c11d-11ea-887e-0242ac110002,std_1594214279909_265,Czhz-CFnK
tch_20200707-190049_68,6fd73b15-c11d-11ea-af23-0242ac110002,std_1594214275319_268,xACm-Wifo
tch_20200707-190049_58,726ba18b-c11d-11ea-acee-0242ac110002,std_1594214279982_258,3swu-giKb
tch_20200707-190049_59,7199d237-c11d-11ea-887e-0242ac110002,std_1594214278618_259,v4iB-39wQ
tch_20200707-190049_63,74ba25db-c11d-11ea-af23-0242ac110002,std_1594214283848_263,d2ua-Bad7
tch_20200707-190049_62,737744c7-c11d-11ea-af23-0242ac110002,std_1594214281729_262,PWzX-EPpK
tch_20200707-190049_66,76745833-c11d-11ea-af23-0242ac110002,std_1594214286765_266,V3KQ-7EFo
tch_20200707-190049_69,749cb2d9-c11d-11ea-acee-0242ac110002,std_1594214283330_269,axbh-WL4U
tch_20200707-190049_70,796ab53c-c11d-11ea-acee-0242ac110002,std_1594214291346_270,MrCE-6hta
tch_20200707-190049_67,7940bf54-c11d-11ea-887e-0242ac110002,std_1594214291464_267,CWhs-9B2D
tch_20200707-190049_64,7b8e0a9e-c11d-11ea-887e-0242ac110002,std_1594214295302_264,8Y9P-62H6
tch_20200707-190049_60,79fb83f7-c11d-11ea-887e-0242ac110002,std_1594214292665_260,4pz6-PD2p
tch_20200707-190049_71,7e316559-c11d-11ea-887e-0242ac110002,std_1594214299361_271,yLFw-FXzP
tch_20200707-190049_61,7f521720-c11d-11ea-887e-0242ac110002,std_1594214301612_261,hTg6-9XfN
tch_20200707-190049_68,8151b809-c11d-11ea-acee-0242ac110002,std_1594214304881_268,xACm-Wifo
tch_20200707-190049_72,82ef89bd-c11d-11ea-acee-0242ac110002,std_1594214307375_272,DWJt-4xE4
tch_20200707-190049_65,8125eca4-c11d-11ea-acee-0242ac110002,std_1594214304658_265,Czhz-CFnK
tch_20200707-190049_62,83ad5b86-c11d-11ea-acee-0242ac110002,std_1594214308899_262,PWzX-EPpK
tch_20200707-190049_63,8378b681-c11d-11ea-acee-0242ac110002,std_1594214308578_263,d2ua-Bad7
tch_20200707-190049_66,8488a044-c11d-11ea-887e-0242ac110002,std_1594214310351_266,V3KQ-7EFo
tch_20200707-190049_69,8652155e-c11d-11ea-887e-0242ac110002,std_1594214313348_269,axbh-WL4U
tch_20200707-190049_70,890e286b-c11d-11ea-887e-0242ac110002,std_1594214317953_270,MrCE-6hta
tch_20200707-190049_73,87b96d48-c11d-11ea-887e-0242ac110002,std_1594214315390_273,487i-JT79
tch_20200707-190049_67,89dd10d1-c11d-11ea-af23-0242ac110002,std_1594214319314_267,CWhs-9B2D
tch_20200707-190049_64,8a2193a3-c11d-11ea-887e-0242ac110002,std_1594214319766_264,8Y9P-62H6
tch_20200707-190049_74,8c7d84bf-c11d-11ea-887e-0242ac110002,std_1594214323403_274,va4w-W648
tch_20200707-190049_71,8fb5a552-c11d-11ea-af23-0242ac110002,std_1594214329106_271,yLFw-FXzP
tch_20200707-190049_75,9148efff-c11d-11ea-acee-0242ac110002,std_1594214331416_275,xKjx-87wo
tch_20200707-190049_65,933c0d87-c11d-11ea-af23-0242ac110002,std_1594214335014_265,Czhz-CFnK
tch_20200707-190049_72,91f7cdd1-c11d-11ea-af23-0242ac110002,std_1594214332916_272,DWJt-4xE4
tch_20200707-190049_68,91dc2ee8-c11d-11ea-acee-0242ac110002,std_1594214332715_268,xACm-Wifo
tch_20200707-190049_69,957163d7-c11d-11ea-887e-0242ac110002,std_1594214338733_269,axbh-WL4U
tch_20200707-190049_66,9563810b-c11d-11ea-887e-0242ac110002,std_1594214338630_266,V3KQ-7EFo
tch_20200707-190049_76,960d5566-c11d-11ea-acee-0242ac110002,std_1594214339427_276,9e8F-VE9G
tch_20200707-190049_73,98e3cdec-c11d-11ea-acee-0242ac110002,std_1594214344507_273,487i-JT79
tch_20200707-190049_67,99e7d078-c11d-11ea-af23-0242ac110002,std_1594214346194_267,CWhs-9B2D
tch_20200707-190049_70,98d6124b-c11d-11ea-887e-0242ac110002,std_1594214344433_270,MrCE-6hta
tch_20200707-190049_77,9ad00e80-c11d-11ea-af23-0242ac110002,std_1594214347441_277,oecJ-7JxF
tch_20200707-190049_74,9d5d9643-c11d-11ea-af23-0242ac110002,std_1594214352008_274,va4w-W648
tch_20200707-190049_78,9f9c3c32-c11d-11ea-887e-0242ac110002,std_1594214355453_278,MDW7-FWAU
tch_20200707-190049_75,a14f1ca3-c11d-11ea-acee-0242ac110002,std_1594214358636_275,xKjx-87wo
tch_20200707-190049_71,9ff83ebc-c11d-11ea-af23-0242ac110002,std_1594214356403_271,yLFw-FXzP
tch_20200707-190049_72,a32673ee-c11d-11ea-af23-0242ac110002,std_1594214361686_272,DWJt-4xE4
tch_20200707-190049_79,a45e7f7f-c11d-11ea-acee-0242ac110002,std_1594214363467_279,Nm2v-3F7y
tch_20200707-190049_68,a3fb501a-c11d-11ea-887e-0242ac110002,std_1594214363121_268,xACm-Wifo
tch_20200707-190049_69,a412d008-c11d-11ea-887e-0242ac110002,std_1594214363286_269,axbh-WL4U
tch_20200707-190049_76,a55980f8-c11d-11ea-af23-0242ac110002,std_1594214365425_276,9e8F-VE9G
tch_20200707-190049_80,a9281491-c11d-11ea-887e-0242ac110002,std_1594214371479_280,bNBz-nJq3
tch_20200707-190049_73,a6c08ab7-c11d-11ea-af23-0242ac110002,std_1594214367749_273,487i-JT79
tch_20200707-190049_77,aadd3f1c-c11d-11ea-af23-0242ac110002,std_1594214374655_277,oecJ-7JxF
tch_20200707-190049_70,aa2b2d7c-c11d-11ea-887e-0242ac110002,std_1594214373489_270,MrCE-6hta
tch_20200707-190049_74,adf5c9c4-c11d-11ea-887e-0242ac110002,std_1594214379870_274,va4w-W648
tch_20200707-190049_81,adefaee0-c11d-11ea-acee-0242ac110002,std_1594214379494_281,jF4x-DtK6
tch_20200707-190049_72,b231773f-c11d-11ea-acee-0242ac110002,std_1594214386963_272,DWJt-4xE4
tch_20200707-190049_71,b1890259-c11d-11ea-af23-0242ac110002,std_1594214385884_271,yLFw-FXzP
tch_20200707-190049_78,b06d80bb-c11d-11ea-887e-0242ac110002,std_1594214384009_278,MDW7-FWAU
tch_20200707-190049_82,b2b6fb8e-c11d-11ea-acee-0242ac110002,std_1594214387511_282,UPkm-Egno
tch_20200707-190049_75,b100e760-c11d-11ea-acee-0242ac110002,std_1594214384977_275,xKjx-87wo
tch_20200707-190049_79,b2d55854-c11d-11ea-acee-0242ac110002,std_1594214388049_279,Nm2v-3F7y
tch_20200707-190049_76,b789e03a-c11d-11ea-887e-0242ac110002,std_1594214395950_276,9e8F-VE9G
tch_20200707-190049_84,bc440c7e-c11d-11ea-887e-0242ac110002,std_1594214403546_284,Nj4R-L4fE
tch_20200707-190049_81,bc59b780-c11d-11ea-887e-0242ac110002,std_1594214404003_281,jF4x-DtK6
tch_20200707-190049_85,c10b0aee-c11d-11ea-af23-0242ac110002,std_1594214411563_285,8fZ8-W6Bz
tch_20200707-190049_78,c18d3314-c11d-11ea-af23-0242ac110002,std_1594214412727_278,MDW7-FWAU
tch_20200707-190049_82,c1b023f0-c11d-11ea-af23-0242ac110002,std_1594214412969_282,UPkm-Egno
tch_20200707-190049_79,c3929fd3-c11d-11ea-af23-0242ac110002,std_1594214416126_279,Nm2v-3F7y
tch_20200707-190049_86,c5d208e1-c11d-11ea-af23-0242ac110002,std_1594214419574_286,J4DQ-3M6i
tch_20200707-190049_76,c4bbb70a-c11d-11ea-887e-0242ac110002,std_1594214418075_276,9e8F-VE9G
tch_20200707-190049_75,c27c26fc-c11d-11ea-887e-0242ac110002,std_1594214414296_275,xKjx-87wo
tch_20200707-190049_83,cac1eb27-c11d-11ea-af23-0242ac110002,std_1594214427905_283,fT79-Qusm
tch_20200707-190049_80,cac483e4-c11d-11ea-887e-0242ac110002,std_1594214427905_280,bNBz-nJq3
tch_20200707-190049_77,cac435c0-c11d-11ea-887e-0242ac110002,std_1594214427905_277,oecJ-7JxF
tch_20200707-190049_81,cd65bb53-c11d-11ea-887e-0242ac110002,std_1594214432614_281,jF4x-DtK6
tch_20200707-190049_87,ca977fd6-c11d-11ea-acee-0242ac110002,std_1594214427585_287,Eteh-rUKB
tch_20200707-190049_84,cbc10bc7-c11d-11ea-acee-0242ac110002,std_1594214429859_284,Nj4R-L4fE
tch_20200707-190049_88,cf5fb6a1-c11d-11ea-af23-0242ac110002,std_1594214435597_288,6ZaK-GbyJ
tch_20200707-190049_86,d3555a88-c11d-11ea-af23-0242ac110002,std_1594214442562_286,J4DQ-3M6i
tch_20200707-190049_79,d30eb507-c11d-11ea-887e-0242ac110002,std_1594214442127_279,Nm2v-3F7y
tch_20200707-190049_85,d2354435-c11d-11ea-887e-0242ac110002,std_1594214440668_285,8fZ8-W6Bz
tch_20200707-190049_82,d2bb8b57-c11d-11ea-887e-0242ac110002,std_1594214441573_282,UPkm-Egno
tch_20200707-190049_89,d42a36a8-c11d-11ea-af23-0242ac110002,std_1594214443610_289,t2x7-8s72
tch_20200707-190049_78,d2694ca8-c11d-11ea-acee-0242ac110002,std_1594214441021_278,MDW7-FWAU
tch_20200707-190049_90,d8edb247-c11d-11ea-af23-0242ac110002,std_1594214451625_290,4F9a-WMjC
tch_20200707-190049_81,db80dfd5-c11d-11ea-887e-0242ac110002,std_1594214456270_281,jF4x-DtK6
tch_20200707-190049_83,da61b48d-c11d-11ea-acee-0242ac110002,std_1594214454405_283,fT79-Qusm
tch_20200707-190049_87,dbd9d640-c11d-11ea-af23-0242ac110002,std_1594214456882_287,Eteh-rUKB
tch_20200707-190049_80,da985571-c11d-11ea-acee-0242ac110002,std_1594214454758_280,bNBz-nJq3
tch_20200707-190049_91,ddb68569-c11d-11ea-887e-0242ac110002,std_1594214459637_291,f9n3-C7GN
tch_20200707-190049_84,dcca779d-c11d-11ea-af23-0242ac110002,std_1594214458453_284,Nj4R-L4fE
tch_20200707-190049_88,df331267-c11d-11ea-af23-0242ac110002,std_1594214462458_288,6ZaK-GbyJ
tch_20200707-190049_86,e29b927a-c11d-11ea-af23-0242ac110002,std_1594214468219_286,J4DQ-3M6i
tch_20200707-190049_82,e35ff3a7-c11d-11ea-acee-0242ac110002,std_1594214469490_282,UPkm-Egno
tch_20200707-190049_92,e27f306c-c11d-11ea-af23-0242ac110002,std_1594214467649_292,ogMm-49YC
tch_20200707-190049_85,e3342856-c11d-11ea-acee-0242ac110002,std_1594214469202_285,8fZ8-W6Bz
tch_20200707-190049_89,e4164bd5-c11d-11ea-887e-0242ac110002,std_1594214470656_289,t2x7-8s72
tch_20200707-190049_93,e74432a0-c11d-11ea-acee-0242ac110002,std_1594214475663_293,Ee76-nGcb
tch_20200707-190049_90,e92723aa-c11d-11ea-887e-0242ac110002,std_1594214479172_290,4F9a-WMjC
tch_20200707-190049_83,ead102da-c11d-11ea-887e-0242ac110002,std_1594214481944_283,fT79-Qusm
tch_20200707-190049_94,ec05b2a4-c11d-11ea-af23-0242ac110002,std_1594214483679_294,ViKV-4R98
tch_20200707-190049_87,ebecac2d-c11d-11ea-acee-0242ac110002,std_1594214483836_287,Eteh-rUKB
tch_20200707-190049_91,eea62740-c11d-11ea-af23-0242ac110002,std_1594214488387_291,f9n3-C7GN
tch_20200707-190049_84,ef4d3c1c-c11d-11ea-acee-0242ac110002,std_1594214489498_284,Nj4R-L4fE
tch_20200707-190049_88,f066c24a-c11d-11ea-acee-0242ac110002,std_1594214491341_288,6ZaK-GbyJ
tch_20200707-190049_95,f0cb02bb-c11d-11ea-af23-0242ac110002,std_1594214491690_295,K4Lj-N7i8
tch_20200707-190049_86,f1508674-c11d-11ea-887e-0242ac110002,std_1594214492881_286,J4DQ-3M6i
tch_20200707-190049_92,f3a91bf8-c11d-11ea-af23-0242ac110002,std_1594214496791_292,ogMm-49YC
tch_20200707-190049_96,f595d18e-c11d-11ea-af23-0242ac110002,std_1594214499702_296,8Mxm-CnVe
tch_20200707-190049_85,f5aded00-c11d-11ea-887e-0242ac110002,std_1594214500203_285,8fZ8-W6Bz
tch_20200707-190049_89,f5ed6764-c11d-11ea-af23-0242ac110002,std_1594214500562_289,t2x7-8s72
tch_20200707-190049_93,f765888d-c11d-11ea-887e-0242ac110002,std_1594214503095_293,Ee76-nGcb
tch_20200707-190049_97,fa5f6763-c11d-11ea-acee-0242ac110002,std_1594214507717_297,jUY9-ahR3
tch_20200707-190049_94,fb65656f-c11d-11ea-acee-0242ac110002,std_1594214509787_294,ViKV-4R98
tch_20200707-190049_90,f7d0579f-c11d-11ea-af23-0242ac110002,std_1594214503784_290,4F9a-WMjC
tch_20200707-190049_87,fbaef1b5-c11d-11ea-887e-0242ac110002,std_1594214510269_287,Eteh-rUKB
tch_20200707-190049_91,fdfefc8b-c11d-11ea-af23-0242ac110002,std_1594214514128_291,f9n3-C7GN
tch_20200707-190049_88,ff6060c3-c11d-11ea-af23-0242ac110002,std_1594214516452_288,6ZaK-GbyJ
tch_20200707-190049_98,ff25054d-c11d-11ea-acee-0242ac110002,std_1594214515729_298,C9fM-X7Am
tch_20200707-190049_95,ffaf1d11-c11d-11ea-acee-0242ac110002,std_1594214516984_295,K4Lj-N7i8
tch_20200707-190049_92,0377e518-c11e-11ea-acee-0242ac110002,std_1594214523336_292,ogMm-49YC
tch_20200707-190049_99,03e60fda-c11e-11ea-af23-0242ac110002,std_1594214523743_299,2JH4-36fN
tch_20200707-190049_96,05385a17-c11e-11ea-af23-0242ac110002,std_1594214526268_296,8Mxm-CnVe
tch_20200707-190049_89,06e398e3-c11e-11ea-af23-0242ac110002,std_1594214529059_289,t2x7-8s72
tch_20200707-190049_100,08afcd44-c11e-11ea-af23-0242ac110002,std_1594214531754_300,xu2i-xTar
tch_20200707-190049_90,09f1ea60-c11e-11ea-af23-0242ac110002,std_1594214534166_290,4F9a-WMjC
tch_20200707-190049_94,09d16a12-c11e-11ea-887e-0242ac110002,std_1594214533962_294,ViKV-4R98
tch_20200707-190049_93,08cfd7d4-c11e-11ea-af23-0242ac110002,std_1594214532230_293,Ee76-nGcb
tch_20200707-190049_97,09607fcf-c11e-11ea-af23-0242ac110002,std_1594214533241_297,jUY9-ahR3
tch_20200707-163005_1,0d74cefe-c11e-11ea-af23-0242ac110002,std_1594214539765_301,Xdmg-N9uV
tch_20200707-190049_98,0f19a585-c11e-11ea-887e-0242ac110002,std_1594214542853_298,C9fM-X7Am
tch_20200707-190049_91,0d0914f2-c11e-11ea-887e-0242ac110002,std_1594214539396_291,f9n3-C7GN
tch_20200707-190049_95,1183ef1d-c11e-11ea-af23-0242ac110002,std_1594214546904_295,K4Lj-N7i8
tch_20200707-163005_2,123a6db3-c11e-11ea-af23-0242ac110002,std_1594214547777_302,uvM8-nUWf
tch_20200707-190049_92,14a504c5-c11e-11ea-af23-0242ac110002,std_1594214552155_292,ogMm-49YC
tch_20200707-190049_99,152e5962-c11e-11ea-acee-0242ac110002,std_1594214553039_299,2JH4-36fN
tch_20200707-163005_3,17049fa9-c11e-11ea-af23-0242ac110002,std_1594214555791_303,6X3v-zd3b
tch_20200707-190049_100,179bfdb0-c11e-11ea-acee-0242ac110002,std_1594214557104_300,xu2i-xTar
tch_20200707-190049_96,1578cf77-c11e-11ea-887e-0242ac110002,std_1594214553531_296,8Mxm-CnVe
tch_20200707-190049_93,190b935c-c11e-11ea-af23-0242ac110002,std_1594214559525_293,Ee76-nGcb
tch_20200707-190049_94,18fb8e46-c11e-11ea-887e-0242ac110002,std_1594214559419_294,ViKV-4R98
tch_20200707-190049_97,1b5ada2b-c11e-11ea-acee-0242ac110002,std_1594214563391_297,jUY9-ahR3
tch_20200707-163005_1,1de68ec2-c11e-11ea-af23-0242ac110002,std_1594214567652_301,Xdmg-N9uV
tch_20200707-163005_4,1bced297-c11e-11ea-af23-0242ac110002,std_1594214563801_304,gPi7-4RU7
tch_20200707-163005_5,208fdc2f-c11e-11ea-acee-0242ac110002,std_1594214571814_305,AviZ-jUHG
tch_20200707-190049_98,1e312c6b-c11e-11ea-acee-0242ac110002,std_1594214568169_298,C9fM-X7Am
tch_20200707-190049_95,21574b8d-c11e-11ea-acee-0242ac110002,std_1594214573444_295,K4Lj-N7i8
tch_20200707-163005_2,22165553-c11e-11ea-acee-0242ac110002,std_1594214574686_302,uvM8-nUWf
tch_20200707-190049_99,264b9a89-c11e-11ea-acee-0242ac110002,std_1594214581737_299,2JH4-36fN
tch_20200707-163005_6,25594b6d-c11e-11ea-af23-0242ac110002,std_1594214579824_306,97Hm-MXLT
tch_20200707-163005_3,26c70cbe-c11e-11ea-acee-0242ac110002,std_1594214582573_303,6X3v-zd3b
tch_20200707-190049_100,26ea9a3d-c11e-11ea-af23-0242ac110002,std_1594214582814_300,xu2i-xTar
tch_20200707-190049_96,278b6d73-c11e-11ea-acee-0242ac110002,std_1594214583860_296,8Mxm-CnVe
tch_20200707-163005_7,2a1ffb88-c11e-11ea-887e-0242ac110002,std_1594214587839_307,K8qc-UF3W
tch_20200707-163005_1,2d41ad55-c11e-11ea-887e-0242ac110002,std_1594214593434_301,Xdmg-N9uV
tch_20200707-163005_5,2fdc555b-c11e-11ea-887e-0242ac110002,std_1594214597794_305,AviZ-jUHG
tch_20200707-163005_8,2ee39d94-c11e-11ea-af23-0242ac110002,std_1594214595852_308,py9o-3Y7B
tch_20200707-190049_98,2ff6e2dd-c11e-11ea-acee-0242ac110002,std_1594214597963_298,C9fM-X7Am
tch_20200707-190049_97,2ccdb64a-c11e-11ea-887e-0242ac110002,std_1594214592655_297,jUY9-ahR3
tch_20200707-163005_4,2e080ad5-c11e-11ea-af23-0242ac110002,std_1594214594746_304,gPi7-4RU7
tch_20200707-163005_2,32f79f2f-c11e-11ea-af23-0242ac110002,std_1594214603024_302,uvM8-nUWf
tch_20200707-163005_9,33abace0-c11e-11ea-acee-0242ac110002,std_1594214603866_309,JG97-tWyV
tch_20200707-190049_99,3581a5de-c11e-11ea-887e-0242ac110002,std_1594214607241_299,2JH4-36fN
tch_20200707-190049_100,36e7ecac-c11e-11ea-887e-0242ac110002,std_1594214609642_300,xu2i-xTar
tch_20200707-163005_3,3676db15-c11e-11ea-af23-0242ac110002,std_1594214608902_303,6X3v-zd3b
tch_20200707-163005_6,364ff218-c11e-11ea-887e-0242ac110002,std_1594214608615_306,97Hm-MXLT
tch_20200707-163005_10,3871251c-c11e-11ea-af23-0242ac110002,std_1594214611876_310,pYsJ-KXY6
tch_20200707-163005_7,3b18ebf3-c11e-11ea-acee-0242ac110002,std_1594214616643_307,K8qc-UF3W
tch_20200707-163005_1,3bd8b9dd-c11e-11ea-887e-0242ac110002,std_1594214617910_301,Xdmg-N9uV
tch_20200707-163005_5,3d3e167a-c11e-11ea-af23-0242ac110002,std_1594214620274_305,AviZ-jUHG
tch_20200707-163005_8,3d77c342-c11e-11ea-887e-0242ac110002,std_1594214620634_308,py9o-3Y7B
tch_20200707-163005_11,3d37387f-c11e-11ea-af23-0242ac110002,std_1594214619888_311,KH9t-3e2c
tch_20200707-163005_4,4054cbc5-c11e-11ea-acee-0242ac110002,std_1594214625417_304,gPi7-4RU7
tch_20200707-163005_9,41e185fb-c11e-11ea-af23-0242ac110002,std_1594214628054_309,JG97-tWyV
tch_20200707-163005_2,41900abe-c11e-11ea-887e-0242ac110002,std_1594214627531_302,uvM8-nUWf
tch_20200707-163005_12,41fbc5a1-c11e-11ea-887e-0242ac110002,std_1594214627899_312,kn2F-86Q3
tch_20200707-163005_13,46c66c56-c11e-11ea-af23-0242ac110002,std_1594214635911_313,Yzsh-m3L8
tch_20200707-163005_6,47a81a1d-c11e-11ea-887e-0242ac110002,std_1594214637721_306,97Hm-MXLT
tch_20200707-163005_3,463cf151-c11e-11ea-acee-0242ac110002,std_1594214635333_303,6X3v-zd3b
tch_20200707-163005_10,4859687e-c11e-11ea-887e-0242ac110002,std_1594214638883_310,pYsJ-KXY6
tch_20200707-163005_7,4b121fd5-c11e-11ea-acee-0242ac110002,std_1594214643449_307,K8qc-UF3W
tch_20200707-163005_14,4b8a5cc7-c11e-11ea-af23-0242ac110002,std_1594214643926_314,Rzyw-D3L2
tch_20200707-163005_8,4cc1cc38-c11e-11ea-acee-0242ac110002,std_1594214646244_308,py9o-3Y7B
tch_20200707-163005_11,4db4691f-c11e-11ea-acee-0242ac110002,std_1594214647836_311,KH9t-3e2c
tch_20200707-163005_5,4b992ab7-c11e-11ea-887e-0242ac110002,std_1594214644277_305,AviZ-jUHG
tch_20200707-163005_4,4ffb9a52-c11e-11ea-af23-0242ac110002,std_1594214651687_304,gPi7-4RU7
tch_20200707-163005_15,50513479-c11e-11ea-887e-0242ac110002,std_1594214651935_315,Vp6y-ptMy
tch_20200707-163005_9,5121a370-c11e-11ea-887e-0242ac110002,std_1594214653618_309,JG97-tWyV
tch_20200707-163005_12,52fddd68-c11e-11ea-acee-0242ac110002,std_1594214656681_312,kn2F-86Q3
tch_20200707-163005_13,559ca497-c11e-11ea-887e-0242ac110002,std_1594214661139_313,Yzsh-m3L8
tch_20200707-163005_16,551aa2c2-c11e-11ea-887e-0242ac110002,std_1594214659944_316,BAr6-3muz
tch_20200707-163005_6,5745242b-c11e-11ea-af23-0242ac110002,std_1594214663899_306,97Hm-MXLT
tch_20200707-163005_10,578f733b-c11e-11ea-acee-0242ac110002,std_1594214664381_310,pYsJ-KXY6
tch_20200707-163005_17,59e09007-c11e-11ea-af23-0242ac110002,std_1594214667958_317,32t2-DKra
tch_20200707-163005_8,5baf34ab-c11e-11ea-af23-0242ac110002,std_1594214671338_308,py9o-3Y7B
tch_20200707-163005_18,5ea7186e-c11e-11ea-887e-0242ac110002,std_1594214675970_318,mz7K-4w34
tch_20200707-163005_11,5c19b694-c11e-11ea-acee-0242ac110002,std_1594214672023_311,KH9t-3e2c
tch_20200707-163005_7,5b2ff309-c11e-11ea-acee-0242ac110002,std_1594214670478_307,K8qc-UF3W
tch_20200707-163005_14,5ba01998-c11e-11ea-acee-0242ac110002,std_1594214671236_314,Rzyw-D3L2
tch_20200707-163005_15,5fb04b54-c11e-11ea-acee-0242ac110002,std_1594214678038_315,Vp6y-ptMy
tch_20200707-163005_12,61824bde-c11e-11ea-887e-0242ac110002,std_1594214681096_312,kn2F-86Q3
tch_20200707-163005_9,60f6d4d1-c11e-11ea-acee-0242ac110002,std_1594214680193_309,JG97-tWyV
tch_20200707-163005_13,632ec346-c11e-11ea-887e-0242ac110002,std_1594214683904_313,Yzsh-m3L8
tch_20200707-163005_16,63f7e030-c11e-11ea-acee-0242ac110002,std_1594214685223_316,BAr6-3muz
tch_20200707-163005_19,636b2fdc-c11e-11ea-acee-0242ac110002,std_1594214683983_319,U4fq-2dn6
tch_20200707-163005_20,6833db4b-c11e-11ea-887e-0242ac110002,std_1594214691993_320,3PLe-fk7s
tch_20200707-163005_10,68e74cbc-c11e-11ea-acee-0242ac110002,std_1594214693518_310,pYsJ-KXY6
tch_20200707-163005_17,6b4b7b71-c11e-11ea-acee-0242ac110002,std_1594214697518_317,32t2-DKra
