teacher,stduuid,stdextuderid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200629-073759_53,d7938d31-b9b2-11ea-840b-0242ac110002,std_1593398851539_53,class_20200629-073759_53,2VwF-h4pz,0edde69a-e2ad-4f69-81f4-6f70c776bfbb,65d4b461-15f1-412f-8c27-46ba33d02d8e,4e82454f-bcb4-44f5-9d2e-6b8a67e14f79,0e511ee7-464c-4c95-ae95-69a481346291,b421784b-21e8-4e81-98e7-6a3287b484be
tch_20200629-073759_56,d90ac479-b9b2-11ea-94cc-0242ac110002,std_1593398853966_56,class_20200629-073759_56,fiWC-jwcY,afc351c3-66fe-4b25-a470-2feae96c977e,0f994c77-f89b-49b8-ad46-e4024b4f9f1d,98a30814-d19c-4299-a487-9a6311b78e84,4698725c-1f98-43f0-ac03-701e99a40462,5969804d-0bdf-406b-bcd2-e7984ce9f506
tch_20200629-073759_54,d9433986-b9b2-11ea-840b-0242ac110002,std_1593398854361_54,class_20200629-073759_54,6cnU-3rNw,71fa93fc-cef8-4517-9ad1-aef8e50cf99e,45c80d50-2c41-42f1-a8cf-ab71bff52dd6,3970b283-0126-4aa6-a0af-6aacef668d7f,ffca82b0-d6ae-468e-bd16-080ee68c836a,6b5133ba-bc15-4453-9a9d-a6cede329997
tch_20200629-073759_58,d98c77c0-b9b2-11ea-94cc-0242ac110002,std_1593398854839_58,class_20200629-073759_58,a76E-z4XN,dab56ada-36d4-46e6-a0fb-e7646405bb02,08251571-2259-44fb-8d96-9c45ca38104d,3abfe84f-92c3-4b5b-9bab-9aede75b8723,1f1edc78-2112-4bf8-9c17-ebfb59b5ba84,4b432932-c5c1-4018-b852-cbdf92379173
tch_20200629-073759_51,db32d3eb-b9b2-11ea-840b-0242ac110002,std_1593398857593_51,class_20200629-073759_51,2qD2-K8ro,fad4b3c6-cd8d-4424-950c-bcc3cb73546e,149e2197-1fdc-4844-ac82-1fd48b658a1d,ac2c316f-3bb9-43e2-bcac-b7349fc8b02b,ebb1823f-ccf4-4f75-b4cf-bd99ee118b96,10774678-a650-4d93-91fa-689341bffe12
tch_20200629-073759_49,da7ffedc-b9b2-11ea-840b-0242ac110002,std_1593398856342_49,class_20200629-073759_49,Y3yL-r86n,59fb558e-543c-4ec6-810f-f004bf309ea5,bca6cb66-89c5-4b10-93b2-a6ffea24e6ff,7986c79a-0bb3-4686-8cb0-413c9c20c668,845d9267-0fa2-4a50-b837-6a3cb4a61f17,035a2aab-a045-496a-87c3-3bbbf85d81de
tch_20200629-073759_46,dea9ab6c-b9b2-11ea-94cc-0242ac110002,std_1593398863410_46,class_20200629-073759_46,XUqs-Gm42,b8db9666-32f6-4dab-90ba-eba412cde637,ca23859d-78a6-46de-9d1f-3afc5f9fcaeb,9ab5f6f9-5032-4204-a820-b7ec3df77d02,8b58045a-4abb-4733-9dfc-6743c6083a07,2c19b9d0-afa5-42d6-9c5a-52a706b04570
tch_20200629-073759_45,dfbeec3f-b9b2-11ea-94cc-0242ac110002,std_1593398865231_45,class_20200629-073759_45,hNA8-ZXcn,a4db2e51-9362-4436-8d93-7b991be630b2,f40a220a-1704-4da2-8468-1a996270a64b,bd3514b5-fd2c-433c-81c4-89c5c0233e0f,d691194f-745d-43f6-98af-ecffda81f7ae,e6e1c4a4-2c44-4bcb-8642-8e3e9ae78318
tch_20200629-073759_52,dfbcf01d-b9b2-11ea-840b-0242ac110002,std_1593398865227_52,class_20200629-073759_52,6PJh-9NLE,06c42f1f-e95f-40e8-a86a-a6db9de71985,f047297f-8fda-4e97-b077-10aebea9e03d,cf894f74-8936-45e1-8a1b-fbbd8583ab99,3cfb84d1-c5b0-4146-b058-3b890f23bfe0,80cf6172-a0c3-4034-b613-2aac45e320a9
tch_20200629-073759_59,e21c3d19-b9b2-11ea-840b-0242ac110002,std_1593398869202_59,class_20200629-073759_59,Yjc7-ey9c,6fe73a47-d9bf-4e01-930c-6998844d3fbd,b80da893-7785-49ae-9997-1330eacd1f52,28c873b1-41e1-4674-adb7-04f3738c6e93,a75a07f5-1556-437c-bdbf-f1e8ec611e46,cc2d752d-c337-4096-b988-be296445e9c6
tch_20200629-073759_55,e0a6db13-b9b2-11ea-94cc-0242ac110002,std_1593398866726_55,class_20200629-073759_55,Fo6E-R96d,f1ef961d-4aeb-4162-8527-b1662da4ddd0,c5798ec4-0abb-4fae-80f1-5c880b0376c9,feb057e5-8c6a-4ad4-88b4-483836152a82,157947e7-8956-492e-be6b-847b6e34c9ed,aba095a9-1357-4e0b-bf5e-6996dafce461
tch_20200629-073759_47,e2cc2bf0-b9b2-11ea-840b-0242ac110002,std_1593398870329_47,class_20200629-073759_47,rbD9-387P,149ce389-6ab9-4612-8a1b-ce9a08f1faa3,65c60e26-dec8-45fe-873f-bc856f39b299,2ce249f2-3705-4f8d-b465-66028424d889,21450569-4828-4278-b598-96e6e341c90b,177e8266-4deb-4807-9c9f-79c779449161
tch_20200629-073759_50,e57134ba-b9b2-11ea-94cc-0242ac110002,std_1593398874773_50,class_20200629-073759_50,vVif-6GhA,c6a216f8-267f-4f38-ae58-f4ba31d59bd2,0044057b-b65d-4443-ad46-ad44a0aef667,5409c1ec-6a99-4dcd-8afa-34a465e07bd9,bee2f6ce-0a1b-4b32-93b2-5159747218f7,def26d07-2e3f-45d2-a0bc-5009f9fb56d8
tch_20200629-073759_60,e6a67fa7-b9b2-11ea-840b-0242ac110002,std_1593398876793_60,class_20200629-073759_60,3ojR-9HXJ,9fde3959-7168-424a-bb9a-e1ce1849ee9f,43d79ea7-c7e1-4562-95aa-654f7954b094,ae1118c7-d662-4f3a-9519-c5616ed17027,a86e2d05-5c80-44db-b96f-671ad44dc242,badac5f5-7a1d-4076-b603-a66d205239e5
tch_20200629-073759_56,e87cee25-b9b2-11ea-840b-0242ac110002,std_1593398879917_56,class_20200629-073759_56,fiWC-jwcY,afc351c3-66fe-4b25-a470-2feae96c977e,0f994c77-f89b-49b8-ad46-e4024b4f9f1d,98a30814-d19c-4299-a487-9a6311b78e84,4698725c-1f98-43f0-ac03-701e99a40462,5969804d-0bdf-406b-bcd2-e7984ce9f506
tch_20200629-073759_57,e659e695-b9b2-11ea-840b-0242ac110002,std_1593398876322_57,class_20200629-073759_57,8eDZ-r7gr,7a0f8bd1-c062-4315-8cfb-94c389440f7b,a3f6e2d8-df0f-4f9c-8155-e5f51761685f,a2f482a5-b0ed-4da2-abbd-92362a59142e,409d10ba-b2b5-4781-86ac-8538d02919a3,346efc2a-5eb0-4002-9e91-15147baaa3b9
tch_20200629-073759_54,e90c35eb-b9b2-11ea-94cc-0242ac110002,std_1593398880843_54,class_20200629-073759_54,6cnU-3rNw,71fa93fc-cef8-4517-9ad1-aef8e50cf99e,45c80d50-2c41-42f1-a8cf-ab71bff52dd6,3970b283-0126-4aa6-a0af-6aacef668d7f,ffca82b0-d6ae-468e-bd16-080ee68c836a,6b5133ba-bc15-4453-9a9d-a6cede329997
tch_20200629-073759_51,e9f31285-b9b2-11ea-840b-0242ac110002,std_1593398882362_51,class_20200629-073759_51,2qD2-K8ro,fad4b3c6-cd8d-4424-950c-bcc3cb73546e,149e2197-1fdc-4844-ac82-1fd48b658a1d,ac2c316f-3bb9-43e2-bcac-b7349fc8b02b,ebb1823f-ccf4-4f75-b4cf-bd99ee118b96,10774678-a650-4d93-91fa-689341bffe12
tch_20200629-073759_46,ed4aa28b-b9b2-11ea-840b-0242ac110002,std_1593398887967_46,class_20200629-073759_46,XUqs-Gm42,b8db9666-32f6-4dab-90ba-eba412cde637,ca23859d-78a6-46de-9d1f-3afc5f9fcaeb,9ab5f6f9-5032-4204-a820-b7ec3df77d02,8b58045a-4abb-4733-9dfc-6743c6083a07,2c19b9d0-afa5-42d6-9c5a-52a706b04570
tch_20200629-073759_48,efc42e45-b9b2-11ea-94cc-0242ac110002,std_1593398892091_48,class_20200629-073759_48,RezA-j2kR,6385fe7b-6c0e-451d-9816-243bdda85e1b,fdc5452f-480d-4891-bba1-708107d05872,4ee10783-113d-4b8f-ace6-c75638c25ca8,1e275abd-472b-4453-8c85-d781a3b5fd9d,6afcc9cc-4536-4025-be69-65d4a57a8456
tch_20200629-073759_52,ee019680-b9b2-11ea-94cc-0242ac110002,std_1593398889159_52,class_20200629-073759_52,6PJh-9NLE,06c42f1f-e95f-40e8-a86a-a6db9de71985,f047297f-8fda-4e97-b077-10aebea9e03d,cf894f74-8936-45e1-8a1b-fbbd8583ab99,3cfb84d1-c5b0-4146-b058-3b890f23bfe0,80cf6172-a0c3-4034-b613-2aac45e320a9
tch_20200629-073759_55,f0508ef1-b9b2-11ea-840b-0242ac110002,std_1593398893016_55,class_20200629-073759_55,Fo6E-R96d,f1ef961d-4aeb-4162-8527-b1662da4ddd0,c5798ec4-0abb-4fae-80f1-5c880b0376c9,feb057e5-8c6a-4ad4-88b4-483836152a82,157947e7-8956-492e-be6b-847b6e34c9ed,aba095a9-1357-4e0b-bf5e-6996dafce461
tch_20200629-073759_61,f18ae483-b9b2-11ea-840b-0242ac110002,std_1593398895089_61,class_20200629-073759_61,M93y-EkDR,64f6620c-bb4a-4c1f-a7e9-6e7c9a04392d,1f370c81-fb3d-4269-b63c-b6aafd106582,b56aa94c-38b3-499f-9d0a-e5bdefc495ad,519c6de5-0473-4acb-9cd2-8efbf3cb6d89,6bdead43-b86e-4c8f-8d07-f425da0fa7d5
tch_20200629-073759_59,efa2ea35-b9b2-11ea-94cc-0242ac110002,std_1593398891901_59,class_20200629-073759_59,Yjc7-ey9c,6fe73a47-d9bf-4e01-930c-6998844d3fbd,b80da893-7785-49ae-9997-1330eacd1f52,28c873b1-41e1-4674-adb7-04f3738c6e93,a75a07f5-1556-437c-bdbf-f1e8ec611e46,cc2d752d-c337-4096-b988-be296445e9c6
tch_20200629-073759_47,f27b5ed7-b9b2-11ea-840b-0242ac110002,std_1593398896665_47,class_20200629-073759_47,rbD9-387P,149ce389-6ab9-4612-8a1b-ce9a08f1faa3,65c60e26-dec8-45fe-873f-bc856f39b299,2ce249f2-3705-4f8d-b465-66028424d889,21450569-4828-4278-b598-96e6e341c90b,177e8266-4deb-4807-9c9f-79c779449161
tch_20200629-073759_50,f4480883-b9b2-11ea-94cc-0242ac110002,std_1593398899694_50,class_20200629-073759_50,vVif-6GhA,c6a216f8-267f-4f38-ae58-f4ba31d59bd2,0044057b-b65d-4443-ad46-ad44a0aef667,5409c1ec-6a99-4dcd-8afa-34a465e07bd9,bee2f6ce-0a1b-4b32-93b2-5159747218f7,def26d07-2e3f-45d2-a0bc-5009f9fb56d8
tch_20200629-073759_57,f7f6b8d9-b9b2-11ea-94cc-0242ac110002,std_1593398905778_57,class_20200629-073759_57,8eDZ-r7gr,7a0f8bd1-c062-4315-8cfb-94c389440f7b,a3f6e2d8-df0f-4f9c-8155-e5f51761685f,a2f482a5-b0ed-4da2-abbd-92362a59142e,409d10ba-b2b5-4781-86ac-8538d02919a3,346efc2a-5eb0-4002-9e91-15147baaa3b9
tch_20200629-073759_58,f860c484-b9b2-11ea-94cc-0242ac110002,std_1593398906564_58,class_20200629-073759_58,a76E-z4XN,dab56ada-36d4-46e6-a0fb-e7646405bb02,08251571-2259-44fb-8d96-9c45ca38104d,3abfe84f-92c3-4b5b-9bab-9aede75b8723,1f1edc78-2112-4bf8-9c17-ebfb59b5ba84,4b432932-c5c1-4018-b852-cbdf92379173
tch_20200629-073759_60,f74b36a3-b9b2-11ea-840b-0242ac110002,std_1593398904754_60,class_20200629-073759_60,3ojR-9HXJ,9fde3959-7168-424a-bb9a-e1ce1849ee9f,43d79ea7-c7e1-4562-95aa-654f7954b094,ae1118c7-d662-4f3a-9519-c5616ed17027,a86e2d05-5c80-44db-b96f-671ad44dc242,badac5f5-7a1d-4076-b603-a66d205239e5
tch_20200629-073759_54,f90e4299-b9b2-11ea-94cc-0242ac110002,std_1593398907703_54,class_20200629-073759_54,6cnU-3rNw,71fa93fc-cef8-4517-9ad1-aef8e50cf99e,45c80d50-2c41-42f1-a8cf-ab71bff52dd6,3970b283-0126-4aa6-a0af-6aacef668d7f,ffca82b0-d6ae-468e-bd16-080ee68c836a,6b5133ba-bc15-4453-9a9d-a6cede329997
tch_20200629-073759_51,fa8ccc60-b9b2-11ea-94cc-0242ac110002,std_1593398910177_51,class_20200629-073759_51,2qD2-K8ro,fad4b3c6-cd8d-4424-950c-bcc3cb73546e,149e2197-1fdc-4844-ac82-1fd48b658a1d,ac2c316f-3bb9-43e2-bcac-b7349fc8b02b,ebb1823f-ccf4-4f75-b4cf-bd99ee118b96,10774678-a650-4d93-91fa-689341bffe12
tch_20200629-073759_53,f8394026-b9b2-11ea-840b-0242ac110002,std_1593398906334_53,class_20200629-073759_53,2VwF-h4pz,0edde69a-e2ad-4f69-81f4-6f70c776bfbb,65d4b461-15f1-412f-8c27-46ba33d02d8e,4e82454f-bcb4-44f5-9d2e-6b8a67e14f79,0e511ee7-464c-4c95-ae95-69a481346291,b421784b-21e8-4e81-98e7-6a3287b484be
tch_20200629-073759_46,fbcb192d-b9b2-11ea-840b-0242ac110002,std_1593398912271_46,class_20200629-073759_46,XUqs-Gm42,b8db9666-32f6-4dab-90ba-eba412cde637,ca23859d-78a6-46de-9d1f-3afc5f9fcaeb,9ab5f6f9-5032-4204-a820-b7ec3df77d02,8b58045a-4abb-4733-9dfc-6743c6083a07,2c19b9d0-afa5-42d6-9c5a-52a706b04570
tch_20200629-073759_56,f795379f-b9b2-11ea-840b-0242ac110002,std_1593398905244_56,class_20200629-073759_56,fiWC-jwcY,afc351c3-66fe-4b25-a470-2feae96c977e,0f994c77-f89b-49b8-ad46-e4024b4f9f1d,98a30814-d19c-4299-a487-9a6311b78e84,4698725c-1f98-43f0-ac03-701e99a40462,5969804d-0bdf-406b-bcd2-e7984ce9f506
tch_20200629-073759_49,fb31e682-b9b2-11ea-840b-0242ac110002,std_1593398911274_49,class_20200629-073759_49,Y3yL-r86n,59fb558e-543c-4ec6-810f-f004bf309ea5,bca6cb66-89c5-4b10-93b2-a6ffea24e6ff,7986c79a-0bb3-4686-8cb0-413c9c20c668,845d9267-0fa2-4a50-b837-6a3cb4a61f17,035a2aab-a045-496a-87c3-3bbbf85d81de
tch_20200629-073759_52,fe34509c-b9b2-11ea-94cc-0242ac110002,std_1593398916336_52,class_20200629-073759_52,6PJh-9NLE,06c42f1f-e95f-40e8-a86a-a6db9de71985,f047297f-8fda-4e97-b077-10aebea9e03d,cf894f74-8936-45e1-8a1b-fbbd8583ab99,3cfb84d1-c5b0-4146-b058-3b890f23bfe0,80cf6172-a0c3-4034-b613-2aac45e320a9
tch_20200629-073759_48,fe135b3d-b9b2-11ea-94cc-0242ac110002,std_1593398916134_48,class_20200629-073759_48,RezA-j2kR,6385fe7b-6c0e-451d-9816-243bdda85e1b,fdc5452f-480d-4891-bba1-708107d05872,4ee10783-113d-4b8f-ace6-c75638c25ca8,1e275abd-472b-4453-8c85-d781a3b5fd9d,6afcc9cc-4536-4025-be69-65d4a57a8456
tch_20200629-073759_62,fdb499c9-b9b2-11ea-840b-0242ac110002,std_1593398915519_62,class_20200629-073759_62,u4H3-xEap,a0b727a5-34a1-4adc-80de-e9115ffd14df,477bfe70-d630-4ae8-bff9-a1de6c161f06,0c6c4f87-7320-4a4b-9046-2f3b1f37f42c,7bb000e3-c42e-45de-a86d-bebe872ab3a4,6457f34e-b132-4e1c-960a-c6675a7fc244
tch_20200629-073759_61,0060f557-b9b3-11ea-94cc-0242ac110002,std_1593398919982_61,class_20200629-073759_61,M93y-EkDR,64f6620c-bb4a-4c1f-a7e9-6e7c9a04392d,1f370c81-fb3d-4269-b63c-b6aafd106582,b56aa94c-38b3-499f-9d0a-e5bdefc495ad,519c6de5-0473-4acb-9cd2-8efbf3cb6d89,6bdead43-b86e-4c8f-8d07-f425da0fa7d5
tch_20200629-073759_55,005ada81-b9b3-11ea-840b-0242ac110002,std_1593398919910_55,class_20200629-073759_55,Fo6E-R96d,f1ef961d-4aeb-4162-8527-b1662da4ddd0,c5798ec4-0abb-4fae-80f1-5c880b0376c9,feb057e5-8c6a-4ad4-88b4-483836152a82,157947e7-8956-492e-be6b-847b6e34c9ed,aba095a9-1357-4e0b-bf5e-6996dafce461
tch_20200629-073759_47,02c411fe-b9b3-11ea-840b-0242ac110002,std_1593398923997_47,class_20200629-073759_47,rbD9-387P,149ce389-6ab9-4612-8a1b-ce9a08f1faa3,65c60e26-dec8-45fe-873f-bc856f39b299,2ce249f2-3705-4f8d-b465-66028424d889,21450569-4828-4278-b598-96e6e341c90b,177e8266-4deb-4807-9c9f-79c779449161
tch_20200629-073759_60,07042d1a-b9b3-11ea-94cc-0242ac110002,std_1593398931125_60,class_20200629-073759_60,3ojR-9HXJ,9fde3959-7168-424a-bb9a-e1ce1849ee9f,43d79ea7-c7e1-4562-95aa-654f7954b094,ae1118c7-d662-4f3a-9519-c5616ed17027,a86e2d05-5c80-44db-b96f-671ad44dc242,badac5f5-7a1d-4076-b603-a66d205239e5
tch_20200629-073759_53,08d8504b-b9b3-11ea-840b-0242ac110002,std_1593398934219_53,class_20200629-073759_53,2VwF-h4pz,0edde69a-e2ad-4f69-81f4-6f70c776bfbb,65d4b461-15f1-412f-8c27-46ba33d02d8e,4e82454f-bcb4-44f5-9d2e-6b8a67e14f79,0e511ee7-464c-4c95-ae95-69a481346291,b421784b-21e8-4e81-98e7-6a3287b484be
tch_20200629-073759_57,068c16c8-b9b3-11ea-840b-0242ac110002,std_1593398930286_57,class_20200629-073759_57,8eDZ-r7gr,7a0f8bd1-c062-4315-8cfb-94c389440f7b,a3f6e2d8-df0f-4f9c-8155-e5f51761685f,a2f482a5-b0ed-4da2-abbd-92362a59142e,409d10ba-b2b5-4781-86ac-8538d02919a3,346efc2a-5eb0-4002-9e91-15147baaa3b9
tch_20200629-073759_58,0696020d-b9b3-11ea-840b-0242ac110002,std_1593398930406_58,class_20200629-073759_58,a76E-z4XN,dab56ada-36d4-46e6-a0fb-e7646405bb02,08251571-2259-44fb-8d96-9c45ca38104d,3abfe84f-92c3-4b5b-9bab-9aede75b8723,1f1edc78-2112-4bf8-9c17-ebfb59b5ba84,4b432932-c5c1-4018-b852-cbdf92379173
tch_20200629-073759_51,08ceb41d-b9b3-11ea-840b-0242ac110002,std_1593398934136_51,class_20200629-073759_51,2qD2-K8ro,fad4b3c6-cd8d-4424-950c-bcc3cb73546e,149e2197-1fdc-4844-ac82-1fd48b658a1d,ac2c316f-3bb9-43e2-bcac-b7349fc8b02b,ebb1823f-ccf4-4f75-b4cf-bd99ee118b96,10774678-a650-4d93-91fa-689341bffe12
tch_20200629-073759_56,0a2da7db-b9b3-11ea-94cc-0242ac110002,std_1593398936438_56,class_20200629-073759_56,fiWC-jwcY,afc351c3-66fe-4b25-a470-2feae96c977e,0f994c77-f89b-49b8-ad46-e4024b4f9f1d,98a30814-d19c-4299-a487-9a6311b78e84,4698725c-1f98-43f0-ac03-701e99a40462,5969804d-0bdf-406b-bcd2-e7984ce9f506
tch_20200629-073759_52,0cc34678-b9b3-11ea-840b-0242ac110002,std_1593398940749_52,class_20200629-073759_52,6PJh-9NLE,06c42f1f-e95f-40e8-a86a-a6db9de71985,f047297f-8fda-4e97-b077-10aebea9e03d,cf894f74-8936-45e1-8a1b-fbbd8583ab99,3cfb84d1-c5b0-4146-b058-3b890f23bfe0,80cf6172-a0c3-4034-b613-2aac45e320a9
tch_20200629-073759_48,0d32f852-b9b3-11ea-94cc-0242ac110002,std_1593398941483_48,class_20200629-073759_48,RezA-j2kR,6385fe7b-6c0e-451d-9816-243bdda85e1b,fdc5452f-480d-4891-bba1-708107d05872,4ee10783-113d-4b8f-ace6-c75638c25ca8,1e275abd-472b-4453-8c85-d781a3b5fd9d,6afcc9cc-4536-4025-be69-65d4a57a8456
tch_20200629-073759_62,0d8c3c2b-b9b3-11ea-840b-0242ac110002,std_1593398942073_62,class_20200629-073759_62,u4H3-xEap,a0b727a5-34a1-4adc-80de-e9115ffd14df,477bfe70-d630-4ae8-bff9-a1de6c161f06,0c6c4f87-7320-4a4b-9046-2f3b1f37f42c,7bb000e3-c42e-45de-a86d-bebe872ab3a4,6457f34e-b132-4e1c-960a-c6675a7fc244
tch_20200629-073759_49,0c110dd9-b9b3-11ea-840b-0242ac110002,std_1593398939608_49,class_20200629-073759_49,Y3yL-r86n,59fb558e-543c-4ec6-810f-f004bf309ea5,bca6cb66-89c5-4b10-93b2-a6ffea24e6ff,7986c79a-0bb3-4686-8cb0-413c9c20c668,845d9267-0fa2-4a50-b837-6a3cb4a61f17,035a2aab-a045-496a-87c3-3bbbf85d81de
tch_20200629-073759_63,0e34d77d-b9b3-11ea-94cc-0242ac110002,std_1593398943160_63,class_20200629-073759_63,9ity-3N6c,2712c5b0-1c31-408e-b9f0-53e7bad4ae36,5e6918ae-a786-4b98-b41f-f89ae303dfe8,6f9e4d4b-5bdf-43b1-bddd-b213e4c07145,bda2c8c8-9975-4d5d-8029-96b10a0d738d,c471eec5-1186-493a-9e54-04173ef9792c
tch_20200629-073759_61,0e4886f2-b9b3-11ea-94cc-0242ac110002,std_1593398943314_61,class_20200629-073759_61,M93y-EkDR,64f6620c-bb4a-4c1f-a7e9-6e7c9a04392d,1f370c81-fb3d-4269-b63c-b6aafd106582,b56aa94c-38b3-499f-9d0a-e5bdefc495ad,519c6de5-0473-4acb-9cd2-8efbf3cb6d89,6bdead43-b86e-4c8f-8d07-f425da0fa7d5
tch_20200629-073759_59,118896f1-b9b3-11ea-840b-0242ac110002,std_1593398948739_59,class_20200629-073759_59,Yjc7-ey9c,6fe73a47-d9bf-4e01-930c-6998844d3fbd,b80da893-7785-49ae-9997-1330eacd1f52,28c873b1-41e1-4674-adb7-04f3738c6e93,a75a07f5-1556-437c-bdbf-f1e8ec611e46,cc2d752d-c337-4096-b988-be296445e9c6
tch_20200629-073759_47,119c461b-b9b3-11ea-94cc-0242ac110002,std_1593398948896_47,class_20200629-073759_47,rbD9-387P,149ce389-6ab9-4612-8a1b-ce9a08f1faa3,65c60e26-dec8-45fe-873f-bc856f39b299,2ce249f2-3705-4f8d-b465-66028424d889,21450569-4828-4278-b598-96e6e341c90b,177e8266-4deb-4807-9c9f-79c779449161
tch_20200629-073759_50,13988ad1-b9b3-11ea-94cc-0242ac110002,std_1593398952234_50,class_20200629-073759_50,vVif-6GhA,c6a216f8-267f-4f38-ae58-f4ba31d59bd2,0044057b-b65d-4443-ad46-ad44a0aef667,5409c1ec-6a99-4dcd-8afa-34a465e07bd9,bee2f6ce-0a1b-4b32-93b2-5159747218f7,def26d07-2e3f-45d2-a0bc-5009f9fb56d8
tch_20200629-073759_53,18738661-b9b3-11ea-840b-0242ac110002,std_1593398960385_53,class_20200629-073759_53,2VwF-h4pz,0edde69a-e2ad-4f69-81f4-6f70c776bfbb,65d4b461-15f1-412f-8c27-46ba33d02d8e,4e82454f-bcb4-44f5-9d2e-6b8a67e14f79,0e511ee7-464c-4c95-ae95-69a481346291,b421784b-21e8-4e81-98e7-6a3287b484be
tch_20200629-073759_57,1887354b-b9b3-11ea-94cc-0242ac110002,std_1593398960485_57,class_20200629-073759_57,8eDZ-r7gr,7a0f8bd1-c062-4315-8cfb-94c389440f7b,a3f6e2d8-df0f-4f9c-8155-e5f51761685f,a2f482a5-b0ed-4da2-abbd-92362a59142e,409d10ba-b2b5-4781-86ac-8538d02919a3,346efc2a-5eb0-4002-9e91-15147baaa3b9
tch_20200629-073759_54,19b22050-b9b3-11ea-94cc-0242ac110002,std_1593398962455_54,class_20200629-073759_54,6cnU-3rNw,71fa93fc-cef8-4517-9ad1-aef8e50cf99e,45c80d50-2c41-42f1-a8cf-ab71bff52dd6,3970b283-0126-4aa6-a0af-6aacef668d7f,ffca82b0-d6ae-468e-bd16-080ee68c836a,6b5133ba-bc15-4453-9a9d-a6cede329997
tch_20200629-073759_58,18d295f7-b9b3-11ea-94cc-0242ac110002,std_1593398960988_58,class_20200629-073759_58,a76E-z4XN,dab56ada-36d4-46e6-a0fb-e7646405bb02,08251571-2259-44fb-8d96-9c45ca38104d,3abfe84f-92c3-4b5b-9bab-9aede75b8723,1f1edc78-2112-4bf8-9c17-ebfb59b5ba84,4b432932-c5c1-4018-b852-cbdf92379173
tch_20200629-073759_49,1e06383c-b9b3-11ea-94cc-0242ac110002,std_1593398969688_49,class_20200629-073759_49,Y3yL-r86n,59fb558e-543c-4ec6-810f-f004bf309ea5,bca6cb66-89c5-4b10-93b2-a6ffea24e6ff,7986c79a-0bb3-4686-8cb0-413c9c20c668,845d9267-0fa2-4a50-b837-6a3cb4a61f17,035a2aab-a045-496a-87c3-3bbbf85d81de
tch_20200629-073759_64,1e8d1c07-b9b3-11ea-840b-0242ac110002,std_1593398970610_64,class_20200629-073759_64,Gec2-uAs9,6100771c-9e40-402d-8484-982e51d52488,6f7b3226-ef53-4c30-a273-981c2b12350b,fbbab662-5eee-4b4f-8fce-df04778bf6e6,f6d8ecb9-055b-4fc3-8e43-7ee6932eed20,fd4b0aa2-55d1-45e8-83f7-566f3da249bf
tch_20200629-073759_62,1d555eb3-b9b3-11ea-94cc-0242ac110002,std_1593398968559_62,class_20200629-073759_62,u4H3-xEap,a0b727a5-34a1-4adc-80de-e9115ffd14df,477bfe70-d630-4ae8-bff9-a1de6c161f06,0c6c4f87-7320-4a4b-9046-2f3b1f37f42c,7bb000e3-c42e-45de-a86d-bebe872ab3a4,6457f34e-b132-4e1c-960a-c6675a7fc244
tch_20200629-073759_61,1f7e0b15-b9b3-11ea-94cc-0242ac110002,std_1593398972190_61,class_20200629-073759_61,M93y-EkDR,64f6620c-bb4a-4c1f-a7e9-6e7c9a04392d,1f370c81-fb3d-4269-b63c-b6aafd106582,b56aa94c-38b3-499f-9d0a-e5bdefc495ad,519c6de5-0473-4acb-9cd2-8efbf3cb6d89,6bdead43-b86e-4c8f-8d07-f425da0fa7d5
tch_20200629-073759_48,1d50f260-b9b3-11ea-840b-0242ac110002,std_1593398968501_48,class_20200629-073759_48,RezA-j2kR,6385fe7b-6c0e-451d-9816-243bdda85e1b,fdc5452f-480d-4891-bba1-708107d05872,4ee10783-113d-4b8f-ace6-c75638c25ca8,1e275abd-472b-4453-8c85-d781a3b5fd9d,6afcc9cc-4536-4025-be69-65d4a57a8456
tch_20200629-073759_63,1e8aab14-b9b3-11ea-94cc-0242ac110002,std_1593398970561_63,class_20200629-073759_63,9ity-3N6c,2712c5b0-1c31-408e-b9f0-53e7bad4ae36,5e6918ae-a786-4b98-b41f-f89ae303dfe8,6f9e4d4b-5bdf-43b1-bddd-b213e4c07145,bda2c8c8-9975-4d5d-8029-96b10a0d738d,c471eec5-1186-493a-9e54-04173ef9792c
tch_20200629-073759_55,206f227b-b9b3-11ea-840b-0242ac110002,std_1593398973777_55,class_20200629-073759_55,Fo6E-R96d,f1ef961d-4aeb-4162-8527-b1662da4ddd0,c5798ec4-0abb-4fae-80f1-5c880b0376c9,feb057e5-8c6a-4ad4-88b4-483836152a82,157947e7-8956-492e-be6b-847b6e34c9ed,aba095a9-1357-4e0b-bf5e-6996dafce461
tch_20200629-073759_59,213f91ea-b9b3-11ea-94cc-0242ac110002,std_1593398975126_59,class_20200629-073759_59,Yjc7-ey9c,6fe73a47-d9bf-4e01-930c-6998844d3fbd,b80da893-7785-49ae-9997-1330eacd1f52,28c873b1-41e1-4674-adb7-04f3738c6e93,a75a07f5-1556-437c-bdbf-f1e8ec611e46,cc2d752d-c337-4096-b988-be296445e9c6
