teacher,columnname,stdextuserid,colname2
tch_20200628-214431_53,9299237b-b960-11ea-840b-0242ac110002,std_1593363517054_53,737cc206-792e-4c97-af94-e64f43f5c738
tch_20200628-214431_52,ea802639-b95f-11ea-94cc-0242ac110002,std_1593363234982_52,6809e72f-11ea-46f6-a24d-1556a08ada3b
tch_20200628-214431_53,83717089-b960-11ea-94cc-0242ac110002,std_1593363491563_53,737cc206-792e-4c97-af94-e64f43f5c738
tch_20200628-214431_51,d3f9179a-b95f-11ea-94cc-0242ac110002,std_1593363197233_51,aafa99e4-1467-49c5-84a5-e2dcd7d78a28
tch_20200628-214431_51,c4eb7bb6-b95f-11ea-94cc-0242ac110002,std_1593363171967_51,aafa99e4-1467-49c5-84a5-e2dcd7d78a28
tch_20200628-214431_53,7334cae2-b960-11ea-94cc-0242ac110002,std_1593363464349_53,737cc206-792e-4c97-af94-e64f43f5c738
tch_20200628-214431_51,b4ce6c78-b95f-11ea-94cc-0242ac110002,std_1593363144927_51,aafa99e4-1467-49c5-84a5-e2dcd7d78a28
tch_20200628-214431_50,cfaf388c-b95f-11ea-94cc-0242ac110002,std_1593363190031_50,2caa54ec-f206-4a1a-91b1-296b0e7ed77a
tch_20200628-214431_53,64242209-b960-11ea-94cc-0242ac110002,std_1593363439076_53,737cc206-792e-4c97-af94-e64f43f5c738
tch_20200628-214431_54,9cd53a4d-b960-11ea-840b-0242ac110002,std_1593363534199_54,b48bab18-6f45-4fd1-b800-f3589e8dedda
tch_20200628-214431_51,a3e5f656-b95f-11ea-94cc-0242ac110002,std_1593363116581_51,aafa99e4-1467-49c5-84a5-e2dcd7d78a28
tch_20200628-214431_53,548f2e5a-b960-11ea-840b-0242ac110002,std_1593363412980_53,737cc206-792e-4c97-af94-e64f43f5c738
tch_20200628-214431_54,8c87081d-b960-11ea-840b-0242ac110002,std_1593363506857_54,b48bab18-6f45-4fd1-b800-f3589e8dedda
tch_20200628-214431_50,bf9cfed7-b95f-11ea-840b-0242ac110002,std_1593363163090_50,2caa54ec-f206-4a1a-91b1-296b0e7ed77a
tch_20200628-214431_52,da415e29-b95f-11ea-840b-0242ac110002,std_1593363207765_52,da8da9c1-0e3f-432c-8ea6-e3fe8df728d0
tch_20200628-214431_51,91dfdb6e-b95f-11ea-840b-0242ac110002,std_1593363086346_51,aafa99e4-1467-49c5-84a5-e2dcd7d78a28
tch_20200628-214431_50,ae5921ea-b95f-11ea-94cc-0242ac110002,std_1593363134090_50,2caa54ec-f206-4a1a-91b1-296b0e7ed77a
tch_20200628-214431_54,7a84bdad-b960-11ea-94cc-0242ac110002,std_1593363476636_54,b48bab18-6f45-4fd1-b800-f3589e8dedda
tch_20200628-214431_52,cad8aa83-b95f-11ea-840b-0242ac110002,std_1593363181926_52,da8da9c1-0e3f-432c-8ea6-e3fe8df728d0
tch_20200628-214431_54,6a4cac65-b960-11ea-840b-0242ac110002,std_1593363449429_54,b48bab18-6f45-4fd1-b800-f3589e8dedda
tch_20200628-214431_50,9c34d0fc-b95f-11ea-94cc-0242ac110002,std_1593363103662_50,2caa54ec-f206-4a1a-91b1-296b0e7ed77a
tch_20200628-214431_52,bd34b0f0-b95f-11ea-94cc-0242ac110002,std_1593363159021_52,da8da9c1-0e3f-432c-8ea6-e3fe8df728d0
tch_20200628-214431_54,5be8be18-b960-11ea-840b-0242ac110002,std_1593363425301_54,b48bab18-6f45-4fd1-b800-f3589e8dedda
tch_20200628-214431_50,8a7ab33d-b95f-11ea-94cc-0242ac110002,std_1593363073942_50,2caa54ec-f206-4a1a-91b1-296b0e7ed77a
tch_20200628-214431_53,43907162-b960-11ea-94cc-0242ac110002,std_1593363384480_53,cd5e3c2c-a665-4c30-90e8-2b7423b3d4f7
tch_20200628-214431_52,ad621772-b95f-11ea-94cc-0242ac110002,std_1593363132491_52,da8da9c1-0e3f-432c-8ea6-e3fe8df728d0
tch_20200628-214431_51,80e71152-b95f-11ea-840b-0242ac110002,std_1593363057887_51,ffe2c454-9a37-41ee-a097-3ca85f59f317
tch_20200628-214431_53,3202e237-b960-11ea-94cc-0242ac110002,std_1593363354969_53,cd5e3c2c-a665-4c30-90e8-2b7423b3d4f7
tch_20200628-214431_52,9c6f8fb9-b95f-11ea-94cc-0242ac110002,std_1593363104073_52,da8da9c1-0e3f-432c-8ea6-e3fe8df728d0
tch_20200628-214431_51,709b298b-b95f-11ea-94cc-0242ac110002,std_1593363030484_51,ffe2c454-9a37-41ee-a097-3ca85f59f317
tch_20200628-214431_53,20436cbe-b960-11ea-94cc-0242ac110002,std_1593363325236_53,cd5e3c2c-a665-4c30-90e8-2b7423b3d4f7
tch_20200628-214431_54,4c6a381c-b960-11ea-94cc-0242ac110002,std_1593363399297_54,48ed2839-85c5-46e2-8bc1-434952ea5469
tch_20200628-214431_53,12ab334c-b960-11ea-94cc-0242ac110002,std_1593363302420_53,cd5e3c2c-a665-4c30-90e8-2b7423b3d4f7
tch_20200628-214431_51,5f4bb4c8-b95f-11ea-94cc-0242ac110002,std_1593363001467_51,ffe2c454-9a37-41ee-a097-3ca85f59f317
tch_20200628-214431_50,796a6a10-b95f-11ea-94cc-0242ac110002,std_1593363045291_50,76942000-4d5e-481e-ab5b-888f61c861c7
tch_20200628-214431_54,3da4ca2b-b960-11ea-840b-0242ac110002,std_1593363374513_54,48ed2839-85c5-46e2-8bc1-434952ea5469
tch_20200628-214431_51,50c6aa9d-b95f-11ea-840b-0242ac110002,std_1593362977125_51,ffe2c454-9a37-41ee-a097-3ca85f59f317
tch_20200628-214431_50,687f3493-b95f-11ea-94cc-0242ac110002,std_1593363016876_50,76942000-4d5e-481e-ab5b-888f61c861c7
tch_20200628-214431_53,02603588-b960-11ea-94cc-0242ac110002,std_1593363275094_53,cd5e3c2c-a665-4c30-90e8-2b7423b3d4f7
tch_20200628-214431_52,8de94c51-b95f-11ea-94cc-0242ac110002,std_1593363079673_52,b3b5ceab-063f-49fe-9e7a-f20ea9a10f54
tch_20200628-214431_54,2d778d01-b960-11ea-840b-0242ac110002,std_1593363347383_54,48ed2839-85c5-46e2-8bc1-434952ea5469
tch_20200628-214431_50,5a30f1fb-b95f-11ea-94cc-0242ac110002,std_1593362992926_50,76942000-4d5e-481e-ab5b-888f61c861c7
tch_20200628-214431_51,421a8fcc-b95f-11ea-94cc-0242ac110002,std_1593362952250_51,ffe2c454-9a37-41ee-a097-3ca85f59f317
tch_20200628-214431_52,7e5fcaed-b95f-11ea-840b-0242ac110002,std_1593363053631_52,b3b5ceab-063f-49fe-9e7a-f20ea9a10f54
tch_20200628-214431_54,1d30fc5e-b960-11ea-94cc-0242ac110002,std_1593363320085_54,48ed2839-85c5-46e2-8bc1-434952ea5469
tch_20200628-214431_50,4ab9be73-b95f-11ea-840b-0242ac110002,std_1593362966963_50,76942000-4d5e-481e-ab5b-888f61c861c7
tch_20200628-214431_52,6e7e3d89-b95f-11ea-840b-0242ac110002,std_1593363026952_52,b3b5ceab-063f-49fe-9e7a-f20ea9a10f54
tch_20200628-214431_55,bb7865f8-b960-11ea-94cc-0242ac110002,std_1593363585625_55,f6861635-02df-476c-bd46-d174c6d5db33
tch_20200628-214431_54,0e072655-b960-11ea-840b-0242ac110002,std_1593363294602_54,48ed2839-85c5-46e2-8bc1-434952ea5469
tch_20200628-214431_50,391265e2-b95f-11ea-94cc-0242ac110002,std_1593362937058_50,76942000-4d5e-481e-ab5b-888f61c861c7
tch_20200628-214431_55,ad28269e-b960-11ea-94cc-0242ac110002,std_1593363561616_55,f6861635-02df-476c-bd46-d174c6d5db33
tch_20200628-214431_52,5ff6e8d4-b95f-11ea-840b-0242ac110002,std_1593363002604_52,b3b5ceab-063f-49fe-9e7a-f20ea9a10f54
tch_20200628-214431_53,f274bdec-b95f-11ea-94cc-0242ac110002,std_1593363248380_53,8f0cc44b-27f0-4d7b-bd12-d7f7524a8fa2
tch_20200628-214431_55,9c7ba7e0-b960-11ea-94cc-0242ac110002,std_1593363533641_55,f6861635-02df-476c-bd46-d174c6d5db33
tch_20200628-214431_52,4f593785-b95f-11ea-840b-0242ac110002,std_1593362974439_52,b3b5ceab-063f-49fe-9e7a-f20ea9a10f54
tch_20200628-214431_53,e42c2015-b95f-11ea-840b-0242ac110002,std_1593363224423_53,8f0cc44b-27f0-4d7b-bd12-d7f7524a8fa2
tch_20200628-214431_55,8c0de05f-b960-11ea-94cc-0242ac110002,std_1593363506064_55,f6861635-02df-476c-bd46-d174c6d5db33
tch_20200628-214431_53,d5aba99a-b95f-11ea-94cc-0242ac110002,std_1593363200093_53,8f0cc44b-27f0-4d7b-bd12-d7f7524a8fa2
tch_20200628-214431_56,c5710a73-b960-11ea-94cc-0242ac110002,std_1593363602352_56,7c5f6cbd-985b-4aec-b54a-d7ae9554abf4
tch_20200628-214431_54,fd711702-b95f-11ea-840b-0242ac110002,std_1593363266824_54,ab54e077-0750-4efd-82e1-e3018acf9eb9
tch_20200628-214431_55,7cc5accc-b960-11ea-840b-0242ac110002,std_1593363480434_55,f6861635-02df-476c-bd46-d174c6d5db33
tch_20200628-214431_53,c38e0e5b-b95f-11ea-94cc-0242ac110002,std_1593363169668_53,8f0cc44b-27f0-4d7b-bd12-d7f7524a8fa2
tch_20200628-214431_56,b58bd2e6-b960-11ea-840b-0242ac110002,std_1593363575678_56,7c5f6cbd-985b-4aec-b54a-d7ae9554abf4
tch_20200628-214431_54,ec2b171f-b95f-11ea-94cc-0242ac110002,std_1593363237821_54,ab54e077-0750-4efd-82e1-e3018acf9eb9
tch_20200628-214431_56,a3f20e5b-b960-11ea-840b-0242ac110002,std_1593363546127_56,7c5f6cbd-985b-4aec-b54a-d7ae9554abf4
tch_20200628-214431_53,b3ef2f7b-b95f-11ea-840b-0242ac110002,std_1593363143469_53,8f0cc44b-27f0-4d7b-bd12-d7f7524a8fa2
tch_20200628-214431_54,dd2c4908-b95f-11ea-94cc-0242ac110002,std_1593363212644_54,ab54e077-0750-4efd-82e1-e3018acf9eb9
tch_20200628-214431_56,93e35763-b960-11ea-94cc-0242ac110002,std_1593363519229_56,7c5f6cbd-985b-4aec-b54a-d7ae9554abf4
tch_20200628-214431_54,d01ffb7a-b95f-11ea-94cc-0242ac110002,std_1593363190784_54,ab54e077-0750-4efd-82e1-e3018acf9eb9
tch_20200628-214431_56,82a71b84-b960-11ea-840b-0242ac110002,std_1593363490306_56,7c5f6cbd-985b-4aec-b54a-d7ae9554abf4
tch_20200628-214431_55,6cd1f7bd-b960-11ea-94cc-0242ac110002,std_1593363453659_55,e42c90a3-e313-48a4-9736-2578e7b2de73
tch_20200628-214431_54,c0190c4d-b95f-11ea-94cc-0242ac110002,std_1593363163871_54,ab54e077-0750-4efd-82e1-e3018acf9eb9
tch_20200628-214431_55,5a8f218d-b960-11ea-840b-0242ac110002,std_1593363423040_55,e42c90a3-e313-48a4-9736-2578e7b2de73
tch_20200628-214431_53,a4c72f0d-b95f-11ea-94cc-0242ac110002,std_1593363118055_53,12956087-57bc-4881-9971-0ea54ffc4ec4
tch_20200628-214431_55,4ba7ac2c-b960-11ea-840b-0242ac110002,std_1593363398034_55,e42c90a3-e313-48a4-9736-2578e7b2de73
tch_20200628-214431_53,956ece75-b95f-11ea-840b-0242ac110002,std_1593363092312_53,12956087-57bc-4881-9971-0ea54ffc4ec4
tch_20200628-214431_55,3a2c1d5a-b960-11ea-94cc-0242ac110002,std_1593363368684_55,e42c90a3-e313-48a4-9736-2578e7b2de73
tch_20200628-214431_56,7301381e-b960-11ea-840b-0242ac110002,std_1593363464058_56,8a0bc534-10f7-4217-b889-581d549625e8
tch_20200628-214431_57,dde431fd-b960-11ea-94cc-0242ac110002,std_1593363643381_57,8da8a98a-94c9-423b-9914-4fbca9b9b034
tch_20200628-214431_53,8665c754-b95f-11ea-840b-0242ac110002,std_1593363067097_53,12956087-57bc-4881-9971-0ea54ffc4ec4
tch_20200628-214431_54,afb1fb6e-b95f-11ea-94cc-0242ac110002,std_1593363136378_54,2a90433d-3838-4a62-ab59-4b61ca574c5b
tch_20200628-214431_55,2aa2c21f-b960-11ea-94cc-0242ac110002,std_1593363342639_55,e42c90a3-e313-48a4-9736-2578e7b2de73
tch_20200628-214431_56,63faa12c-b960-11ea-840b-0242ac110002,std_1593363438842_56,8a0bc534-10f7-4217-b889-581d549625e8
tch_20200628-214431_53,77634eb8-b95f-11ea-94cc-0242ac110002,std_1593363041894_53,12956087-57bc-4881-9971-0ea54ffc4ec4
tch_20200628-214431_58,e05ab040-b960-11ea-840b-0242ac110002,std_1593363647508_58,f2dc6184-2fd6-4800-aa98-5008326360a7
tch_20200628-214431_57,ce6d9bb3-b960-11ea-840b-0242ac110002,std_1593363617369_57,8da8a98a-94c9-423b-9914-4fbca9b9b034
tch_20200628-214431_54,9e397abe-b95f-11ea-840b-0242ac110002,std_1593363107047_54,2a90433d-3838-4a62-ab59-4b61ca574c5b
tch_20200628-214431_56,52e28f8d-b960-11ea-840b-0242ac110002,std_1593363410153_56,8a0bc534-10f7-4217-b889-581d549625e8
tch_20200628-214431_58,d0b84e97-b960-11ea-840b-0242ac110002,std_1593363621291_58,f2dc6184-2fd6-4800-aa98-5008326360a7
tch_20200628-214431_57,be746777-b960-11ea-840b-0242ac110002,std_1593363590636_57,8da8a98a-94c9-423b-9914-4fbca9b9b034
tch_20200628-214431_53,6855174d-b95f-11ea-840b-0242ac110002,std_1593363016359_53,12956087-57bc-4881-9971-0ea54ffc4ec4
tch_20200628-214431_54,9018fe88-b95f-11ea-840b-0242ac110002,std_1593363083361_54,2a90433d-3838-4a62-ab59-4b61ca574c5b
tch_20200628-214431_56,4301c5f4-b960-11ea-840b-0242ac110002,std_1593363383527_56,8a0bc534-10f7-4217-b889-581d549625e8
tch_20200628-214431_57,adba063d-b960-11ea-94cc-0242ac110002,std_1593363562576_57,8da8a98a-94c9-423b-9914-4fbca9b9b034
tch_20200628-214431_58,c12f8fc9-b960-11ea-840b-0242ac110002,std_1593363595220_58,f2dc6184-2fd6-4800-aa98-5008326360a7
tch_20200628-214431_54,8184d854-b95f-11ea-94cc-0242ac110002,std_1593363058877_54,2a90433d-3838-4a62-ab59-4b61ca574c5b
tch_20200628-214431_56,3228921e-b960-11ea-94cc-0242ac110002,std_1593363355263_56,8a0bc534-10f7-4217-b889-581d549625e8
tch_20200628-214431_57,9d249263-b960-11ea-840b-0242ac110002,std_1593363534712_57,8da8a98a-94c9-423b-9914-4fbca9b9b034
tch_20200628-214431_55,1b901d99-b960-11ea-840b-0242ac110002,std_1593363317325_55,87944271-3aaa-421b-8703-4c7d03fec059
tch_20200628-214431_58,b0e8b14d-b960-11ea-840b-0242ac110002,std_1593363567923_58,f2dc6184-2fd6-4800-aa98-5008326360a7
tch_20200628-214431_54,715ea0b9-b95f-11ea-840b-0242ac110002,std_1593363031525_54,2a90433d-3838-4a62-ab59-4b61ca574c5b
tch_20200628-214431_58,a1cf55cd-b960-11ea-840b-0242ac110002,std_1593363542592_58,f2dc6184-2fd6-4800-aa98-5008326360a7
tch_20200628-214431_55,0b0fdfec-b960-11ea-94cc-0242ac110002,std_1593363289661_55,87944271-3aaa-421b-8703-4c7d03fec059
tch_20200628-214431_59,efe73f95-b960-11ea-840b-0242ac110002,std_1593363673535_59,4615f658-0a06-4a88-aab6-eab5abea96fb
tch_20200628-214431_55,fab18108-b95f-11ea-94cc-0242ac110002,std_1593363262191_55,87944271-3aaa-421b-8703-4c7d03fec059
tch_20200628-214431_59,dfe13a19-b960-11ea-94cc-0242ac110002,std_1593363646706_59,4615f658-0a06-4a88-aab6-eab5abea96fb
tch_20200628-214431_55,eb99d3d4-b95f-11ea-94cc-0242ac110002,std_1593363236854_55,87944271-3aaa-421b-8703-4c7d03fec059
tch_20200628-214431_59,cec7c997-b960-11ea-840b-0242ac110002,std_1593363618008_59,4615f658-0a06-4a88-aab6-eab5abea96fb
tch_20200628-214431_56,22952502-b960-11ea-94cc-0242ac110002,std_1593363329100_56,e7acf2ce-6973-4e6e-9715-208146697090
tch_20200628-214431_57,8f295126-b960-11ea-840b-0242ac110002,std_1593363511276_57,69efa3cd-f45f-428b-bd55-995440b0f604
tch_20200628-214431_55,d9b3280f-b95f-11ea-94cc-0242ac110002,std_1593363206848_55,87944271-3aaa-421b-8703-4c7d03fec059
tch_20200628-214431_59,be970a48-b960-11ea-840b-0242ac110002,std_1593363590861_59,4615f658-0a06-4a88-aab6-eab5abea96fb
tch_20200628-214431_56,116aeb7a-b960-11ea-94cc-0242ac110002,std_1593363300314_56,e7acf2ce-6973-4e6e-9715-208146697090
tch_20200628-214431_58,922ec928-b960-11ea-94cc-0242ac110002,std_1593363516376_58,d0f82062-60b0-4a73-a147-4b6446b0e822
tch_20200628-214431_59,af990020-b960-11ea-94cc-0242ac110002,std_1593363565671_59,4615f658-0a06-4a88-aab6-eab5abea96fb
tch_20200628-214431_57,811076a0-b960-11ea-94cc-0242ac110002,std_1593363487618_57,69efa3cd-f45f-428b-bd55-995440b0f604
tch_20200628-214431_56,00919098-b960-11ea-94cc-0242ac110002,std_1593363271973_56,e7acf2ce-6973-4e6e-9715-208146697090
tch_20200628-214431_58,80bc1512-b960-11ea-840b-0242ac110002,std_1593363487103_58,d0f82062-60b0-4a73-a147-4b6446b0e822
tch_20200628-214431_57,717603d8-b960-11ea-840b-0242ac110002,std_1593363461425_57,69efa3cd-f45f-428b-bd55-995440b0f604
tch_20200628-214431_56,f1080ebd-b95f-11ea-94cc-0242ac110002,std_1593363245988_56,e7acf2ce-6973-4e6e-9715-208146697090
tch_20200628-214431_58,719a2d7f-b960-11ea-840b-0242ac110002,std_1593363461705_58,d0f82062-60b0-4a73-a147-4b6446b0e822
tch_20200628-214431_55,c8555a9f-b95f-11ea-840b-0242ac110002,std_1593363177725_55,86e16d02-2d0a-44ad-96ac-55fcaad649b7
tch_20200628-214431_57,62658237-b960-11ea-94cc-0242ac110002,std_1593363436158_57,69efa3cd-f45f-428b-bd55-995440b0f604
tch_20200628-214431_56,e0a717fe-b95f-11ea-94cc-0242ac110002,std_1593363218531_56,e7acf2ce-6973-4e6e-9715-208146697090
tch_20200628-214431_57,528a3710-b960-11ea-94cc-0242ac110002,std_1593363409575_57,69efa3cd-f45f-428b-bd55-995440b0f604
tch_20200628-214431_58,631968b6-b960-11ea-94cc-0242ac110002,std_1593363437356_58,d0f82062-60b0-4a73-a147-4b6446b0e822
tch_20200628-214431_55,b5e55a2a-b95f-11ea-94cc-0242ac110002,std_1593363146774_55,86e16d02-2d0a-44ad-96ac-55fcaad649b7
tch_20200628-214431_59,a02a57fc-b960-11ea-94cc-0242ac110002,std_1593363539811_59,a995a3a0-9c6e-4001-a50d-4db8fa47c883
tch_20200628-214431_58,534067ae-b960-11ea-840b-0242ac110002,std_1593363410779_58,d0f82062-60b0-4a73-a147-4b6446b0e822
tch_20200628-214431_59,915d6faa-b960-11ea-94cc-0242ac110002,std_1593363514988_59,a995a3a0-9c6e-4001-a50d-4db8fa47c883
tch_20200628-214431_55,a5f044d8-b95f-11ea-840b-0242ac110002,std_1593363119975_55,86e16d02-2d0a-44ad-96ac-55fcaad649b7
tch_20200628-214431_55,945f5aaa-b95f-11ea-840b-0242ac110002,std_1593363090535_55,86e16d02-2d0a-44ad-96ac-55fcaad649b7
tch_20200628-214431_59,808acb36-b960-11ea-840b-0242ac110002,std_1593363486768_59,a995a3a0-9c6e-4001-a50d-4db8fa47c883
tch_20200628-214431_55,83c1f75f-b95f-11ea-94cc-0242ac110002,std_1593363062337_55,86e16d02-2d0a-44ad-96ac-55fcaad649b7
tch_20200628-214431_59,708e8a33-b960-11ea-94cc-0242ac110002,std_1593363459922_59,a995a3a0-9c6e-4001-a50d-4db8fa47c883
tch_20200628-214431_56,d370addc-b95f-11ea-840b-0242ac110002,std_1593363196335_56,401cf6f2-5a80-4058-a2b3-918b806e05ab
tch_20200628-214431_57,416442dd-b960-11ea-840b-0242ac110002,std_1593363380731_57,9309a5f2-7868-4656-9789-70adb7445f0d
tch_20200628-214431_59,61c17a2f-b960-11ea-94cc-0242ac110002,std_1593363435116_59,a995a3a0-9c6e-4001-a50d-4db8fa47c883
tch_20200628-214431_56,c5a6404b-b95f-11ea-840b-0242ac110002,std_1593363173192_56,401cf6f2-5a80-4058-a2b3-918b806e05ab
tch_20200628-214431_57,2e9e5a58-b960-11ea-840b-0242ac110002,std_1593363349331_57,9309a5f2-7868-4656-9789-70adb7445f0d
tch_20200628-214431_58,41d4b81a-b960-11ea-840b-0242ac110002,std_1593363381541_58,de971c6f-146c-40e9-b67d-5c66802ec597
tch_20200628-214431_56,b573acd4-b95f-11ea-840b-0242ac110002,std_1593363146025_56,401cf6f2-5a80-4058-a2b3-918b806e05ab
tch_20200628-214431_57,208de33a-b960-11ea-840b-0242ac110002,std_1593363325741_57,9309a5f2-7868-4656-9789-70adb7445f0d
tch_20200628-214431_58,349377e0-b960-11ea-94cc-0242ac110002,std_1593363359304_58,de971c6f-146c-40e9-b67d-5c66802ec597
tch_20200628-214431_56,a36d6b62-b95f-11ea-840b-0242ac110002,std_1593363115788_56,401cf6f2-5a80-4058-a2b3-918b806e05ab
tch_20200628-214431_58,247fde0c-b960-11ea-94cc-0242ac110002,std_1593363332334_58,de971c6f-146c-40e9-b67d-5c66802ec597
tch_20200628-214431_57,116d5c5f-b960-11ea-840b-0242ac110002,std_1593363300346_57,9309a5f2-7868-4656-9789-70adb7445f0d
tch_20200628-214431_56,9412c076-b95f-11ea-94cc-0242ac110002,std_1593363089727_56,401cf6f2-5a80-4058-a2b3-918b806e05ab
tch_20200628-214431_60,163798f2-b961-11ea-840b-0242ac110002,std_1593363737857_60,16d66848-fcdc-406e-ba59-378013f97021
tch_20200628-214431_58,167ab26b-b960-11ea-840b-0242ac110002,std_1593363308806_58,de971c6f-146c-40e9-b67d-5c66802ec597
tch_20200628-214431_57,000ad481-b960-11ea-840b-0242ac110002,std_1593363271176_57,9309a5f2-7868-4656-9789-70adb7445f0d
tch_20200628-214431_59,5254cecd-b960-11ea-840b-0242ac110002,std_1593363409219_59,a9baa61f-e95a-4920-96f1-46677674e713
tch_20200628-214431_60,04a0bb0d-b961-11ea-94cc-0242ac110002,std_1593363708354_60,16d66848-fcdc-406e-ba59-378013f97021
tch_20200628-214431_58,06a3ac8f-b960-11ea-94cc-0242ac110002,std_1593363282242_58,de971c6f-146c-40e9-b67d-5c66802ec597
tch_20200628-214431_60,f3ed853a-b960-11ea-840b-0242ac110002,std_1593363680324_60,16d66848-fcdc-406e-ba59-378013f97021
tch_20200628-214431_59,41681305-b960-11ea-94cc-0242ac110002,std_1593363380813_59,a9baa61f-e95a-4920-96f1-46677674e713
tch_20200628-214431_60,e2faaef9-b960-11ea-94cc-0242ac110002,std_1593363651918_60,16d66848-fcdc-406e-ba59-378013f97021
tch_20200628-214431_59,300f76c2-b960-11ea-840b-0242ac110002,std_1593363351749_59,a9baa61f-e95a-4920-96f1-46677674e713
tch_20200628-214431_57,f0b7cbdc-b95f-11ea-840b-0242ac110002,std_1593363245463_57,a85e010d-36ba-4273-879f-d94c801d928e
tch_20200628-214431_59,20c1ec2d-b960-11ea-840b-0242ac110002,std_1593363325992_59,a9baa61f-e95a-4920-96f1-46677674e713
tch_20200628-214431_60,d293775a-b960-11ea-94cc-0242ac110002,std_1593363624385_60,16d66848-fcdc-406e-ba59-378013f97021
tch_20200628-214431_58,f87c2b57-b95f-11ea-94cc-0242ac110002,std_1593363258492_58,a8065690-88f5-4eab-bd75-e6069d3ef459
tch_20200628-214431_61,24b92163-b961-11ea-94cc-0242ac110002,std_1593363762203_61,bbd731a3-1edd-4bbf-9fe4-b4b5e1f09abf
tch_20200628-214431_57,e35d85b1-b95f-11ea-94cc-0242ac110002,std_1593363223070_57,a85e010d-36ba-4273-879f-d94c801d928e
tch_20200628-214431_59,122decb4-b960-11ea-94cc-0242ac110002,std_1593363301590_59,a9baa61f-e95a-4920-96f1-46677674e713
tch_20200628-214431_58,e814f2c3-b95f-11ea-840b-0242ac110002,std_1593363230982_58,a8065690-88f5-4eab-bd75-e6069d3ef459
tch_20200628-214431_57,d4b736eb-b95f-11ea-840b-0242ac110002,std_1593363198487_57,a85e010d-36ba-4273-879f-d94c801d928e
tch_20200628-214431_61,14dbb2e0-b961-11ea-840b-0242ac110002,std_1593363735594_61,bbd731a3-1edd-4bbf-9fe4-b4b5e1f09abf
tch_20200628-214431_62,2a842123-b961-11ea-840b-0242ac110002,std_1593363771947_62,910f9d17-e3fa-4f42-80e3-be234e258fe4
tch_20200628-214431_58,d7f65cdb-b95f-11ea-840b-0242ac110002,std_1593363203934_58,a8065690-88f5-4eab-bd75-e6069d3ef459
tch_20200628-214431_61,02826e84-b961-11ea-840b-0242ac110002,std_1593363704815_61,bbd731a3-1edd-4bbf-9fe4-b4b5e1f09abf
tch_20200628-214431_57,c36921ae-b95f-11ea-94cc-0242ac110002,std_1593363169457_57,a85e010d-36ba-4273-879f-d94c801d928e
tch_20200628-214431_60,c225d725-b960-11ea-94cc-0242ac110002,std_1593363596805_60,0300f910-ec29-43af-9475-4beec252ddbd
tch_20200628-214431_62,1ccacba9-b961-11ea-840b-0242ac110002,std_1593363748899_62,910f9d17-e3fa-4f42-80e3-be234e258fe4
tch_20200628-214431_61,f08554c6-b960-11ea-840b-0242ac110002,std_1593363674608_61,bbd731a3-1edd-4bbf-9fe4-b4b5e1f09abf
tch_20200628-214431_58,c7a14d88-b95f-11ea-94cc-0242ac110002,std_1593363176535_58,a8065690-88f5-4eab-bd75-e6069d3ef459
tch_20200628-214431_60,b16ad9a0-b960-11ea-94cc-0242ac110002,std_1593363568755_60,0300f910-ec29-43af-9475-4beec252ddbd
tch_20200628-214431_57,b48ea3ab-b95f-11ea-94cc-0242ac110002,std_1593363144235_57,a85e010d-36ba-4273-879f-d94c801d928e
tch_20200628-214431_58,b7a61d94-b95f-11ea-840b-0242ac110002,std_1593363149431_58,a8065690-88f5-4eab-bd75-e6069d3ef459
tch_20200628-214431_62,0bdb023a-b961-11ea-840b-0242ac110002,std_1593363720437_62,910f9d17-e3fa-4f42-80e3-be234e258fe4
tch_20200628-214431_61,e26525ab-b960-11ea-94cc-0242ac110002,std_1593363650926_61,bbd731a3-1edd-4bbf-9fe4-b4b5e1f09abf
tch_20200628-214431_60,a330ba6c-b960-11ea-94cc-0242ac110002,std_1593363544867_60,0300f910-ec29-43af-9475-4beec252ddbd
tch_20200628-214431_59,016b2774-b960-11ea-94cc-0242ac110002,std_1593363273483_59,e3428141-87d5-4f34-8586-e6f9842c200b
tch_20200628-214431_62,fc22cee3-b960-11ea-94cc-0242ac110002,std_1593363694102_62,910f9d17-e3fa-4f42-80e3-be234e258fe4
tch_20200628-214431_60,94401cc2-b960-11ea-94cc-0242ac110002,std_1593363519739_60,0300f910-ec29-43af-9475-4beec252ddbd
tch_20200628-214431_59,f2e2e929-b95f-11ea-94cc-0242ac110002,std_1593363249106_59,e3428141-87d5-4f34-8586-e6f9842c200b
tch_20200628-214431_62,eb156c39-b960-11ea-94cc-0242ac110002,std_1593363665503_62,910f9d17-e3fa-4f42-80e3-be234e258fe4
tch_20200628-214431_60,849a3995-b960-11ea-840b-0242ac110002,std_1593363493561_60,0300f910-ec29-43af-9475-4beec252ddbd
tch_20200628-214431_59,e5675eb4-b95f-11ea-840b-0242ac110002,std_1593363226490_59,e3428141-87d5-4f34-8586-e6f9842c200b
tch_20200628-214431_61,d212d5c6-b960-11ea-94cc-0242ac110002,std_1593363623545_61,d910f99b-118b-46b5-b684-2fd684d81cee
tch_20200628-214431_59,d87ccaec-b95f-11ea-94cc-0242ac110002,std_1593363204817_59,e3428141-87d5-4f34-8586-e6f9842c200b
