teacher,stduuid,stdextuserid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200628-214431_43,1af35ea0-b95f-11ea-94cc-0242ac110002,std_1593362886827_43,class_20200628-214431_43,KQ67-cpJC,6c5ec044-7bae-4024-917c-08063b284978,0c90a3d2-52c2-465b-a682-0150b85d88d9,9cfb9bcc-3592-47d3-b215-645ba8a45e01,600a9bb2-3f0b-4584-a83b-7e8681eb60c7,4a26afaa-9b4b-4847-a6a4-17f4355fba76
tch_20200628-214431_46,1a73cdd8-b95f-11ea-840b-0242ac110002,std_1593362885981_46,class_20200628-214431_46,Roq2-AwHy,aa3501d2-6010-442e-b96a-e33d472be805,b1799e49-c9a7-4a0a-b7ae-589ca35fd5cb,d587a54c-7abc-4039-ab5f-40816a37d17d,5ad8d087-8993-45a1-98cf-a3da429267e1,ccebc0a5-f7bd-4acc-98b6-980c6ad06d19
tch_20200628-214431_45,1d0cef67-b95f-11ea-94cc-0242ac110002,std_1593362890304_45,class_20200628-214431_45,QF2A-92Wm,5184feb6-3f71-434f-b6ec-10e06bc1a367,1435568c-a11b-4180-9ed2-18f3f55d35c5,19fc62e3-00ce-4fd4-9510-5e0e968f3139,2b23d8c1-1b30-4a06-9369-b7ecd7b2bda2,eb3e418b-dd65-4efc-9083-ff74c2d92270
tch_20200628-214431_35,1d1d69e8-b95f-11ea-840b-0242ac110002,std_1593362890466_35,class_20200628-214431_35,Fdwi-RKhR,a58f43b3-9eb4-47ab-a1a0-2e81743190d7,9d67d80d-d23a-4493-b6c5-93392655d239,ff4ebec9-df6a-4608-ace0-7a8882e0a85b,6a2897da-fcc3-4ae4-bcc3-fa909cfd2ee2,be16958f-8ed4-4471-b3ad-0e28d4017273
tch_20200628-214431_49,1da44dc0-b95f-11ea-94cc-0242ac110002,std_1593362891334_49,class_20200628-214431_49,3neM-Cn6C,c5c173d5-a57c-4415-9fd2-69c4c2a30efc,3c59c1f2-5412-4e5c-8a01-f57947612ca1,dd83981f-057b-4344-958b-2c4d839e8d3a,23b42046-4a7d-42fb-8a7e-1b3fe9a20c08,e0715457-db23-4cda-8015-2359ce6fbce4
tch_20200628-214431_34,200f8106-b95f-11ea-94cc-0242ac110002,std_1593362895389_34,class_20200628-214431_34,CQBd-gyay,a9829918-ec24-4c15-86c2-a63e959b1c0c,fa70bbb8-8a81-4260-b13e-ce864dc45259,c8469c55-9d3f-4657-a3ff-acfe87e44a85,4846f792-1838-40f4-a23d-b24b577b900c,fe273620-e627-4d2a-a73c-984b43f28187
tch_20200628-214431_39,1e415128-b95f-11ea-94cc-0242ac110002,std_1593362892318_39,class_20200628-214431_39,9sHV-972q,dec51484-aeed-46e0-9d5c-957e4c3fec31,1520edfa-b778-476c-bf92-39f017e47021,b532f765-246a-4f8a-9d54-09b9b6efd9de,7a78f3ad-1a4c-4990-b3ee-29e3d8d91d7c,d15a39be-0353-4036-bbe6-8ac3012ae687
tch_20200628-214431_41,1e4d10a5-b95f-11ea-840b-0242ac110002,std_1593362892448_41,class_20200628-214431_41,e8Hf-kLJ7,f99a379f-a128-41dd-9f8f-76fe0aa33ac8,b3acb6bc-58f4-41d8-86f4-fe25ba797d8c,ff0db5ba-d123-46ca-ac0a-f77de818dee3,f65f398c-b052-48cf-b3ee-304e2c9da84c,eafc9b8d-98a5-4bdb-b953-7b74cf534374
tch_20200628-214431_48,2145de8c-b95f-11ea-840b-0242ac110002,std_1593362897401_48,class_20200628-214431_48,bUW9-ZKyz,8cbc6819-1e60-4a2e-9296-25d0e9f8b140,56ae8520-93c9-4c01-bec0-858c2bb60415,f6d863fd-3c32-479a-a820-d3e2df26416b,0145faa3-c9eb-4fda-a9f7-8128dec31f21,8f65ae63-4ce7-494e-aa40-e7a03e95a3c3
tch_20200628-214431_36,241615a8-b95f-11ea-840b-0242ac110002,std_1593362902152_36,class_20200628-214431_36,Bed6-kofq,d16ba14d-7716-4162-9e65-b7dc6553e776,953e933e-6f14-48dc-890c-1d96c4e4a166,793cd724-f896-493f-9f5c-652bfecf882f,cab4743d-60d5-487a-bc49-a56ea692bc61,5cc205c1-40fd-4ef2-85dd-5086b511fa32
tch_20200628-214431_47,24595fca-b95f-11ea-840b-0242ac110002,std_1593362902567_47,class_20200628-214431_47,mW3L-DQvP,1e93a6d2-d70a-45d2-aef8-b2e86a1bb5b0,8dfcdc35-0c31-48e2-bb51-18d6a049e45d,69770c68-da4a-48ce-b7d6-d1ebed58bd1f,fc0e8454-328e-4fa6-9752-0bfb424ed311,41730463-f99a-48f3-b355-5b86133df155
tch_20200628-214431_33,2341d517-b95f-11ea-94cc-0242ac110002,std_1593362900741_33,class_20200628-214431_33,vh7R-7Kgj,f5801822-d4b0-4af7-af7c-cbd6cb6c869c,333b7db1-da49-456e-b457-0b85a75f1661,05b031bd-0fc5-404c-9650-0d7ee178c5fe,337d5ded-a6d7-4d96-82c2-6994030fea03,69536a9a-b192-47b2-822d-4ffa0b230c22
tch_20200628-214431_37,25e55775-b95f-11ea-840b-0242ac110002,std_1593362905179_37,class_20200628-214431_37,4zEH-XF42,886c251c-9ea9-420d-9bd9-0afc6cd8bd14,36401e36-ab1a-4ba1-ae3e-6bfd9c8add3d,1186f086-4c61-43ed-b4c6-1825e6ac40bb,7c3275f5-52ea-44b0-998a-4af3890b0bc1,485988ce-1e6b-4644-bb12-5f0bf348e7e0
tch_20200628-214431_42,25969aa9-b95f-11ea-94cc-0242ac110002,std_1593362904604_42,class_20200628-214431_42,2MgV-zeDB,f4f6ae31-9878-48e7-beda-9a772134561d,36aeccb1-b87a-439a-a5bd-08dd02c81c61,28c79adf-b580-47be-bc79-de2b8a0b9a82,f87332b3-81ca-4019-9030-5ca55a1067ff,2887dc1b-462d-406b-bf38-40824f2a8ba5
tch_20200628-214431_38,254baf14-b95f-11ea-94cc-0242ac110002,std_1593362904156_38,class_20200628-214431_38,WA49-Nyde,7bf0b9fc-dff3-4d3a-a090-421df4f65332,bb7d059e-e747-44da-adb4-f7a4a3ffd9b1,43982852-ce91-4a19-82f1-9dd358559428,f4671ee1-4426-43c2-9291-a55075caa69a,f1f9e3f3-7afb-46d8-9f90-1ebb50ae9429
tch_20200628-214431_40,270c2428-b95f-11ea-840b-0242ac110002,std_1593362907101_40,class_20200628-214431_40,t9L3-EuXb,055ead0f-f276-4c81-bde8-f058c1545f04,c1a97ad0-9a9e-4494-87df-13763da486f2,7e7c1c23-0ce7-46f2-93cf-d6f5e70e055a,74363bab-4d35-42f8-b39e-040a628144ae,d4842090-3459-40ae-b8eb-d249cb09b4df
tch_20200628-214431_46,29daacf3-b95f-11ea-840b-0242ac110002,std_1593362911823_46,class_20200628-214431_46,Roq2-AwHy,aa3501d2-6010-442e-b96a-e33d472be805,b1799e49-c9a7-4a0a-b7ae-589ca35fd5cb,d587a54c-7abc-4039-ab5f-40816a37d17d,5ad8d087-8993-45a1-98cf-a3da429267e1,ccebc0a5-f7bd-4acc-98b6-980c6ad06d19
tch_20200628-214431_44,29339733-b95f-11ea-94cc-0242ac110002,std_1593362910738_44,class_20200628-214431_44,XKYd-P2LF,970c4b83-de0c-4bb8-86c4-5da626f6eb64,87d1d097-2fae-46d6-9e44-084a904d0efc,9cd9c91b-ecd8-4503-8fc8-4b742c9e91da,c5fc0ac0-0df6-412c-940a-46a8f73994ec,69f1bd79-6026-4160-923e-eb9cfd2b030e
tch_20200628-214431_43,293d5b8e-b95f-11ea-840b-0242ac110002,std_1593362910801_43,class_20200628-214431_43,KQ67-cpJC,6c5ec044-7bae-4024-917c-08063b284978,0c90a3d2-52c2-465b-a682-0150b85d88d9,9cfb9bcc-3592-47d3-b215-645ba8a45e01,600a9bb2-3f0b-4584-a83b-7e8681eb60c7,4a26afaa-9b4b-4847-a6a4-17f4355fba76
tch_20200628-214431_49,2d609f9d-b95f-11ea-840b-0242ac110002,std_1593362917720_49,class_20200628-214431_49,3neM-Cn6C,c5c173d5-a57c-4415-9fd2-69c4c2a30efc,3c59c1f2-5412-4e5c-8a01-f57947612ca1,dd83981f-057b-4344-958b-2c4d839e8d3a,23b42046-4a7d-42fb-8a7e-1b3fe9a20c08,e0715457-db23-4cda-8015-2359ce6fbce4
tch_20200628-214431_41,2fc67bc2-b95f-11ea-94cc-0242ac110002,std_1593362921736_41,class_20200628-214431_41,e8Hf-kLJ7,f99a379f-a128-41dd-9f8f-76fe0aa33ac8,b3acb6bc-58f4-41d8-86f4-fe25ba797d8c,ff0db5ba-d123-46ca-ac0a-f77de818dee3,f65f398c-b052-48cf-b3ee-304e2c9da84c,eafc9b8d-98a5-4bdb-b953-7b74cf534374
tch_20200628-214431_34,2f0f887b-b95f-11ea-840b-0242ac110002,std_1593362920543_34,class_20200628-214431_34,CQBd-gyay,a9829918-ec24-4c15-86c2-a63e959b1c0c,fa70bbb8-8a81-4260-b13e-ce864dc45259,c8469c55-9d3f-4657-a3ff-acfe87e44a85,4846f792-1838-40f4-a23d-b24b577b900c,fe273620-e627-4d2a-a73c-984b43f28187
tch_20200628-214431_45,2c8cd4dd-b95f-11ea-840b-0242ac110002,std_1593362916351_45,class_20200628-214431_45,QF2A-92Wm,5184feb6-3f71-434f-b6ec-10e06bc1a367,1435568c-a11b-4180-9ed2-18f3f55d35c5,19fc62e3-00ce-4fd4-9510-5e0e968f3139,2b23d8c1-1b30-4a06-9369-b7ecd7b2bda2,eb3e418b-dd65-4efc-9083-ff74c2d92270
tch_20200628-214431_35,2d544378-b95f-11ea-94cc-0242ac110002,std_1593362917635_35,class_20200628-214431_35,Fdwi-RKhR,a58f43b3-9eb4-47ab-a1a0-2e81743190d7,9d67d80d-d23a-4493-b6c5-93392655d239,ff4ebec9-df6a-4608-ace0-7a8882e0a85b,6a2897da-fcc3-4ae4-bcc3-fa909cfd2ee2,be16958f-8ed4-4471-b3ad-0e28d4017273
tch_20200628-214431_36,32cb7e70-b95f-11ea-840b-0242ac110002,std_1593362926794_36,class_20200628-214431_36,Bed6-kofq,d16ba14d-7716-4162-9e65-b7dc6553e776,953e933e-6f14-48dc-890c-1d96c4e4a166,793cd724-f896-493f-9f5c-652bfecf882f,cab4743d-60d5-487a-bc49-a56ea692bc61,5cc205c1-40fd-4ef2-85dd-5086b511fa32
tch_20200628-214431_39,2f55920a-b95f-11ea-840b-0242ac110002,std_1593362920986_39,class_20200628-214431_39,9sHV-972q,dec51484-aeed-46e0-9d5c-957e4c3fec31,1520edfa-b778-476c-bf92-39f017e47021,b532f765-246a-4f8a-9d54-09b9b6efd9de,7a78f3ad-1a4c-4990-b3ee-29e3d8d91d7c,d15a39be-0353-4036-bbe6-8ac3012ae687
tch_20200628-214431_48,30a4cd8e-b95f-11ea-94cc-0242ac110002,std_1593362923203_48,class_20200628-214431_48,bUW9-ZKyz,8cbc6819-1e60-4a2e-9296-25d0e9f8b140,56ae8520-93c9-4c01-bec0-858c2bb60415,f6d863fd-3c32-479a-a820-d3e2df26416b,0145faa3-c9eb-4fda-a9f7-8128dec31f21,8f65ae63-4ce7-494e-aa40-e7a03e95a3c3
tch_20200628-214431_42,358fceb4-b95f-11ea-94cc-0242ac110002,std_1593362931460_42,class_20200628-214431_42,2MgV-zeDB,f4f6ae31-9878-48e7-beda-9a772134561d,36aeccb1-b87a-439a-a5bd-08dd02c81c61,28c79adf-b580-47be-bc79-de2b8a0b9a82,f87332b3-81ca-4019-9030-5ca55a1067ff,2887dc1b-462d-406b-bf38-40824f2a8ba5
tch_20200628-214431_37,3534681d-b95f-11ea-840b-0242ac110002,std_1593362930857_37,class_20200628-214431_37,4zEH-XF42,886c251c-9ea9-420d-9bd9-0afc6cd8bd14,36401e36-ab1a-4ba1-ae3e-6bfd9c8add3d,1186f086-4c61-43ed-b4c6-1825e6ac40bb,7c3275f5-52ea-44b0-998a-4af3890b0bc1,485988ce-1e6b-4644-bb12-5f0bf348e7e0
tch_20200628-214431_40,373b5b98-b95f-11ea-94cc-0242ac110002,std_1593362934262_40,class_20200628-214431_40,t9L3-EuXb,055ead0f-f276-4c81-bde8-f058c1545f04,c1a97ad0-9a9e-4494-87df-13763da486f2,7e7c1c23-0ce7-46f2-93cf-d6f5e70e055a,74363bab-4d35-42f8-b39e-040a628144ae,d4842090-3459-40ae-b8eb-d249cb09b4df
tch_20200628-214431_47,33f3841d-b95f-11ea-94cc-0242ac110002,std_1593362928758_47,class_20200628-214431_47,mW3L-DQvP,1e93a6d2-d70a-45d2-aef8-b2e86a1bb5b0,8dfcdc35-0c31-48e2-bb51-18d6a049e45d,69770c68-da4a-48ce-b7d6-d1ebed58bd1f,fc0e8454-328e-4fa6-9752-0bfb424ed311,41730463-f99a-48f3-b355-5b86133df155
tch_20200628-214431_38,362c0e7c-b95f-11ea-94cc-0242ac110002,std_1593362932472_38,class_20200628-214431_38,WA49-Nyde,7bf0b9fc-dff3-4d3a-a090-421df4f65332,bb7d059e-e747-44da-adb4-f7a4a3ffd9b1,43982852-ce91-4a19-82f1-9dd358559428,f4671ee1-4426-43c2-9291-a55075caa69a,f1f9e3f3-7afb-46d8-9f90-1ebb50ae9429
tch_20200628-214431_46,391265bb-b95f-11ea-840b-0242ac110002,std_1593362937328_46,class_20200628-214431_46,Roq2-AwHy,aa3501d2-6010-442e-b96a-e33d472be805,b1799e49-c9a7-4a0a-b7ae-589ca35fd5cb,d587a54c-7abc-4039-ab5f-40816a37d17d,5ad8d087-8993-45a1-98cf-a3da429267e1,ccebc0a5-f7bd-4acc-98b6-980c6ad06d19
tch_20200628-214431_44,393556df-b95f-11ea-94cc-0242ac110002,std_1593362937585_44,class_20200628-214431_44,XKYd-P2LF,970c4b83-de0c-4bb8-86c4-5da626f6eb64,87d1d097-2fae-46d6-9e44-084a904d0efc,9cd9c91b-ecd8-4503-8fc8-4b742c9e91da,c5fc0ac0-0df6-412c-940a-46a8f73994ec,69f1bd79-6026-4160-923e-eb9cfd2b030e
tch_20200628-214431_50,391265e2-b95f-11ea-94cc-0242ac110002,std_1593362937058_50,class_20200628-214431_50,tWFp-4ybn,598e4d92-1549-458a-a7d9-ae38f8a178d7,4fd43205-426f-4668-ab5c-13c8543ba676,95ae6064-1aa7-48f8-962b-ce70b64774dc,263d73ac-85cf-4c3a-897a-eb6252262e87,474b12dc-3d89-4e84-b2fd-6d10592daffb
tch_20200628-214431_43,3a18641b-b95f-11ea-94cc-0242ac110002,std_1593362939067_43,class_20200628-214431_43,KQ67-cpJC,6c5ec044-7bae-4024-917c-08063b284978,0c90a3d2-52c2-465b-a682-0150b85d88d9,9cfb9bcc-3592-47d3-b215-645ba8a45e01,600a9bb2-3f0b-4584-a83b-7e8681eb60c7,4a26afaa-9b4b-4847-a6a4-17f4355fba76
tch_20200628-214431_34,3e211b8a-b95f-11ea-94cc-0242ac110002,std_1593362945835_34,class_20200628-214431_34,CQBd-gyay,a9829918-ec24-4c15-86c2-a63e959b1c0c,fa70bbb8-8a81-4260-b13e-ce864dc45259,c8469c55-9d3f-4657-a3ff-acfe87e44a85,4846f792-1838-40f4-a23d-b24b577b900c,fe273620-e627-4d2a-a73c-984b43f28187
tch_20200628-214431_45,3e4e45a3-b95f-11ea-840b-0242ac110002,std_1593362946148_45,class_20200628-214431_45,QF2A-92Wm,5184feb6-3f71-434f-b6ec-10e06bc1a367,1435568c-a11b-4180-9ed2-18f3f55d35c5,19fc62e3-00ce-4fd4-9510-5e0e968f3139,2b23d8c1-1b30-4a06-9369-b7ecd7b2bda2,eb3e418b-dd65-4efc-9083-ff74c2d92270
tch_20200628-214431_49,3c9f363c-b95f-11ea-94cc-0242ac110002,std_1593362943312_49,class_20200628-214431_49,3neM-Cn6C,c5c173d5-a57c-4415-9fd2-69c4c2a30efc,3c59c1f2-5412-4e5c-8a01-f57947612ca1,dd83981f-057b-4344-958b-2c4d839e8d3a,23b42046-4a7d-42fb-8a7e-1b3fe9a20c08,e0715457-db23-4cda-8015-2359ce6fbce4
tch_20200628-214431_35,3ebc7089-b95f-11ea-94cc-0242ac110002,std_1593362946856_35,class_20200628-214431_35,Fdwi-RKhR,a58f43b3-9eb4-47ab-a1a0-2e81743190d7,9d67d80d-d23a-4493-b6c5-93392655d239,ff4ebec9-df6a-4608-ace0-7a8882e0a85b,6a2897da-fcc3-4ae4-bcc3-fa909cfd2ee2,be16958f-8ed4-4471-b3ad-0e28d4017273
tch_20200628-214431_41,3e0aaccd-b95f-11ea-840b-0242ac110002,std_1593362945696_41,class_20200628-214431_41,e8Hf-kLJ7,f99a379f-a128-41dd-9f8f-76fe0aa33ac8,b3acb6bc-58f4-41d8-86f4-fe25ba797d8c,ff0db5ba-d123-46ca-ac0a-f77de818dee3,f65f398c-b052-48cf-b3ee-304e2c9da84c,eafc9b8d-98a5-4bdb-b953-7b74cf534374
tch_20200628-214431_51,421a8fcc-b95f-11ea-94cc-0242ac110002,std_1593362952250_51,class_20200628-214431_51,4eE2-k2mq,ab3919ef-445a-46f1-b809-9302f9b311e0,8710a538-412a-48f3-992f-88ce7cb1d6ad,a04d7d99-8994-4858-b57b-3b0114558c21,85520a22-6fe6-41bf-b37c-4aa1d19432f4,76558c38-5610-43df-b969-817d6b2ed5e7
tch_20200628-214431_39,4183f54d-b95f-11ea-94cc-0242ac110002,std_1593362951510_39,class_20200628-214431_39,9sHV-972q,dec51484-aeed-46e0-9d5c-957e4c3fec31,1520edfa-b778-476c-bf92-39f017e47021,b532f765-246a-4f8a-9d54-09b9b6efd9de,7a78f3ad-1a4c-4990-b3ee-29e3d8d91d7c,d15a39be-0353-4036-bbe6-8ac3012ae687
tch_20200628-214431_42,43e7fc63-b95f-11ea-840b-0242ac110002,std_1593362955527_42,class_20200628-214431_42,2MgV-zeDB,f4f6ae31-9878-48e7-beda-9a772134561d,36aeccb1-b87a-439a-a5bd-08dd02c81c61,28c79adf-b580-47be-bc79-de2b8a0b9a82,f87332b3-81ca-4019-9030-5ca55a1067ff,2887dc1b-462d-406b-bf38-40824f2a8ba5
tch_20200628-214431_48,42755a70-b95f-11ea-840b-0242ac110002,std_1593362953094_48,class_20200628-214431_48,bUW9-ZKyz,8cbc6819-1e60-4a2e-9296-25d0e9f8b140,56ae8520-93c9-4c01-bec0-858c2bb60415,f6d863fd-3c32-479a-a820-d3e2df26416b,0145faa3-c9eb-4fda-a9f7-8128dec31f21,8f65ae63-4ce7-494e-aa40-e7a03e95a3c3
tch_20200628-214431_36,414565c7-b95f-11ea-94cc-0242ac110002,std_1593362951109_36,class_20200628-214431_36,Bed6-kofq,d16ba14d-7716-4162-9e65-b7dc6553e776,953e933e-6f14-48dc-890c-1d96c4e4a166,793cd724-f896-493f-9f5c-652bfecf882f,cab4743d-60d5-487a-bc49-a56ea692bc61,5cc205c1-40fd-4ef2-85dd-5086b511fa32
tch_20200628-214431_47,4567bf27-b95f-11ea-840b-0242ac110002,std_1593362958052_47,class_20200628-214431_47,mW3L-DQvP,1e93a6d2-d70a-45d2-aef8-b2e86a1bb5b0,8dfcdc35-0c31-48e2-bb51-18d6a049e45d,69770c68-da4a-48ce-b7d6-d1ebed58bd1f,fc0e8454-328e-4fa6-9752-0bfb424ed311,41730463-f99a-48f3-b355-5b86133df155
tch_20200628-214431_40,4557449b-b95f-11ea-94cc-0242ac110002,std_1593362957921_40,class_20200628-214431_40,t9L3-EuXb,055ead0f-f276-4c81-bde8-f058c1545f04,c1a97ad0-9a9e-4494-87df-13763da486f2,7e7c1c23-0ce7-46f2-93cf-d6f5e70e055a,74363bab-4d35-42f8-b39e-040a628144ae,d4842090-3459-40ae-b8eb-d249cb09b4df
tch_20200628-214431_37,4534c7f0-b95f-11ea-94cc-0242ac110002,std_1593362957701_37,class_20200628-214431_37,4zEH-XF42,886c251c-9ea9-420d-9bd9-0afc6cd8bd14,36401e36-ab1a-4ba1-ae3e-6bfd9c8add3d,1186f086-4c61-43ed-b4c6-1825e6ac40bb,7c3275f5-52ea-44b0-998a-4af3890b0bc1,485988ce-1e6b-4644-bb12-5f0bf348e7e0
tch_20200628-214431_38,46c971ac-b95f-11ea-94cc-0242ac110002,std_1593362960347_38,class_20200628-214431_38,WA49-Nyde,7bf0b9fc-dff3-4d3a-a090-421df4f65332,bb7d059e-e747-44da-adb4-f7a4a3ffd9b1,43982852-ce91-4a19-82f1-9dd358559428,f4671ee1-4426-43c2-9291-a55075caa69a,f1f9e3f3-7afb-46d8-9f90-1ebb50ae9429
tch_20200628-214431_46,48b0f672-b95f-11ea-94cc-0242ac110002,std_1593362963554_46,class_20200628-214431_46,Roq2-AwHy,aa3501d2-6010-442e-b96a-e33d472be805,b1799e49-c9a7-4a0a-b7ae-589ca35fd5cb,d587a54c-7abc-4039-ab5f-40816a37d17d,5ad8d087-8993-45a1-98cf-a3da429267e1,ccebc0a5-f7bd-4acc-98b6-980c6ad06d19
tch_20200628-214431_50,4ab9be73-b95f-11ea-840b-0242ac110002,std_1593362966963_50,class_20200628-214431_50,tWFp-4ybn,598e4d92-1549-458a-a7d9-ae38f8a178d7,4fd43205-426f-4668-ab5c-13c8543ba676,95ae6064-1aa7-48f8-962b-ce70b64774dc,263d73ac-85cf-4c3a-897a-eb6252262e87,474b12dc-3d89-4e84-b2fd-6d10592daffb
tch_20200628-214431_43,4b229330-b95f-11ea-840b-0242ac110002,std_1593362967674_43,class_20200628-214431_43,KQ67-cpJC,6c5ec044-7bae-4024-917c-08063b284978,0c90a3d2-52c2-465b-a682-0150b85d88d9,9cfb9bcc-3592-47d3-b215-645ba8a45e01,600a9bb2-3f0b-4584-a83b-7e8681eb60c7,4a26afaa-9b4b-4847-a6a4-17f4355fba76
tch_20200628-214431_44,499ae151-b95f-11ea-94cc-0242ac110002,std_1593362965086_44,class_20200628-214431_44,XKYd-P2LF,970c4b83-de0c-4bb8-86c4-5da626f6eb64,87d1d097-2fae-46d6-9e44-084a904d0efc,9cd9c91b-ecd8-4503-8fc8-4b742c9e91da,c5fc0ac0-0df6-412c-940a-46a8f73994ec,69f1bd79-6026-4160-923e-eb9cfd2b030e
tch_20200628-214431_51,50c6aa9d-b95f-11ea-840b-0242ac110002,std_1593362977125_51,class_20200628-214431_51,4eE2-k2mq,ab3919ef-445a-46f1-b809-9302f9b311e0,8710a538-412a-48f3-992f-88ce7cb1d6ad,a04d7d99-8994-4858-b57b-3b0114558c21,85520a22-6fe6-41bf-b37c-4aa1d19432f4,76558c38-5610-43df-b969-817d6b2ed5e7
tch_20200628-214431_42,517e6160-b95f-11ea-840b-0242ac110002,std_1593362978319_42,class_20200628-214431_42,2MgV-zeDB,f4f6ae31-9878-48e7-beda-9a772134561d,36aeccb1-b87a-439a-a5bd-08dd02c81c61,28c79adf-b580-47be-bc79-de2b8a0b9a82,f87332b3-81ca-4019-9030-5ca55a1067ff,2887dc1b-462d-406b-bf38-40824f2a8ba5
tch_20200628-214431_45,4f1ddbd7-b95f-11ea-94cc-0242ac110002,std_1593362974341_45,class_20200628-214431_45,QF2A-92Wm,5184feb6-3f71-434f-b6ec-10e06bc1a367,1435568c-a11b-4180-9ed2-18f3f55d35c5,19fc62e3-00ce-4fd4-9510-5e0e968f3139,2b23d8c1-1b30-4a06-9369-b7ecd7b2bda2,eb3e418b-dd65-4efc-9083-ff74c2d92270
tch_20200628-214431_48,51d2c39d-b95f-11ea-840b-0242ac110002,std_1593362978884_48,class_20200628-214431_48,bUW9-ZKyz,8cbc6819-1e60-4a2e-9296-25d0e9f8b140,56ae8520-93c9-4c01-bec0-858c2bb60415,f6d863fd-3c32-479a-a820-d3e2df26416b,0145faa3-c9eb-4fda-a9f7-8128dec31f21,8f65ae63-4ce7-494e-aa40-e7a03e95a3c3
tch_20200628-214431_35,4f927003-b95f-11ea-840b-0242ac110002,std_1593362975105_35,class_20200628-214431_35,Fdwi-RKhR,a58f43b3-9eb4-47ab-a1a0-2e81743190d7,9d67d80d-d23a-4493-b6c5-93392655d239,ff4ebec9-df6a-4608-ace0-7a8882e0a85b,6a2897da-fcc3-4ae4-bcc3-fa909cfd2ee2,be16958f-8ed4-4471-b3ad-0e28d4017273
tch_20200628-214431_52,4f593785-b95f-11ea-840b-0242ac110002,std_1593362974439_52,class_20200628-214431_52,H8LX-2w4t,97745798-e682-46a2-862e-9d861d441642,e8d63955-1974-4c12-bc6b-fa1d129535a7,55c3d8c7-939d-4bc1-bf5c-0ced59968e0e,22ce011b-194f-49a2-9a80-ecae5a4b5e0a,3edd4212-8a1b-4302-af7a-1ddd20c13032
tch_20200628-214431_41,5030abe7-b95f-11ea-94cc-0242ac110002,std_1593362976144_41,class_20200628-214431_41,e8Hf-kLJ7,f99a379f-a128-41dd-9f8f-76fe0aa33ac8,b3acb6bc-58f4-41d8-86f4-fe25ba797d8c,ff0db5ba-d123-46ca-ac0a-f77de818dee3,f65f398c-b052-48cf-b3ee-304e2c9da84c,eafc9b8d-98a5-4bdb-b953-7b74cf534374
tch_20200628-214431_49,4f5b5abf-b95f-11ea-94cc-0242ac110002,std_1593362974743_49,class_20200628-214431_49,3neM-Cn6C,c5c173d5-a57c-4415-9fd2-69c4c2a30efc,3c59c1f2-5412-4e5c-8a01-f57947612ca1,dd83981f-057b-4344-958b-2c4d839e8d3a,23b42046-4a7d-42fb-8a7e-1b3fe9a20c08,e0715457-db23-4cda-8015-2359ce6fbce4
tch_20200628-214431_39,514a0b53-b95f-11ea-840b-0242ac110002,std_1593362977997_39,class_20200628-214431_39,9sHV-972q,dec51484-aeed-46e0-9d5c-957e4c3fec31,1520edfa-b778-476c-bf92-39f017e47021,b532f765-246a-4f8a-9d54-09b9b6efd9de,7a78f3ad-1a4c-4990-b3ee-29e3d8d91d7c,d15a39be-0353-4036-bbe6-8ac3012ae687
tch_20200628-214431_36,53503b57-b95f-11ea-840b-0242ac110002,std_1593362981359_36,class_20200628-214431_36,Bed6-kofq,d16ba14d-7716-4162-9e65-b7dc6553e776,953e933e-6f14-48dc-890c-1d96c4e4a166,793cd724-f896-493f-9f5c-652bfecf882f,cab4743d-60d5-487a-bc49-a56ea692bc61,5cc205c1-40fd-4ef2-85dd-5086b511fa32
tch_20200628-214431_47,547ad879-b95f-11ea-94cc-0242ac110002,std_1593362983337_47,class_20200628-214431_47,mW3L-DQvP,1e93a6d2-d70a-45d2-aef8-b2e86a1bb5b0,8dfcdc35-0c31-48e2-bb51-18d6a049e45d,69770c68-da4a-48ce-b7d6-d1ebed58bd1f,fc0e8454-328e-4fa6-9752-0bfb424ed311,41730463-f99a-48f3-b355-5b86133df155
tch_20200628-214431_37,56ffd620-b95f-11ea-94cc-0242ac110002,std_1593362987565_37,class_20200628-214431_37,4zEH-XF42,886c251c-9ea9-420d-9bd9-0afc6cd8bd14,36401e36-ab1a-4ba1-ae3e-6bfd9c8add3d,1186f086-4c61-43ed-b4c6-1825e6ac40bb,7c3275f5-52ea-44b0-998a-4af3890b0bc1,485988ce-1e6b-4644-bb12-5f0bf348e7e0
tch_20200628-214431_40,56f79885-b95f-11ea-94cc-0242ac110002,std_1593362987492_40,class_20200628-214431_40,t9L3-EuXb,055ead0f-f276-4c81-bde8-f058c1545f04,c1a97ad0-9a9e-4494-87df-13763da486f2,7e7c1c23-0ce7-46f2-93cf-d6f5e70e055a,74363bab-4d35-42f8-b39e-040a628144ae,d4842090-3459-40ae-b8eb-d249cb09b4df
tch_20200628-214431_46,59179222-b95f-11ea-94cc-0242ac110002,std_1593362991083_46,class_20200628-214431_46,Roq2-AwHy,aa3501d2-6010-442e-b96a-e33d472be805,b1799e49-c9a7-4a0a-b7ae-589ca35fd5cb,d587a54c-7abc-4039-ab5f-40816a37d17d,5ad8d087-8993-45a1-98cf-a3da429267e1,ccebc0a5-f7bd-4acc-98b6-980c6ad06d19
