tchextid,studentuuid,stuextid,classtitle,classcode,assignedgrp1,ag2,ag3,ag4,ag5
tch_20200625-194027_62,2e2e1d30-b6f8-11ea-94cc-0242ac110002,std_1593098763650_62,class_20200625-194027_62,D8rX-F4rb,dedfa601-d9b4-452f-a87b-42a092982787,d641c818-7384-4eb0-8972-82a54598b712,132e47cf-0042-4ea6-8306-a8cb681a033d,1e74c93d-b685-48e1-a1da-416966d48633,c60b9e24-0de7-433c-890e-fc6864a4e876
tch_20200625-194027_69,31730f0d-b6f8-11ea-94cc-0242ac110002,std_1593098769160_69,class_20200625-194027_69,zT9Y-Z2ZV,de592888-fe85-4035-9233-2d52083a0797,0aba7122-09ca-40b0-9643-7495983faebf,d9cd3ff7-d6b5-4451-943e-ebf915f5ca6e,cec1c1d1-27b0-46b5-a194-fda42f8a86ec,ef2b8dd6-e085-4e8d-a8b7-8af6fd107037
tch_20200625-194027_63,32d0a341-b6f8-11ea-94cc-0242ac110002,std_1593098771429_63,class_20200625-194027_63,dM2U-n2kD,94b4ba0d-913b-4b9c-bbad-ea3b82339186,971b33ff-f56a-4ef8-9617-7312ee05a535,dceeb02e-d572-4ff3-987a-f32fe526b226,b1f25a4a-6509-422a-99a3-6bff6158930a,fa1a44ef-87b6-443b-8b29-3270834b68d6
tch_20200625-194027_68,34362640-b6f8-11ea-840b-0242ac110002,std_1593098773691_68,class_20200625-194027_68,6RyT-r6r2,e0caefc7-b23f-42aa-b66f-bd086b3eae09,fc5be4a6-1ee0-4f71-a45f-f61094976869,dcec9796-b11c-4e66-b3ef-8b08973c92aa,43f33fac-dffe-49d0-b208-12942c8cb84c,0b6b6846-d18e-445a-8b2d-5af44ded2b70
tch_20200625-194027_65,354c9fed-b6f8-11ea-94cc-0242ac110002,std_1593098775610_65,class_20200625-194027_65,Bz93-NVWo,00c634b1-f784-4ebd-be63-9994a1190586,8926e0e5-9cff-4d2d-a276-50d696a733c2,a927a333-c2f3-4871-972e-ded49567158b,8d9b7b16-1329-4318-a9ff-e7ce99b436a0,4fb72728-f555-43a1-8c38-b6c053a69973
tch_20200625-194027_70,3614f8d2-b6f8-11ea-94cc-0242ac110002,std_1593098776526_70,class_20200625-194027_70,WT3s-khs4,6c663578-d8ab-4f72-bbdd-078a4facb3d4,b6767f2a-db04-4b9d-98e7-a0469a755983,0d469c11-d96e-4163-9f28-5cc435adc373,d5af7e14-b421-41b3-96cf-b5d92453cc7e,98be8fdf-2f1f-4dce-b422-b2927ffec90e
tch_20200625-194027_61,38d1a824-b6f8-11ea-94cc-0242ac110002,std_1593098781489_61,class_20200625-194027_61,LAt3-Np8M,1fbdb764-6dd9-4a72-b619-2a64849470d5,41f4e6bf-1e5a-401d-9b07-e133c0776293,e36dd631-19e3-46f9-8225-b539592849cd,85b25e19-69fd-4861-aac6-bcebc1df3747,7a903431-9676-42be-8e99-851e551fa776
tch_20200625-194027_67,3d828550-b6f8-11ea-840b-0242ac110002,std_1593098789380_67,class_20200625-194027_67,wd8m-p67x,de03d545-aa28-459b-b72a-a7cfca13e1b2,2b1443b3-56d4-41d7-b14c-4babd3b62aaa,b8dd2dcd-2d93-4cc1-8718-3d87255a0022,d35d750f-8835-4750-bfd1-009ef2362015,3d021754-9014-41e6-8335-9b09970b1306
tch_20200625-194027_62,3de2f57c-b6f8-11ea-840b-0242ac110002,std_1593098789996_62,class_20200625-194027_62,D8rX-F4rb,dedfa601-d9b4-452f-a87b-42a092982787,d641c818-7384-4eb0-8972-82a54598b712,132e47cf-0042-4ea6-8306-a8cb681a033d,1e74c93d-b685-48e1-a1da-416966d48633,c60b9e24-0de7-433c-890e-fc6864a4e876
tch_20200625-194027_64,3add07ad-b6f8-11ea-94cc-0242ac110002,std_1593098784949_64,class_20200625-194027_64,P7gk-3dW3,97d505eb-0bc1-4ff0-9f8a-0770cf19438b,e5ca8266-570c-4167-946a-ea6a85a089be,6bf20930-d6a9-4e2b-bbcc-9806ec179349,66c11c1f-2ecb-4e76-b6ad-69514c42103f,4e2a4db0-c445-4330-9ed9-16bbbe0f5137
tch_20200625-194027_66,3d410fd9-b6f8-11ea-94cc-0242ac110002,std_1593098788947_66,class_20200625-194027_66,4gjQ-8pGf,5d46792e-85f6-41b8-9ec8-a8df61051d0a,d8c662b1-c483-4a7b-8c5b-72cc1ba1d46d,34d5f013-f4bb-4126-b56d-8baeeb31054d,294fd8d5-f31a-4cc5-8a74-c9e2c126f58a,17137de3-2795-48c6-90f1-839d6b9c91a0
tch_20200625-194027_63,43fbc789-b6f8-11ea-94cc-0242ac110002,std_1593098800242_63,class_20200625-194027_63,dM2U-n2kD,94b4ba0d-913b-4b9c-bbad-ea3b82339186,971b33ff-f56a-4ef8-9617-7312ee05a535,dceeb02e-d572-4ff3-987a-f32fe526b226,b1f25a4a-6509-422a-99a3-6bff6158930a,fa1a44ef-87b6-443b-8b29-3270834b68d6
tch_20200625-194027_69,4241947b-b6f8-11ea-94cc-0242ac110002,std_1593098797320_69,class_20200625-194027_69,zT9Y-Z2ZV,de592888-fe85-4035-9233-2d52083a0797,0aba7122-09ca-40b0-9643-7495983faebf,d9cd3ff7-d6b5-4451-943e-ebf915f5ca6e,cec1c1d1-27b0-46b5-a194-fda42f8a86ec,ef2b8dd6-e085-4e8d-a8b7-8af6fd107037
tch_20200625-194027_65,455d2c11-b6f8-11ea-840b-0242ac110002,std_1593098802575_65,class_20200625-194027_65,Bz93-NVWo,00c634b1-f784-4ebd-be63-9994a1190586,8926e0e5-9cff-4d2d-a276-50d696a733c2,a927a333-c2f3-4871-972e-ded49567158b,8d9b7b16-1329-4318-a9ff-e7ce99b436a0,4fb72728-f555-43a1-8c38-b6c053a69973
tch_20200625-194027_70,46c017a8-b6f8-11ea-840b-0242ac110002,std_1593098804882_70,class_20200625-194027_70,WT3s-khs4,6c663578-d8ab-4f72-bbdd-078a4facb3d4,b6767f2a-db04-4b9d-98e7-a0469a755983,0d469c11-d96e-4163-9f28-5cc435adc373,d5af7e14-b421-41b3-96cf-b5d92453cc7e,98be8fdf-2f1f-4dce-b422-b2927ffec90e
tch_20200625-194027_68,4553b6a5-b6f8-11ea-94cc-0242ac110002,std_1593098802499_68,class_20200625-194027_68,6RyT-r6r2,e0caefc7-b23f-42aa-b66f-bd086b3eae09,fc5be4a6-1ee0-4f71-a45f-f61094976869,dcec9796-b11c-4e66-b3ef-8b08973c92aa,43f33fac-dffe-49d0-b208-12942c8cb84c,0b6b6846-d18e-445a-8b2d-5af44ded2b70
tch_20200625-194027_62,4c44244b-b6f8-11ea-94cc-0242ac110002,std_1593098814117_62,class_20200625-194027_62,D8rX-F4rb,dedfa601-d9b4-452f-a87b-42a092982787,d641c818-7384-4eb0-8972-82a54598b712,132e47cf-0042-4ea6-8306-a8cb681a033d,1e74c93d-b685-48e1-a1da-416966d48633,c60b9e24-0de7-433c-890e-fc6864a4e876
tch_20200625-194027_67,4b5dbb70-b6f8-11ea-840b-0242ac110002,std_1593098812628_67,class_20200625-194027_67,wd8m-p67x,de03d545-aa28-459b-b72a-a7cfca13e1b2,2b1443b3-56d4-41d7-b14c-4babd3b62aaa,b8dd2dcd-2d93-4cc1-8718-3d87255a0022,d35d750f-8835-4750-bfd1-009ef2362015,3d021754-9014-41e6-8335-9b09970b1306
tch_20200625-194027_66,4e62490d-b6f8-11ea-840b-0242ac110002,std_1593098817692_66,class_20200625-194027_66,4gjQ-8pGf,5d46792e-85f6-41b8-9ec8-a8df61051d0a,d8c662b1-c483-4a7b-8c5b-72cc1ba1d46d,34d5f013-f4bb-4126-b56d-8baeeb31054d,294fd8d5-f31a-4cc5-8a74-c9e2c126f58a,17137de3-2795-48c6-90f1-839d6b9c91a0
tch_20200625-194027_64,4c85e7ed-b6f8-11ea-94cc-0242ac110002,std_1593098814555_64,class_20200625-194027_64,P7gk-3dW3,97d505eb-0bc1-4ff0-9f8a-0770cf19438b,e5ca8266-570c-4167-946a-ea6a85a089be,6bf20930-d6a9-4e2b-bbcc-9806ec179349,66c11c1f-2ecb-4e76-b6ad-69514c42103f,4e2a4db0-c445-4330-9ed9-16bbbe0f5137
tch_20200625-194027_69,52b612e5-b6f8-11ea-94cc-0242ac110002,std_1593098824957_69,class_20200625-194027_69,zT9Y-Z2ZV,de592888-fe85-4035-9233-2d52083a0797,0aba7122-09ca-40b0-9643-7495983faebf,d9cd3ff7-d6b5-4451-943e-ebf915f5ca6e,cec1c1d1-27b0-46b5-a194-fda42f8a86ec,ef2b8dd6-e085-4e8d-a8b7-8af6fd107037
tch_20200625-194027_63,52301981-b6f8-11ea-840b-0242ac110002,std_1593098824063_63,class_20200625-194027_63,dM2U-n2kD,94b4ba0d-913b-4b9c-bbad-ea3b82339186,971b33ff-f56a-4ef8-9617-7312ee05a535,dceeb02e-d572-4ff3-987a-f32fe526b226,b1f25a4a-6509-422a-99a3-6bff6158930a,fa1a44ef-87b6-443b-8b29-3270834b68d6
tch_20200625-194027_65,5641d149-b6f8-11ea-94cc-0242ac110002,std_1593098830885_65,class_20200625-194027_65,Bz93-NVWo,00c634b1-f784-4ebd-be63-9994a1190586,8926e0e5-9cff-4d2d-a276-50d696a733c2,a927a333-c2f3-4871-972e-ded49567158b,8d9b7b16-1329-4318-a9ff-e7ce99b436a0,4fb72728-f555-43a1-8c38-b6c053a69973
tch_20200625-194027_70,56b4b741-b6f8-11ea-840b-0242ac110002,std_1593098831639_70,class_20200625-194027_70,WT3s-khs4,6c663578-d8ab-4f72-bbdd-078a4facb3d4,b6767f2a-db04-4b9d-98e7-a0469a755983,0d469c11-d96e-4163-9f28-5cc435adc373,d5af7e14-b421-41b3-96cf-b5d92453cc7e,98be8fdf-2f1f-4dce-b422-b2927ffec90e
tch_20200625-194027_68,57620ef9-b6f8-11ea-94cc-0242ac110002,std_1593098832780_68,class_20200625-194027_68,6RyT-r6r2,e0caefc7-b23f-42aa-b66f-bd086b3eae09,fc5be4a6-1ee0-4f71-a45f-f61094976869,dcec9796-b11c-4e66-b3ef-8b08973c92aa,43f33fac-dffe-49d0-b208-12942c8cb84c,0b6b6846-d18e-445a-8b2d-5af44ded2b70
tch_20200625-194027_67,5c7f6a2d-b6f8-11ea-94cc-0242ac110002,std_1593098841337_67,class_20200625-194027_67,wd8m-p67x,de03d545-aa28-459b-b72a-a7cfca13e1b2,2b1443b3-56d4-41d7-b14c-4babd3b62aaa,b8dd2dcd-2d93-4cc1-8718-3d87255a0022,d35d750f-8835-4750-bfd1-009ef2362015,3d021754-9014-41e6-8335-9b09970b1306
tch_20200625-194027_64,5d42b97a-b6f8-11ea-840b-0242ac110002,std_1593098842645_64,class_20200625-194027_64,P7gk-3dW3,97d505eb-0bc1-4ff0-9f8a-0770cf19438b,e5ca8266-570c-4167-946a-ea6a85a089be,6bf20930-d6a9-4e2b-bbcc-9806ec179349,66c11c1f-2ecb-4e76-b6ad-69514c42103f,4e2a4db0-c445-4330-9ed9-16bbbe0f5137
tch_20200625-194027_66,5d3af212-b6f8-11ea-840b-0242ac110002,std_1593098842592_66,class_20200625-194027_66,4gjQ-8pGf,5d46792e-85f6-41b8-9ec8-a8df61051d0a,d8c662b1-c483-4a7b-8c5b-72cc1ba1d46d,34d5f013-f4bb-4126-b56d-8baeeb31054d,294fd8d5-f31a-4cc5-8a74-c9e2c126f58a,17137de3-2795-48c6-90f1-839d6b9c91a0
tch_20200625-194027_69,607646a5-b6f8-11ea-94cc-0242ac110002,std_1593098848011_69,class_20200625-194027_69,zT9Y-Z2ZV,de592888-fe85-4035-9233-2d52083a0797,0aba7122-09ca-40b0-9643-7495983faebf,d9cd3ff7-d6b5-4451-943e-ebf915f5ca6e,cec1c1d1-27b0-46b5-a194-fda42f8a86ec,ef2b8dd6-e085-4e8d-a8b7-8af6fd107037
tch_20200625-194027_63,62a4bfb7-b6f8-11ea-94cc-0242ac110002,std_1593098851664_63,class_20200625-194027_63,dM2U-n2kD,94b4ba0d-913b-4b9c-bbad-ea3b82339186,971b33ff-f56a-4ef8-9617-7312ee05a535,dceeb02e-d572-4ff3-987a-f32fe526b226,b1f25a4a-6509-422a-99a3-6bff6158930a,fa1a44ef-87b6-443b-8b29-3270834b68d6
tch_20200625-194027_65,64f23168-b6f8-11ea-840b-0242ac110002,std_1593098855556_65,class_20200625-194027_65,Bz93-NVWo,00c634b1-f784-4ebd-be63-9994a1190586,8926e0e5-9cff-4d2d-a276-50d696a733c2,a927a333-c2f3-4871-972e-ded49567158b,8d9b7b16-1329-4318-a9ff-e7ce99b436a0,4fb72728-f555-43a1-8c38-b6c053a69973
tch_20200625-194027_71,66623c34-b6f8-11ea-840b-0242ac110002,std_1593098857614_71,class_20200625-194027_71,34u4-6426,4a71fa43-441b-45a7-a55e-d7cdf34f3513,92101cd6-77e0-4eba-85f1-4f6892837b0b,c014aae6-ed2c-4b80-a9c4-685ed34b5388,078430b4-6361-4e53-ae99-69adc248f40d,a3529dd0-95f5-4cbd-8f50-51f53644e341
tch_20200625-194027_68,67aae993-b6f8-11ea-840b-0242ac110002,std_1593098860109_68,class_20200625-194027_68,6RyT-r6r2,e0caefc7-b23f-42aa-b66f-bd086b3eae09,fc5be4a6-1ee0-4f71-a45f-f61094976869,dcec9796-b11c-4e66-b3ef-8b08973c92aa,43f33fac-dffe-49d0-b208-12942c8cb84c,0b6b6846-d18e-445a-8b2d-5af44ded2b70
tch_20200625-194027_70,66db63a2-b6f8-11ea-840b-0242ac110002,std_1593098858745_70,class_20200625-194027_70,WT3s-khs4,6c663578-d8ab-4f72-bbdd-078a4facb3d4,b6767f2a-db04-4b9d-98e7-a0469a755983,0d469c11-d96e-4163-9f28-5cc435adc373,d5af7e14-b421-41b3-96cf-b5d92453cc7e,98be8fdf-2f1f-4dce-b422-b2927ffec90e
tch_20200625-194027_64,6c429986-b6f8-11ea-840b-0242ac110002,std_1593098867800_64,class_20200625-194027_64,P7gk-3dW3,97d505eb-0bc1-4ff0-9f8a-0770cf19438b,e5ca8266-570c-4167-946a-ea6a85a089be,6bf20930-d6a9-4e2b-bbcc-9806ec179349,66c11c1f-2ecb-4e76-b6ad-69514c42103f,4e2a4db0-c445-4330-9ed9-16bbbe0f5137
tch_20200625-194027_67,6a6b41ff-b6f8-11ea-94cc-0242ac110002,std_1593098864702_67,class_20200625-194027_67,wd8m-p67x,de03d545-aa28-459b-b72a-a7cfca13e1b2,2b1443b3-56d4-41d7-b14c-4babd3b62aaa,b8dd2dcd-2d93-4cc1-8718-3d87255a0022,d35d750f-8835-4750-bfd1-009ef2362015,3d021754-9014-41e6-8335-9b09970b1306
tch_20200625-194027_66,6dbd5313-b6f8-11ea-94cc-0242ac110002,std_1593098870307_66,class_20200625-194027_66,4gjQ-8pGf,5d46792e-85f6-41b8-9ec8-a8df61051d0a,d8c662b1-c483-4a7b-8c5b-72cc1ba1d46d,34d5f013-f4bb-4126-b56d-8baeeb31054d,294fd8d5-f31a-4cc5-8a74-c9e2c126f58a,17137de3-2795-48c6-90f1-839d6b9c91a0
tch_20200625-194027_65,747d616e-b6f8-11ea-94cc-0242ac110002,std_1593098881592_65,class_20200625-194027_65,Bz93-NVWo,00c634b1-f784-4ebd-be63-9994a1190586,8926e0e5-9cff-4d2d-a276-50d696a733c2,a927a333-c2f3-4871-972e-ded49567158b,8d9b7b16-1329-4318-a9ff-e7ce99b436a0,4fb72728-f555-43a1-8c38-b6c053a69973
tch_20200625-194027_63,733f3c9a-b6f8-11ea-840b-0242ac110002,std_1593098879554_63,class_20200625-194027_63,dM2U-n2kD,94b4ba0d-913b-4b9c-bbad-ea3b82339186,971b33ff-f56a-4ef8-9617-7312ee05a535,dceeb02e-d572-4ff3-987a-f32fe526b226,b1f25a4a-6509-422a-99a3-6bff6158930a,fa1a44ef-87b6-443b-8b29-3270834b68d6
tch_20200625-194027_69,72550361-b6f8-11ea-94cc-0242ac110002,std_1593098877992_69,class_20200625-194027_69,zT9Y-Z2ZV,de592888-fe85-4035-9233-2d52083a0797,0aba7122-09ca-40b0-9643-7495983faebf,d9cd3ff7-d6b5-4451-943e-ebf915f5ca6e,cec1c1d1-27b0-46b5-a194-fda42f8a86ec,ef2b8dd6-e085-4e8d-a8b7-8af6fd107037
tch_20200625-194027_71,75c6f8a7-b6f8-11ea-840b-0242ac110002,std_1593098883782_71,class_20200625-194027_71,34u4-6426,4a71fa43-441b-45a7-a55e-d7cdf34f3513,92101cd6-77e0-4eba-85f1-4f6892837b0b,c014aae6-ed2c-4b80-a9c4-685ed34b5388,078430b4-6361-4e53-ae99-69adc248f40d,a3529dd0-95f5-4cbd-8f50-51f53644e341
tch_20200625-194027_68,774e34fb-b6f8-11ea-840b-0242ac110002,std_1593098886339_68,class_20200625-194027_68,6RyT-r6r2,e0caefc7-b23f-42aa-b66f-bd086b3eae09,fc5be4a6-1ee0-4f71-a45f-f61094976869,dcec9796-b11c-4e66-b3ef-8b08973c92aa,43f33fac-dffe-49d0-b208-12942c8cb84c,0b6b6846-d18e-445a-8b2d-5af44ded2b70
tch_20200625-194027_70,787046aa-b6f8-11ea-840b-0242ac110002,std_1593098888233_70,class_20200625-194027_70,WT3s-khs4,6c663578-d8ab-4f72-bbdd-078a4facb3d4,b6767f2a-db04-4b9d-98e7-a0469a755983,0d469c11-d96e-4163-9f28-5cc435adc373,d5af7e14-b421-41b3-96cf-b5d92453cc7e,98be8fdf-2f1f-4dce-b422-b2927ffec90e
tch_20200625-194027_64,7aa0463f-b6f8-11ea-94cc-0242ac110002,std_1593098891915_64,class_20200625-194027_64,P7gk-3dW3,97d505eb-0bc1-4ff0-9f8a-0770cf19438b,e5ca8266-570c-4167-946a-ea6a85a089be,6bf20930-d6a9-4e2b-bbcc-9806ec179349,66c11c1f-2ecb-4e76-b6ad-69514c42103f,4e2a4db0-c445-4330-9ed9-16bbbe0f5137
tch_20200625-194027_67,7b4d75e4-b6f8-11ea-840b-0242ac110002,std_1593098893046_67,class_20200625-194027_67,wd8m-p67x,de03d545-aa28-459b-b72a-a7cfca13e1b2,2b1443b3-56d4-41d7-b14c-4babd3b62aaa,b8dd2dcd-2d93-4cc1-8718-3d87255a0022,d35d750f-8835-4750-bfd1-009ef2362015,3d021754-9014-41e6-8335-9b09970b1306
tch_20200625-194027_66,7b7b1600-b6f8-11ea-840b-0242ac110002,std_1593098893340_66,class_20200625-194027_66,4gjQ-8pGf,5d46792e-85f6-41b8-9ec8-a8df61051d0a,d8c662b1-c483-4a7b-8c5b-72cc1ba1d46d,34d5f013-f4bb-4126-b56d-8baeeb31054d,294fd8d5-f31a-4cc5-8a74-c9e2c126f58a,17137de3-2795-48c6-90f1-839d6b9c91a0
tch_20200625-194027_72,7d6929c0-b6f8-11ea-94cc-0242ac110002,std_1593098896292_72,class_20200625-194027_72,Rajt-V42W,ec33f22c-d002-4e4f-9294-071510d53fe4,f346637c-2ee9-4eca-9aa4-d628d38bffec,7ba1bd83-7e87-4c08-9c7e-1dc42ae3bce6,c4435ae8-4662-46c4-bbd7-ac347abb7111,dcff982b-32c0-4687-866c-992e3abd3f48
tch_20200625-194027_71,84e9c9e5-b6f8-11ea-840b-0242ac110002,std_1593098909192_71,class_20200625-194027_71,34u4-6426,4a71fa43-441b-45a7-a55e-d7cdf34f3513,92101cd6-77e0-4eba-85f1-4f6892837b0b,c014aae6-ed2c-4b80-a9c4-685ed34b5388,078430b4-6361-4e53-ae99-69adc248f40d,a3529dd0-95f5-4cbd-8f50-51f53644e341
tch_20200625-194027_65,83395a42-b6f8-11ea-94cc-0242ac110002,std_1593098906327_65,class_20200625-194027_65,Bz93-NVWo,00c634b1-f784-4ebd-be63-9994a1190586,8926e0e5-9cff-4d2d-a276-50d696a733c2,a927a333-c2f3-4871-972e-ded49567158b,8d9b7b16-1329-4318-a9ff-e7ce99b436a0,4fb72728-f555-43a1-8c38-b6c053a69973
tch_20200625-194027_69,843df9c8-b6f8-11ea-840b-0242ac110002,std_1593098908062_69,class_20200625-194027_69,zT9Y-Z2ZV,de592888-fe85-4035-9233-2d52083a0797,0aba7122-09ca-40b0-9643-7495983faebf,d9cd3ff7-d6b5-4451-943e-ebf915f5ca6e,cec1c1d1-27b0-46b5-a194-fda42f8a86ec,ef2b8dd6-e085-4e8d-a8b7-8af6fd107037
tch_20200625-194027_68,877297f1-b6f8-11ea-94cc-0242ac110002,std_1593098913422_68,class_20200625-194027_68,6RyT-r6r2,e0caefc7-b23f-42aa-b66f-bd086b3eae09,fc5be4a6-1ee0-4f71-a45f-f61094976869,dcec9796-b11c-4e66-b3ef-8b08973c92aa,43f33fac-dffe-49d0-b208-12942c8cb84c,0b6b6846-d18e-445a-8b2d-5af44ded2b70
tch_20200625-194027_70,87c858de-b6f8-11ea-94cc-0242ac110002,std_1593098913991_70,class_20200625-194027_70,WT3s-khs4,6c663578-d8ab-4f72-bbdd-078a4facb3d4,b6767f2a-db04-4b9d-98e7-a0469a755983,0d469c11-d96e-4163-9f28-5cc435adc373,d5af7e14-b421-41b3-96cf-b5d92453cc7e,98be8fdf-2f1f-4dce-b422-b2927ffec90e
tch_20200625-194027_64,89a13759-b6f8-11ea-840b-0242ac110002,std_1593098917109_64,class_20200625-194027_64,P7gk-3dW3,97d505eb-0bc1-4ff0-9f8a-0770cf19438b,e5ca8266-570c-4167-946a-ea6a85a089be,6bf20930-d6a9-4e2b-bbcc-9806ec179349,66c11c1f-2ecb-4e76-b6ad-69514c42103f,4e2a4db0-c445-4330-9ed9-16bbbe0f5137
tch_20200625-194027_66,8b3348ac-b6f8-11ea-840b-0242ac110002,std_1593098919740_66,class_20200625-194027_66,4gjQ-8pGf,5d46792e-85f6-41b8-9ec8-a8df61051d0a,d8c662b1-c483-4a7b-8c5b-72cc1ba1d46d,34d5f013-f4bb-4126-b56d-8baeeb31054d,294fd8d5-f31a-4cc5-8a74-c9e2c126f58a,17137de3-2795-48c6-90f1-839d6b9c91a0
tch_20200625-194027_72,8d052306-b6f8-11ea-94cc-0242ac110002,std_1593098922778_72,class_20200625-194027_72,Rajt-V42W,ec33f22c-d002-4e4f-9294-071510d53fe4,f346637c-2ee9-4eca-9aa4-d628d38bffec,7ba1bd83-7e87-4c08-9c7e-1dc42ae3bce6,c4435ae8-4662-46c4-bbd7-ac347abb7111,dcff982b-32c0-4687-866c-992e3abd3f48
tch_20200625-194027_67,8ab258bb-b6f8-11ea-94cc-0242ac110002,std_1593098918885_67,class_20200625-194027_67,wd8m-p67x,de03d545-aa28-459b-b72a-a7cfca13e1b2,2b1443b3-56d4-41d7-b14c-4babd3b62aaa,b8dd2dcd-2d93-4cc1-8718-3d87255a0022,d35d750f-8835-4750-bfd1-009ef2362015,3d021754-9014-41e6-8335-9b09970b1306
tch_20200625-194027_71,9321c537-b6f8-11ea-94cc-0242ac110002,std_1593098933037_71,class_20200625-194027_71,34u4-6426,4a71fa43-441b-45a7-a55e-d7cdf34f3513,92101cd6-77e0-4eba-85f1-4f6892837b0b,c014aae6-ed2c-4b80-a9c4-685ed34b5388,078430b4-6361-4e53-ae99-69adc248f40d,a3529dd0-95f5-4cbd-8f50-51f53644e341
tch_20200625-194027_65,93cef5f1-b6f8-11ea-94cc-0242ac110002,std_1593098934141_65,class_20200625-194027_65,Bz93-NVWo,00c634b1-f784-4ebd-be63-9994a1190586,8926e0e5-9cff-4d2d-a276-50d696a733c2,a927a333-c2f3-4871-972e-ded49567158b,8d9b7b16-1329-4318-a9ff-e7ce99b436a0,4fb72728-f555-43a1-8c38-b6c053a69973
tch_20200625-194027_68,9685d871-b6f8-11ea-840b-0242ac110002,std_1593098938723_68,class_20200625-194027_68,6RyT-r6r2,e0caefc7-b23f-42aa-b66f-bd086b3eae09,fc5be4a6-1ee0-4f71-a45f-f61094976869,dcec9796-b11c-4e66-b3ef-8b08973c92aa,43f33fac-dffe-49d0-b208-12942c8cb84c,0b6b6846-d18e-445a-8b2d-5af44ded2b70
tch_20200625-194027_69,96058435-b6f8-11ea-840b-0242ac110002,std_1593098937881_69,class_20200625-194027_69,zT9Y-Z2ZV,de592888-fe85-4035-9233-2d52083a0797,0aba7122-09ca-40b0-9643-7495983faebf,d9cd3ff7-d6b5-4451-943e-ebf915f5ca6e,cec1c1d1-27b0-46b5-a194-fda42f8a86ec,ef2b8dd6-e085-4e8d-a8b7-8af6fd107037
tch_20200625-194027_70,98d9174b-b6f8-11ea-840b-0242ac110002,std_1593098942626_70,class_20200625-194027_70,WT3s-khs4,6c663578-d8ab-4f72-bbdd-078a4facb3d4,b6767f2a-db04-4b9d-98e7-a0469a755983,0d469c11-d96e-4163-9f28-5cc435adc373,d5af7e14-b421-41b3-96cf-b5d92453cc7e,98be8fdf-2f1f-4dce-b422-b2927ffec90e
tch_20200625-194027_66,9a2f0a04-b6f8-11ea-840b-0242ac110002,std_1593098944857_66,class_20200625-194027_66,4gjQ-8pGf,5d46792e-85f6-41b8-9ec8-a8df61051d0a,d8c662b1-c483-4a7b-8c5b-72cc1ba1d46d,34d5f013-f4bb-4126-b56d-8baeeb31054d,294fd8d5-f31a-4cc5-8a74-c9e2c126f58a,17137de3-2795-48c6-90f1-839d6b9c91a0
tch_20200625-194027_64,994371b4-b6f8-11ea-840b-0242ac110002,std_1593098943321_64,class_20200625-194027_64,P7gk-3dW3,97d505eb-0bc1-4ff0-9f8a-0770cf19438b,e5ca8266-570c-4167-946a-ea6a85a089be,6bf20930-d6a9-4e2b-bbcc-9806ec179349,66c11c1f-2ecb-4e76-b6ad-69514c42103f,4e2a4db0-c445-4330-9ed9-16bbbe0f5137
tch_20200625-194027_67,9c16b65b-b6f8-11ea-840b-0242ac110002,std_1593098948033_67,class_20200625-194027_67,wd8m-p67x,de03d545-aa28-459b-b72a-a7cfca13e1b2,2b1443b3-56d4-41d7-b14c-4babd3b62aaa,b8dd2dcd-2d93-4cc1-8718-3d87255a0022,d35d750f-8835-4750-bfd1-009ef2362015,3d021754-9014-41e6-8335-9b09970b1306
tch_20200625-194027_72,9b67ff87-b6f8-11ea-94cc-0242ac110002,std_1593098946910_72,class_20200625-194027_72,Rajt-V42W,ec33f22c-d002-4e4f-9294-071510d53fe4,f346637c-2ee9-4eca-9aa4-d628d38bffec,7ba1bd83-7e87-4c08-9c7e-1dc42ae3bce6,c4435ae8-4662-46c4-bbd7-ac347abb7111,dcff982b-32c0-4687-866c-992e3abd3f48
tch_20200625-194027_73,9e4fdcaa-b6f8-11ea-840b-0242ac110002,std_1593098951468_73,class_20200625-194027_73,Ak7c-6kW8,0feab93d-b90d-489f-9204-fc8633c06252,ea7804b3-4a9a-4131-b3f0-b94c1be7a9ee,58d28bf1-4ab0-4dfc-b2f9-50fa00dc1025,934decf3-af42-40ea-9bac-66d13defb09b,a1490c9f-2789-46bb-9321-3fcebe4044ea
tch_20200625-194027_71,a1efe76c-b6f8-11ea-840b-0242ac110002,std_1593098957877_71,class_20200625-194027_71,34u4-6426,4a71fa43-441b-45a7-a55e-d7cdf34f3513,92101cd6-77e0-4eba-85f1-4f6892837b0b,c014aae6-ed2c-4b80-a9c4-685ed34b5388,078430b4-6361-4e53-ae99-69adc248f40d,a3529dd0-95f5-4cbd-8f50-51f53644e341
tch_20200625-194027_65,a34b0acb-b6f8-11ea-94cc-0242ac110002,std_1593098960152_65,class_20200625-194027_65,Bz93-NVWo,00c634b1-f784-4ebd-be63-9994a1190586,8926e0e5-9cff-4d2d-a276-50d696a733c2,a927a333-c2f3-4871-972e-ded49567158b,8d9b7b16-1329-4318-a9ff-e7ce99b436a0,4fb72728-f555-43a1-8c38-b6c053a69973
