tchextuserid,classname,classcode,assignment1,assignment2,assignment3,assignment4,assignment5
tch_20200623-215505_165,class_20200623-215505_165,s6e3-VX6E,69e5feba-d3d3-4928-bdaf-8bbeabaeaa27,237c5ae0-54e2-4780-a061-265ecb49468e,10b93ae4-48f1-4f8a-bf94-c2b1b73a5600,6ec8e7a6-eb38-4990-98dc-f627cc66e338,7ded2158-2598-4f10-8fe5-1e21f2b4873f,
tch_20200623-215505_166,class_20200623-215505_166,t4Ys-e9Eb,2dc70b3a-1cc7-451f-baac-d6a5aa91575a,5dcdc656-3b21-4e42-b218-15ae332986d4,517fcb42-3950-4a2b-8e39-2534360b3a4d,a5a5300f-be1a-4c62-9019-404ff730ceff,0347908f-1d92-4963-953a-dcab46404321,
tch_20200623-215505_168,class_20200623-215505_168,WQ87-ZeFj,238e9f59-fc25-41ce-b367-0cbaf88f611b,032f7096-5b96-4126-95eb-b523aebca519,eff82642-7e46-41b2-b143-28877611e689,ebec2cee-32a0-4e08-855c-9a99f21fcb08,f261b1ea-34c6-4119-b446-11c79c57db94,
tch_20200623-215505_167,class_20200623-215505_167,RzVx-RPQn,d8a07bd0-2109-4d59-96d5-97e2d95e7606,60a0f37f-b899-4f7f-9da5-bd468f42a888,05bc63ee-095b-4c87-bee2-07aa094868d9,2c26f49b-54ed-4045-9db8-27cd893e3ed5,6ee02688-aae4-4a4c-b4bb-e817ec57d5f2,
tch_20200623-215505_169,class_20200623-215505_169,YzCD-23cL,6476e441-566a-4dab-b43c-4f4a7305e27c,e4513769-a6a3-4cae-a5ba-4b08d1b27992,52080120-07ac-431a-acfa-3191892d693d,55d4a7a1-6e25-4836-9123-f2dececb75ff,305c6509-d995-45c3-9dfa-55ceb8cd658a,
tch_20200623-215505_170,class_20200623-215505_170,CAPB-UB7u,8c094dcd-ef94-46dd-b87f-462c5e9502aa,c714d212-6435-4aec-a529-acfdaf0e9285,c0bc723f-7147-4940-b3fc-7f51abeaed6b,cbf41c4f-78e9-4f16-9eed-47cef37b0960,e27e8535-bdf8-49ca-8a4d-3f0c3c5820fd,
tch_20200623-215505_171,class_20200623-215505_171,4V47-EF7Q,28801d6b-84b2-45c4-b894-7a9e2238a661,fee1f2a5-f7a2-463c-ab00-26bb517efc78,fa2ba043-fff3-43fe-8557-8bdf87462b91,03f21424-f804-4f0a-9849-a0ff91ac7141,1cc3d2a0-78e1-4ef8-bb8e-3f9fbed071e3,
tch_20200623-215505_175,class_20200623-215505_175,GdQ4-MXfQ,1f294b9d-c87f-410a-8193-cb7475c15036,57ab50aa-3009-443b-86c2-cbaf54afea5f,6235924f-5fce-4a87-80cb-70022d25f61d,1ecc623e-ed36-47cb-8658-bf6e665bbee5,5a9d517b-a364-43e3-934f-068228341d04,
tch_20200623-215505_172,class_20200623-215505_172,kH94-ejYz,af2c46e8-6e74-4d9b-b349-79c9f90187e8,9e9667aa-409b-4751-9c4d-e8c8292b10af,c56db2fd-55ec-4343-9160-e71cead15348,d0a1dad5-1676-4fc9-89cc-d1f0bdadbe1c,9eb89b7b-7ec9-4ced-bdad-87596bf9d512,
tch_20200623-215505_173,class_20200623-215505_173,97zW-b4YV,648d5796-4e1e-495d-bef3-2d7cba57eddb,5b79e14d-8ff0-4f7f-96be-e7e5e0dec874,6380cf44-4f91-4321-8a34-61dacfc88bc7,fce671c9-eb65-42a3-bbff-3a1138217bbc,c3ef7a77-29b3-493a-b885-11c9bddd6675,
tch_20200623-215505_174,class_20200623-215505_174,ja6N-2QCi,2f0c3790-2c85-4dae-bd9a-649a29d84f2d,36d161ca-1b4e-43eb-aebd-3f525921dab6,c5a7e96a-672a-4738-bed6-2cec656c1af3,6806e3b4-238c-491d-860c-9b766203ff81,5bc608d3-dfd4-4d8b-9a11-f77430951330,
tch_20200623-215505_177,class_20200623-215505_177,Xi4k-jPX2,95be32e1-b1d6-4ee8-8bc9-13d9e9fd968d,ceea6e24-cdb2-4a15-9709-b8a19781a830,9050ee98-c6a2-4746-a863-619dab42c005,74bc5cd4-73b3-493b-8433-5045cdb09810,8bdb212f-8584-4d03-9fa9-66d20f700fdb,
tch_20200623-215505_176,class_20200623-215505_176,Tyvc-jC6r,9fa6f67f-8bf3-4239-8ae1-c44f1e22cbbf,ed2551dd-9a91-41a6-b12b-6cdfd7770b5e,7f4093ed-c488-46cc-87a2-75cb7b290332,d1a4b26d-eb01-4b34-8c5d-0038fafb14db,3c6779ae-e090-4e49-b2a0-693fa8400a4e,
tch_20200623-215505_181,class_20200623-215505_181,E4km-nDV7,5f9d605b-1570-4501-9870-82e1aaa1ac97,680e863b-0921-4961-88ee-a49b463b164c,c6ad6111-2735-4413-89d8-accc16071745,2687f046-2c4f-4199-be29-deab1f1edf53,90bbc3ab-23d5-499a-9ec8-8339686fc7c3,
tch_20200623-215505_179,class_20200623-215505_179,gAjB-kQUv,9dd3813e-74c2-4618-981c-5936e29ecd3b,67d704b8-0e24-4694-bf1d-be89803fa119,8705701b-104b-4a33-a746-b45f60ddaf1f,b164bc94-5a21-4923-8dca-ccd1ce96fdb3,99496723-40a5-49bf-9670-b1b863fe85ab,
tch_20200623-215505_180,class_20200623-215505_180,Tbjd-Tv7F,bae5715d-b766-4497-8292-b0df859ad6ec,e75b2d2f-0b01-4a16-86c6-590da6280f67,f76876d8-00f2-4158-ba9b-48693ad66379,6f6cbe8a-0e6b-49ed-be51-4a236e3560ae,b1b74c79-4cd9-443d-b981-4c42c3bd9cfe,
tch_20200623-215505_178,class_20200623-215505_178,xVEa-Nw7A,4c3ac7cd-8714-4bfd-9224-91e2d10b71dd,9bea6d58-71dc-4ee9-93d7-2ff1be3b347f,4328d90e-9b3f-464c-a34a-144100da9c99,1e82fb65-b6b4-4ca2-8013-f16d5e21ab58,8b98cd27-0727-42f1-a549-a11de2536a78,
tch_20200623-215505_182,class_20200623-215505_182,hCbE-JUd4,f4a6fd18-49d0-4525-805f-cf8a1ffc0204,3cdc8d6e-e9bf-4c38-989d-9062c5fe6dd6,57f4daef-83ec-4fc1-91d5-caa5a06940ad,d55950a1-4e57-4f85-ae35-31c61a2334e9,b5f84ebf-d067-41dd-aac0-5deebf66b60c,
tch_20200623-215505_185,class_20200623-215505_185,469D-U8N6,291b851a-cc55-4bd6-9b95-56d3b39448ca,bb83fbcb-d7ce-4115-915d-03a2f6ba8f45,0bffd249-0d4d-4b78-bd96-078cd8db7993,36f31d7c-71de-4409-a475-2727cc24e225,ed99ba0c-cd23-4f4d-9e8c-6c4a3a1ada3a,
tch_20200623-215505_183,class_20200623-215505_183,hE7W-2pfM,707592a5-eb88-43b5-8416-9aa68b8b1f3e,896a64dc-91b7-47df-857c-5e62f316e35a,1dc45fd5-f0d9-46dd-a92f-c2c198fbee6d,c7429518-bb78-48a7-8dc9-7a3996e8d013,9702230e-7db4-4a47-b749-170824fee540,
tch_20200623-215505_184,class_20200623-215505_184,k3tq-gmGc,2b1ffeee-dc8e-4077-8222-894f36f5baa5,6cf6934d-ed61-4f12-ab74-9ada511d8879,86bfb3fe-b41b-4779-9752-15b15e9c730c,6c9d86c8-9f82-432d-b6ba-64eb63adbb24,088a2ed0-2e09-4cb2-ade9-c8e30708dde9,
tch_20200623-215505_187,class_20200623-215505_187,97uc-pesu,373b89a5-1468-48ff-9993-7d282afbd753,ddef2216-a6fc-4825-875c-ba634e95480b,6e4e2fed-4673-4d6f-ad52-e524c3211ffe,e627a1fa-7411-4750-9861-41d18ce85d27,a11437cb-3868-424f-afa5-57b607a5ae41,
tch_20200623-215505_186,class_20200623-215505_186,Ru93-TtbZ,3e20eda7-2040-461d-87bf-4a25f4e20fc9,af8c8d28-8f39-4fd5-86a9-37f747453c7c,860b86c7-ed1c-408f-8265-7c02dddc7d07,6baae760-d0cc-45af-896c-0fb263eac926,0149e467-22a7-4915-aac9-94399d40c05b,
tch_20200623-215505_191,class_20200623-215505_191,n4Nz-yr3N,db5b6329-c36a-4478-af5b-af674e23b59c,f1f9190a-7991-4ea2-b3d3-fef0a80904f2,77427aa0-9a5a-4663-9dcb-aecb7fd1a4b9,e0450dd3-0b87-424e-a3b7-55a2932ef691,7c355ae0-fe6f-47d1-83a8-0f7797ee5376,
tch_20200623-215505_190,class_20200623-215505_190,wjEj-3yVH,8c01ac49-d5d9-43c1-b53f-c82a7680332e,bf24f1c1-61eb-4fb5-9c57-89c032656815,017e5448-2bda-4a7b-bfb6-9bfded1b0559,105172db-c6f5-4d8a-9675-6954fc7236e7,255cb4a6-6d47-451f-8222-8f2e7d820e70,
tch_20200623-215505_188,class_20200623-215505_188,8wnb-8f38,23eac9de-ceb8-4434-9035-9abb280d3640,8d031e60-08ff-40d3-b16b-e3066b528646,47f27acf-a474-4bf7-bb63-316aa827c69e,37eeef74-ad73-4e48-a4e4-04e6027d4b17,19a45dfb-7b42-4aac-bb70-dbf2f231cf3e,
tch_20200623-215505_189,class_20200623-215505_189,9dEG-32C2,4691325f-035f-4450-8fbc-3a2197a49898,54a5d5de-bb5e-4fcf-b388-f110ffc80605,849c831b-44a2-40a1-acce-0fec50660a2d,07ba3743-a8b8-4794-825c-f4286d19055b,84c0cb2c-b43c-4f5e-a663-869c4bcee138,
tch_20200623-215505_192,class_20200623-215505_192,Cn69-JaAM,389526ed-341d-45d3-9b27-465a4099268d,66b74b1f-263a-46bd-8ee8-daa5c9aa1b90,ce74145e-e95b-49b2-b744-3fb76db9a22f,7694eb54-9935-4b41-bc35-16c6a6dfc5ba,b2df52a7-2cce-4dd4-aaf1-488d8a5563da,
tch_20200623-215505_193,class_20200623-215505_193,9bJ2-ojQ4,a77c76ce-f62c-4c7e-99da-275c0d8707f1,6add7e4a-652c-450b-abb1-fa29e4245aa8,3303a374-5c58-487d-983e-53bba39085a1,ca1c837b-7a27-44b3-8cce-08926514b346,4b1ac58a-73ad-425c-97f9-ff1a05d627de,
tch_20200623-215505_195,class_20200623-215505_195,qQm2-F9Ro,8139f36a-e8ba-4ab7-aea4-0eba00ae16d9,b7f13433-f392-428b-a373-e807c405efeb,b6734905-002c-4263-bb79-601739ad1648,52e72b66-ecf1-4b8a-ad6f-f2f9d08fcf45,170c51f4-a69c-4467-b072-8b1c9198a4c5,
tch_20200623-215505_196,class_20200623-215505_196,j9bq-iaHt,34681293-a735-4afc-bf74-85af3305bd03,f9f333ea-5029-4dc2-868a-d52d1249246f,0995a618-268c-4a93-904c-96a5c4648000,181415bc-2884-41bc-9cdd-cdd73be930dd,759d50a0-702e-4672-9754-c526efe02b9d,
tch_20200623-215505_194,class_20200623-215505_194,Gi6C-x7jT,cc8a53fd-9e49-4d24-85e8-7bb1438d45b7,40c16f24-ffdf-4fbf-ad13-1ec3504f090b,b48605dc-d880-4506-b3d3-53610939ac3d,fa4715c1-c35a-46f4-b454-821cd6fa0a6d,c2086d30-0ef7-4b60-8113-9e9976fb868c,
tch_20200623-215505_197,class_20200623-215505_197,f2Ps-9qci,6012588e-573c-4fc5-a44e-711218f4108c,36738931-c413-4041-80ed-581e2c542960,f9f17636-d947-4904-8406-4c328fe76a2a,7e7db483-83d4-4476-be08-2690975d9537,80089fe2-97f1-4950-a83e-1b8f69877a36,
tch_20200623-215505_199,class_20200623-215505_199,8h7e-P3br,9b8d2d2d-143b-4d0f-8ad8-0c7d5933cfb1,7d58efc0-e8d4-40a6-a05b-185c17bb6e4c,faf4b6a7-973e-46e8-aa8a-27d563aad91e,1bf289a1-d7c3-4465-ad49-295c963e9a49,61a905ed-8ca5-4232-b988-77dc0fd4a71b,
tch_20200623-215505_198,class_20200623-215505_198,73r6-86NU,e5e51bf2-3cea-490c-8b0d-462db10d3330,edd5c166-1ccf-4b60-b8b0-9e9a7cc9b3cd,aa6215bc-8f89-4b22-a667-5b59dde47fcf,417acd30-54a2-4bc6-863d-2ee99c7694ce,102d0085-81d9-425a-8a2e-eee58369d260,
tch_20200623-215505_200,class_20200623-215505_200,LaFJ-cMmH,dd5941ce-18c5-4f0f-abb9-f46ced87ac35,c27615df-efc7-467e-83e2-5c3d8b181b28,8878a7f5-fd05-4fae-80f1-4ac0828223f5,7d035d7b-c3a0-49c5-8009-baa715889b07,e294559b-eedb-44ad-9668-bfc408bed981,
tch_20200623-215505_201,class_20200623-215505_201,FK3c-2u73,90d0e578-3e63-4008-a6c9-da37534da081,3e9abbfc-178f-451e-ab22-494eb105dc3e,5a13b9b2-3da0-4dfe-8310-600df11f0f83,d3557a23-7f53-47de-92b9-671e722840a7,c1fe2402-8528-411a-91ee-500fd012c821,
tch_20200623-215505_202,class_20200623-215505_202,rAop-KfnU,69f03c2b-b3af-4009-83c9-6ce0ce29ca93,6bb2590e-89e7-45a5-b58a-eb8d6607cbef,12d926dd-f86d-4287-aac4-c3547709fecd,1e091745-1077-4f3b-bf95-446c46631fa8,ae721652-2e34-45d4-894b-e26a888dbba6,
tch_20200623-215505_203,class_20200623-215505_203,6zj3-zQ4x,40c9d0fc-ad04-4efe-8c2c-b53d1ade0d9c,875d21a4-ac40-4050-bc16-dc4f597d82b2,618fb3cd-eaec-4c91-877e-ccd3baec6855,bacd57a1-484b-49a6-91dd-87d940e39980,51fb56a9-d29b-43a2-9eaa-18cc5afbf4a3,
tch_20200623-215505_204,class_20200623-215505_204,7nd7-2L34,9233a17b-5544-4470-98f0-4849399b448c,bf766f0c-a4f7-4a7e-9ea1-f9297065f8a6,a7d4fa05-55e7-4e73-807c-cf912997d040,e6c3fcb9-bfdd-4af4-8fc3-fc60e550576f,0d6735a3-d1cf-4879-9cbf-b204ef897a0b,
tch_20200623-215505_205,class_20200623-215505_205,EhKc-H27w,a0829ab6-789b-4757-9f63-3b5cdea4be0c,53482583-61b8-40a3-8b04-514119dc7a80,b66c9701-c295-4874-8ae7-3d507bf42d39,a852bbdc-c54c-46f2-a289-6aa3ac1877d6,b80614d7-483a-436a-ae87-ec583888aa1e,
tch_20200623-215505_206,class_20200623-215505_206,z7x7-jeEu,b31119d5-0b94-4773-aa58-0e51ccb12209,2263b70f-295d-404e-b417-27f3c6dfca69,e3755520-aabe-43d7-bab3-7a9e4ad04696,fcc5b5f8-2dc5-4d86-a1c3-97981c1b5a6a,f0b698e3-dd23-4fe8-a544-2188811321c2,
tch_20200623-215505_207,class_20200623-215505_207,AvK2-Xn43,138fcfee-38e7-4dea-8cd2-56a829fa43b7,c663b934-2613-4b6d-9012-b505a1c4c851,77618975-1270-4817-b7bb-e4a9a76bd866,aa7570e7-5d0a-412c-878a-9507d9c5c753,6baefe08-eada-47c2-afe3-1aa6d11d5f25,
tch_20200623-215505_209,class_20200623-215505_209,T97s-BjhD,d06bd391-7f86-4164-835f-e78862cf3075,17b67c0d-b34b-4e3a-b581-13f7e74a6900,b2583004-ae1a-4a00-8735-44bc4b735dd2,e57f262d-d569-4dbf-a826-145376c9386e,3df5e2f8-a992-4c87-bbbf-9a77b3386f72,
tch_20200623-215505_211,class_20200623-215505_211,7sE9-pi29,c79ef363-80b1-4f49-8c45-d8cd53c79597,a33fa6f7-9337-4da3-aab9-ca93d05a6313,ec4274cc-5222-45aa-9db7-090ca9fe5f67,e109411e-2354-4bbc-bc5a-5b4f16b1b5aa,fcd7a1ec-05b9-4fae-af2f-c4e26c48c932,
tch_20200623-215505_208,class_20200623-215505_208,9DqV-27U3,4671899e-63f4-4a9a-81d6-dad770a26d0b,dc0a7077-5355-4834-ad6a-aff8fac43a47,374711bd-6231-4b91-9c56-f69fc17135fd,4e8e654c-1bd2-482c-96c7-1f736ee54393,ebbcf0f0-8104-4751-a772-72be3ea304c7,
tch_20200623-215505_210,class_20200623-215505_210,uRhk-96n4,cb3f7d49-c513-4be7-b0a7-ab8f1add9ec0,beb81d3f-0495-4bfb-afa4-a27acac17d7b,5854b453-4729-47b8-82e3-9d96ab35dcb9,796787b1-6e4b-45d9-adf7-3d11ba746a48,c7a0591e-18a3-4911-bf0c-ba93ce73bf3c,
tch_20200623-215505_214,class_20200623-215505_214,2eWR-pH2N,663b79c2-299a-4662-9dde-b196bc99ef88,d6a51e26-eedc-4807-8a60-958da49efd0a,41b1a3df-51e5-4ab0-a0d1-52f48428008d,16b70ca9-9056-4d9c-90b1-a820897af7c7,d58cb98d-54e2-4e17-bb8e-6efecb115c72,
tch_20200623-215505_212,class_20200623-215505_212,MdDV-Ux7Z,98846469-edbd-466c-8ed0-fe5a88a55968,2844dfc2-e6ca-44aa-85aa-326888ecc233,c5321ad4-52bc-4c28-bb8b-a035474218dd,f535b3e2-26ce-42a1-814e-ed55ffe68f5e,82626ecc-87ee-4a47-a98c-0d159f2fa6df,
tch_20200623-215505_213,class_20200623-215505_213,RpGN-gs8u,0135fd51-498a-4907-8cbd-1ebdb1c41742,b261a23d-e0aa-4d15-a884-5135cd23b0ab,4b7d2124-60ad-407d-88d2-c8e6fba709e2,4f51e783-6ab3-4196-9f3f-a2fc7365eb8d,c1059546-ceb5-4343-9738-6fae21afcf91,
tch_20200623-215505_215,class_20200623-215505_215,LqCg-ZRkt,a4d4b8ad-9e0d-42ee-a27a-3e6fbd93bafd,340c8edf-9159-43be-b4c4-c96193bb272f,30694af7-ec0a-4296-907f-2f06d1be15a4,b003a520-1c0c-48d1-bdd6-be7cc40870b9,7d169b91-d2a5-464f-a73c-c8a3316fbec6,
tch_20200623-215505_216,class_20200623-215505_216,n676-W2d4,49808a14-04ac-4125-b22c-18f1e46bf5d6,6d7e8b28-42ad-4646-81a6-a3a89557efa4,13586435-77ed-4955-b884-716b122c4579,ec0154f1-b09f-463e-954a-fac1e0d6e490,321a6c55-95a4-42b9-a6dc-17e29cec9db6,
tch_20200623-215505_217,class_20200623-215505_217,2Y68-M9xT,40b4e807-4ad1-4f97-add3-0b94b194a513,5a254127-2031-421f-9719-25b776b2bba9,9a766c2e-2681-4782-9aba-cce9b52290ea,bed97fe7-e541-4f23-a680-c3d8aa138323,89d833e2-a313-4dca-8e1a-7968102e1d4f,
tch_20200623-215505_220,class_20200623-215505_220,7Nm2-Q8GQ,942036d6-c85f-46e7-b656-4d304d0be634,9dc4f3de-699c-47c7-ba8f-167b2d667711,e54f484d-d7dc-4576-b31f-05d436b7721f,4825f6b4-d77c-4965-a984-d8db493307dd,9da04279-42a9-4a5a-92f7-59ce0d0099b7,
tch_20200623-215505_219,class_20200623-215505_219,vQ8v-3U84,2d88400b-6171-4896-a393-a95db0fd0cab,149b003b-172e-45b9-93ee-acd089277770,2902b15e-cb89-4c03-823a-f0ac5a2a60a6,fb36b906-2ed6-494f-a693-9f5656a81276,e45094bb-40e5-41d0-a41e-2ab90b13859e,
tch_20200623-215505_218,class_20200623-215505_218,cDUb-r67Z,6e773a48-b155-4ac5-9f3a-9651faa5a436,c4de5425-0944-417b-8cc3-3f5bc672dbc2,f3bd73cf-3a7d-45da-835a-01aa94d0977c,2f70b164-d861-483d-a958-6cc2631b30b7,fb5e37ee-ab59-4e81-b7c2-aee0127859c9,
tch_20200623-215505_223,class_20200623-215505_223,2hDv-w49H,e0f3c9b7-ea26-4ae4-90f7-bd28cbaa4e9d,c510570b-476c-41e1-8bdf-f7aa1df22136,92c8f6b6-5d46-4581-9637-010010f49108,3b3cf93a-edc4-4a11-ae05-3e8e3bb883c1,2970eddd-22c6-4040-abc5-548989893857,
tch_20200623-215505_222,class_20200623-215505_222,8rdR-DrV7,eb2d6ec5-84bd-41fc-b6ed-ab330f6025f8,59285440-ed2f-4be5-a566-278d155251a3,878bf91a-3f69-43b6-a365-b55a1d7c4e34,00a7217f-12c9-4852-9f4f-af0558283375,696723cf-8396-4b86-8228-1179c9f16144,
tch_20200623-215505_224,class_20200623-215505_224,VXAw-YDGF,404e25f6-e272-4534-9692-e61255d5947e,c55229e3-b48b-4331-b0aa-25b3b96b6b51,a3174b12-04d0-4d29-9cac-0d3221e090c8,c468992d-6a7b-42a8-bdd5-b0712214d8c7,eaf54a40-ef02-4594-aeea-2cc6d74a3353,
tch_20200623-215505_221,class_20200623-215505_221,vF7C-Bdk4,568513ff-3ae2-4a48-8eae-db29e191d69a,20b4c828-da22-40cf-a17b-4b5f6c3f07af,4a634768-22ed-42ff-b1ff-339cf57e863a,0d31affd-24fb-4f5f-a002-a342d0adaae3,718b84cb-5a02-4574-af0e-a30e931e482f,
tch_20200623-215505_228,class_20200623-215505_228,gxk2-4Kb8,eddb66fe-e1ff-402b-932a-03724d107661,26c76cba-103d-4097-ae22-99beef3cb8fb,957b2d8d-f55c-4e0b-85ad-f3ed269b07b7,e8fafa26-0e75-4214-a45d-13df4b9632ed,e524b6bd-77bc-4718-8f28-51b9179a2d72,
tch_20200623-215505_226,class_20200623-215505_226,bkC3-24Dd,4123b854-722f-4503-99ff-634d8628227f,19b9d014-3ead-4ba2-af82-588329db29c7,b9d80e1d-029c-4432-b26c-05baa7923841,db400261-c959-44c5-b235-6da6289ee3d3,30a3db5d-09e3-482a-bc1e-b2192d8e70dc,
tch_20200623-215505_225,class_20200623-215505_225,24B3-jJw6,697c330c-c5f0-4bbd-85df-3c38c5d571bb,769cfa12-4006-4e7f-ac87-6b78b74049b3,5b60ec33-118d-4b5d-87a3-7154045b7afb,cbc74095-763d-4f31-99a5-b60c5e00ca4e,13e00029-dbc3-4731-a270-1e98a8133156,
tch_20200623-215505_227,class_20200623-215505_227,9NM3-QZzU,1c24e3fd-1f6e-4e58-9839-b86f4ec2b4d5,04b771af-4e4f-471f-b288-4cbee4afcf43,b0bf1ed5-2099-4f88-9b89-4b750861ca82,936d497a-6bb2-4866-a1ec-b83b98732d33,6a33ea2d-3ee0-41d8-bce0-6e1a62d34fd1,
tch_20200623-215505_230,class_20200623-215505_230,PUbV-KGgL,772c281c-4cfe-4340-8f01-260e58b6d18b,2fd19c86-3414-47f1-b2cd-7cbc2ef8df63,93e9c216-6fa7-4442-a455-f8e1ab4d2775,20d8ef29-2e6a-4fb6-acc3-0dbe2ea2f05c,7d4b1884-b8ee-439d-a629-4dfd0da9a47f,
tch_20200623-215505_229,class_20200623-215505_229,d4pb-DVXc,cfbbcc57-3c31-4614-890c-eb84fe91553b,0fa3b161-ee96-4241-a2a7-ce8a139ac23d,8886b69a-9d5c-41b9-a8c1-c3957356f9eb,346f418e-6ceb-4842-9e71-82c4512f63da,1db6aca8-9185-4c1e-81fa-9400de65c422,
tch_20200623-215505_233,class_20200623-215505_233,8qeV-3ev7,9e68987c-11c0-4011-ae99-d2540999435d,4976b8b6-a2d0-4044-ab9c-d25a0bbb6525,e5216db3-c8e4-436d-8246-21737533c198,d099c928-9aa7-4e31-b651-8c51a27badf2,4f399c37-2447-4558-9c74-ab619f9ea5c8,
tch_20200623-215505_232,class_20200623-215505_232,WR9H-UnCJ,5542fe4a-33d0-4479-afe0-7c5eb98689ae,53d98072-53c8-4e84-aee6-732a2ebcf533,b6df33f2-41cd-4907-986f-5efcd9f7134b,6fe11f6c-b681-4f8f-972b-0baf8e9132aa,89e1060f-7bb3-40b7-9546-2302fa704168,
tch_20200623-215505_231,class_20200623-215505_231,Qzn7-PM7F,4efd5b56-10f0-4de7-95c2-8612f49650b4,abad354c-0152-4418-8e20-f562c5632410,52913f50-be41-4af9-b1c6-cbc0b7f3ee3e,ad5e3bbd-57da-484c-8821-667ad835e628,4c4b32d1-3975-48f7-98a7-786ab2ed6920,
tch_20200623-215505_235,class_20200623-215505_235,rw8u-y9za,b1652f56-3f3d-4082-89c6-2909573cb364,05b94250-9184-43e0-a1ca-b820cceea915,1310e693-2c6f-4b45-84fc-ea3d82ff1047,27a20eec-0c68-4219-80c1-7326063ce2c3,457c689c-9afb-4473-9781-96b207293896,
tch_20200623-215505_234,class_20200623-215505_234,Mar8-U6XM,50a56baa-11e6-4855-8755-e86930cde1ed,526cb2b5-84c1-4abd-8c52-59aa84c23c28,65f81dfa-39c3-4738-8644-2e8e0dbcfec0,c62e5597-4a8a-48a2-97dd-593530e08ec9,390be89b-152a-483f-a515-59f8e62cb3d3,
tch_20200623-215505_236,class_20200623-215505_236,x7bt-K3Ly,42728033-976a-418c-ac8e-6722d665c2f5,19c3effe-84f9-44e6-9e8e-2c3d43a0b506,50647cca-9951-499d-b5d4-db5a3bcd6afc,b0111835-1124-44c2-b0a3-f58d354c05c2,b56e9bbd-fa62-4122-8933-0bd6cc065513,
tch_20200623-215505_237,class_20200623-215505_237,8Z4y-PGu2,d7cd1740-8f01-4939-a8f0-7b8e5e53ee24,a0bc415b-f97e-4a04-b285-51988e4173ce,ce553e02-6884-4b2e-8e7d-8a0940f0aa23,2c149838-f8aa-47ca-9cb8-3420555c2f29,f37b9f52-1cf4-4e24-bee8-3b030d9414ed,
tch_20200623-215505_238,class_20200623-215505_238,98zx-3jTc,1ce2851e-7222-4818-b91b-50e56e26f7db,2a598041-ba97-48ce-bed1-03a3857864d3,e828d104-0656-476a-8a61-62cbc81c7153,ed6bcc3f-28a3-4cc5-8ebf-12b696d4cfe9,ae524e8d-34e6-4f7b-b006-ca76c20e511f,
tch_20200623-215505_241,class_20200623-215505_241,7prG-VYQ9,70a16960-432e-49da-be4d-41e04be78c6b,79682a45-8236-40ac-84d7-b180dc22658a,37b75b63-bff2-41ad-8bdf-94e13e566cdf,46d99614-2bb8-472a-a211-5d4bff7250d3,6890c67f-0f33-4c3b-81b9-6e248c735be3,
tch_20200623-215505_239,class_20200623-215505_239,rFty-REWf,4d7a4143-98f8-4e24-9a7b-5fa9a442d024,bea37426-f3fb-4c48-8875-1f850bbd04c8,989dcd67-e3e1-41bf-95db-896a008ab5de,eb856c1a-4393-4ab3-be56-31cf7febc94a,1fba35df-bf30-4d69-9850-4534ccfca6ad,
tch_20200623-215505_240,class_20200623-215505_240,QZF6-7RQh,2809bb2d-a294-4c9b-8b4d-d8ae80ca9b4d,b7a1def8-f704-407b-8d24-27afdafa9d52,90f11db7-fdcd-4c83-b03c-c8b2442d3ddd,c6a3b368-e299-48c9-94ec-f0c203dc00ae,ac038e6c-593b-4321-816e-39b59aa1f103,
tch_20200623-215505_242,class_20200623-215505_242,4bK9-342c,322265d6-4ebc-4dd4-a92b-0d2271bb3439,d0a7cd8b-f6b4-4f25-9262-0b18829e3c6a,de3b7150-05dd-40d0-8679-9255597e0ac5,d1b6c095-c8c5-4ef7-9007-7ede11bd98eb,561f27c4-9214-4e91-b7f7-a07f9d11dde0,
tch_20200623-215505_243,class_20200623-215505_243,49at-wzQP,6d69ccb7-ef6e-4fcf-b90a-b7e6b9535291,43ef501d-fa78-4a37-934e-389057cf6823,7bbdd378-44e4-40cc-a5a4-8aba840b52db,22644f61-8df4-4315-9a4a-6c3b6c89f45e,a1e208c2-66c9-4843-8add-397128c0b54c,
tch_20200623-215505_244,class_20200623-215505_244,mVXJ-xqKr,81029325-b3c5-4ef5-911f-48da5a7b6129,9213b2b7-bb41-4be8-a960-ef101aa33680,ad036611-c291-4e21-97ee-af75bad31bfe,47892351-90c5-469d-b5c5-63505407a9d0,1c385ed5-e367-4228-b2ec-563766ea3219,
tch_20200623-215505_245,class_20200623-215505_245,nKuh-8YqB,793b7e2b-a6a1-4004-9e57-f344353e4656,019b0819-a0a5-4174-90f9-d6f7d2485ecf,24a11111-e3e2-4c6a-9cac-6b3858df54d7,4a4f49ac-5f81-4feb-a513-b5cee0c71201,3e000379-210f-409a-b11d-6d463485a9a6,
tch_20200623-215505_246,class_20200623-215505_246,uUJb-2B3W,93cb497e-5fd1-447e-9567-6aa7bf604466,326291e2-553b-4cac-a7b4-a3c031546679,7b2e04b8-b2bf-4a83-a845-e23539a1bcd3,091c920e-091f-4f23-a6ff-118bf06ff344,52a59de1-aeb3-43bb-9848-2e043357f88c,
